massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row1042	1020.886326	35.84117005	0.16668	-1.5213	
row1043	659.4011916	162.9774465	0.16673	-1.5211	
row1044	280.9350825	30.28550132	0.16677	-1.5209	
row1045	97.22548069	34.61913178	0.16681	-1.5208	
row1046	117.1523732	254.3176862	0.16746	-1.5181	
row1047	223.0283587	233.1909963	0.16753	1.5178	
row1048	223.028381	140.3980918	0.168	1.516	
row1049	1022.727131	32.90353677	0.16809	1.5156	
row1050	411.0421316	36.75022392	0.1681	-1.5155	
row1051	165.8366108	28.9046966	0.16906	1.5117	
row1052	481.299335	165.7821998	0.16928	-1.5108	
row1053	670.7726301	22.92508007	0.16955	1.5097	
row1054	809.5097631	242.6630709	0.17021	-1.5071	
row1055	416.2917274	245.5093829	0.1704	1.5064	
row1056	638.8047407	27.58342584	0.17056	1.5057	
row1057	787.4263996	214.529473	0.17063	-1.5054	
row1058	749.4722651	210.5698303	0.17064	-1.5054	
row1059	159.0662692	144.5048543	0.17066	-1.5053	
row1060	202.8923852	41.79928602	0.17103	1.5038	
row1061	939.293446	34.15568602	0.17146	1.5022	
row1062	808.5062333	248.6074272	0.17264	1.4975	
row1063	377.9076406	25.0165063	0.17272	1.4972	
row1064	145.0380791	32.9704758	0.17286	-1.4966	
row1065	304.0002302	46.35629463	0.1729	-1.4965	
row1066	132.5371812	21.48671339	0.17311	-1.4956	
row1067	825.5017058	217.8860818	0.17327	-1.495	
row1068	887.3027079	34.49785559	0.1734	1.4945	
row1069	1014.625604	212.7207045	0.17372	-1.4932	
row1070	368.8833875	178.65697	0.17518	1.4876	
row1071	449.3104698	47.89769269	0.17523	-1.4874	
row1072	307.1934373	102.1587417	0.17527	-1.4872	
row1073	890.5923748	261.8231457	0.17539	-1.4868	
row1074	360.2836057	238.7420168	0.17547	-1.4864	
row1075	749.4777292	211.7175516	0.17565	-1.4858	
row1076	647.5109192	236.5947371	0.17569	1.4856	
row1077	496.319205	205.5545773	0.17577	-1.4853	
row1078	285.2071965	207.0096298	0.17602	1.4843	
row1079	346.9249297	30.03402576	0.1762	-1.4836	
row1080	319.0373475	21.51844465	0.17702	-1.4805	
row1081	329.0393407	41.17308212	0.1773	-1.4794	
row1082	181.0004082	67.738349	0.17759	-1.4783	
row1083	503.9250316	42.13996005	0.17781	-1.4774	
row1084	536.7956404	25.76856989	0.17863	1.4743	
row1085	221.1546752	194.641932	0.17878	-1.4737	
row1086	512.4779441	251.4479087	0.17891	1.4732	
row1087	725.4179704	220.5588517	0.17929	-1.4718	
row1088	129.7223013	201.832805	0.17967	1.4703	
row1089	364.2252489	176.1435154	0.17989	1.4695	
row1090	356.8669064	149.0621776	0.18032	-1.4679	
row1091	953.83754	34.06613307	0.18075	1.4662	
row1092	594.8214038	23.67140538	0.18109	-1.465	
row1093	1271.812188	251.1368407	0.18197	-1.4617	
row1094	566.6773411	22.6761431	0.18198	1.4616	
row1095	909.2839814	33.07007727	0.18205	1.4614	
row1096	503.7808947	25.45511065	0.18228	-1.4605	
row1097	431.3002854	68.90667367	0.18239	1.4601	
row1098	999.5944352	209.6058678	0.18302	-1.4577	
row1099	661.4188842	217.9374879	0.18304	-1.4577	
row1100	169.1234264	113.9404554	0.18346	-1.4561	
row1101	521.8501438	30.655695	0.18349	1.456	
row1102	243.1238067	25.75981342	0.18355	1.4558	
row1103	315.0416903	33.36672289	0.1837	-1.4552	
row1104	101.0607928	32.68251662	0.18405	1.4539	
row1105	601.9035754	46.73031593	0.18455	-1.452	
row1106	305.0143563	26.0249407	0.18456	1.452	
row1107	360.8605697	149.4837993	0.18478	-1.4512	
row1108	366.2402417	188.3987405	0.1848	-1.4511	
row1109	207.1026172	40.35692411	0.18482	-1.4511	
row1110	102.7472862	228.027559	0.1849	-1.4508	
row1111	292.0806948	35.31977846	0.18524	-1.4495	
row1112	325.2923224	169.5682694	0.18541	-1.4489	
row1113	177.0557974	40.86895457	0.18622	-1.4459	
row1114	169.123368	187.5811469	0.18768	-1.4405	
row1115	207.978789	248.5354224	0.18799	-1.4394	
row1116	343.8770817	36.20098361	0.18816	1.4388	
row1117	349.2053801	227.2084144	0.18833	1.4382	
row1118	421.2593666	221.892674	0.1884	1.4379	
row1119	420.8458136	239.1286877	0.1887	1.4368	
row1120	427.0163944	39.87107426	0.18871	-1.4368	
row1121	155.8656838	25.97963047	0.18873	1.4367	
row1122	315.87976	18.93737853	0.1889	1.4361	
row1123	464.963006	46.50527438	0.18891	-1.436	
row1124	339.0848132	176.9136872	0.18934	-1.4345	
row1125	725.7903713	33.33804293	0.18952	1.4338	
row1126	194.2003481	23.68312503	0.18994	-1.4323	
row1127	743.4573413	232.0818338	0.19002	1.4321	
row1128	824.5794664	252.290444	0.19013	-1.4317	
row1129	649.7964119	32.24635565	0.19064	-1.4298	
row1130	580.7713923	24.91467607	0.1908	-1.4292	
row1131	530.9921065	37.98266723	0.19154	-1.4266	
row1132	331.9947965	44.56355621	0.19179	-1.4257	
row1133	89.92367662	116.8142757	0.19233	-1.4237	
row1134	793.5068724	220.9788044	0.19315	-1.4208	
row1135	300.912177	231.0724585	0.19327	-1.4204	
row1136	267.1438962	125.6057882	0.1933	1.4203	
row1137	467.9492049	230.5542671	0.19376	-1.4187	
row1138	808.5154362	255.4091181	0.19381	1.4185	
row1139	544.9547045	23.28415918	0.19382	-1.4184	
row1140	210.9500762	31.29869425	0.1941	-1.4174	
row1141	187.0724439	37.57668115	0.19416	-1.4172	
row1142	239.1654066	95.80080185	0.19426	-1.4169	
row1143	467.9844781	73.78574371	0.19428	-1.4168	
row1144	354.2211277	250.9125458	0.19459	1.4157	
row1145	468.8973635	23.40479726	0.19476	1.4151	
row1146	370.7717206	23.00228203	0.19521	1.4135	
row1147	750.7764144	28.94575381	0.19527	-1.4133	
row1148	490.2769511	192.8630168	0.19558	-1.4122	
row1149	330.0334874	30.20101246	0.19588	-1.4112	
row1150	302.9362341	26.88437282	0.19596	-1.4109	
row1151	627.8148051	32.80166119	0.19598	1.4108	
row1152	250.9213919	64.03354123	0.19638	1.4094	
row1153	185.0298246	25.36362536	0.19645	1.4092	
row1154	628.9802119	37.026826	0.1968	-1.4079	
row1155	385.8418878	159.4346849	0.19693	1.4075	
row1156	116.8438899	218.6967701	0.19695	-1.4074	
row1157	744.5547842	238.7265937	0.19733	-1.4061	
row1158	750.475459	213.3543531	0.19746	-1.4056	
row1159	800.5814239	260.4281002	0.19777	-1.4045	
row1160	221.93495	23.60959614	0.19833	-1.4026	
row1161	337.2054434	236.0225383	0.19897	1.4004	
row1162	882.5587738	217.7287865	0.19924	1.3995	
row1163	145.5397934	35.21059862	0.19937	-1.399	
row1164	411.9824015	34.72311799	0.20004	-1.3967	
row1165	128.0797749	41.51383847	0.20034	1.3957	
row1166	143.0826456	37.63079726	0.20039	-1.3955	
row1167	769.4492777	214.1450346	0.20049	-1.3951	
row1168	709.5261905	234.355241	0.20049	1.3951	
row1169	372.8516329	30.80678926	0.20104	1.3932	
row1170	266.1512179	125.4794276	0.20111	1.393	
row1171	249.9221174	36.21675707	0.20136	-1.3921	
row1172	399.220809	231.9927161	0.20149	1.3917	
row1173	947.2820033	34.09245014	0.20154	1.3915	
row1174	1087.650296	203.0496105	0.20196	-1.3901	
row1175	180.8997406	22.6796397	0.20227	1.389	
row1176	168.0244338	25.10497941	0.20299	-1.3865	
row1177	712.7377193	25.78739119	0.20321	1.3858	
row1178	257.2123123	155.1856732	0.20331	-1.3855	
row1179	327.1768026	172.169988	0.20404	-1.383	
row1180	788.7742888	25.69669496	0.20431	-1.3821	
row1181	420.1847831	55.9089168	0.20444	-1.3816	
row1182	912.5785321	208.4635371	0.20455	-1.3813	
row1183	218.9635066	169.0709439	0.20519	-1.3791	
row1184	130.5383489	221.9744102	0.20584	1.3769	
row1185	233.9328231	29.98585001	0.20618	1.3758	
row1186	458.2943085	236.8233831	0.20667	-1.3741	
row1187	475.1835598	220.964128	0.20671	1.374	
row1188	1271.88509	253.013184	0.20693	-1.3733	
row1189	246.8320232	29.6751655	0.20709	1.3727	
row1190	405.8133838	19.60906807	0.20728	-1.3721	
row1191	413.8870589	29.75080603	0.20745	1.3715	
row1192	372.8776863	145.862147	0.20749	-1.3714	
row1193	468.2169203	248.3958045	0.20761	-1.371	
row1194	649.4075909	210.9245479	0.20773	-1.3706	
row1195	518.8224583	120.1739936	0.20822	1.3689	
row1196	606.7756816	27.36210654	0.20842	-1.3683	
row1197	961.2766258	32.93279624	0.20862	-1.3676	
row1198	742.446542	226.5656213	0.2096	-1.3643	
row1199	752.4767685	213.8871342	0.21063	-1.3609	
row1200	374.8555407	20.95755794	0.21079	1.3604	
row1201	318.15834	167.3562676	0.21101	1.3597	
row1202	390.0539113	33.40022988	0.21147	-1.3582	
row1203	346.8888638	94.62844851	0.21178	1.3571	
row1204	265.1478613	121.7707276	0.21281	1.3538	
row1205	793.5068632	220.8736212	0.21288	-1.3536	
row1206	287.0689181	46.30892846	0.21294	-1.3533	
row1207	524.9834828	39.4495604	0.21304	-1.353	
row1208	573.3663174	211.0913291	0.21318	-1.3526	
row1209	775.6064452	291.4740184	0.21343	-1.3517	
row1210	760.4922751	251.309369	0.21399	-1.3499	
row1211	467.9913118	32.26881596	0.21462	-1.3479	
row1212	999.6283033	206.6135397	0.21475	-1.3474	
row1213	920.0820648	24.41434824	0.21527	-1.3458	
row1214	717.453754	237.4529972	0.21571	1.3444	
row1215	129.0080639	84.43317041	0.21621	1.3427	
row1216	304.2050367	201.4783482	0.21622	-1.3427	
row1217	172.9158247	209.8358483	0.21656	-1.3416	
row1218	215.0563396	132.5000439	0.21719	1.3396	
row1219	327.8241872	49.56951224	0.21722	1.3395	
row1220	899.8256003	32.62100154	0.21744	-1.3388	
row1221	96.97565586	37.42566376	0.21761	-1.3382	
row1222	511.8853469	25.34826281	0.21764	1.3381	
row1223	116.7776574	162.3466423	0.21766	-1.338	
row1224	96.39561681	25.78195823	0.21776	-1.3377	
row1225	256.9153833	162.6549277	0.21785	1.3374	
row1226	693.4496657	254.3539411	0.21801	1.3369	
row1227	368.8497885	142.3166292	0.21832	-1.3359	
row1228	706.7297426	30.81172917	0.2184	-1.3357	
row1229	271.0216196	21.72507784	0.21841	1.3357	
row1230	219.0462397	23.20151236	0.21887	1.3342	
row1231	764.515549	265.3735502	0.21908	-1.3335	
row1232	391.047063	37.58597315	0.21928	-1.3329	
row1233	130.0509926	21.49480984	0.22021	1.3299	
row1234	407.3181768	272.5757545	0.22053	1.3289	
row1235	1271.891183	218.2671073	0.22104	-1.3273	
row1236	742.7506248	26.59601105	0.22135	-1.3263	
row1237	358.8627239	139.4510178	0.2214	1.3261	
row1238	1232.854345	273.7209442	0.22189	-1.3246	
row1239	1098.717984	25.50004361	0.22207	-1.324	
row1240	672.8592625	26.48907227	0.22287	1.3215	
row1241	298.2834212	281.9929357	0.22291	1.3214	
row1242	348.9985979	26.11585257	0.22325	1.3203	
row1243	140.5393144	140.9007085	0.22343	-1.3197	
row1244	491.7926009	28.7933779	0.2247	-1.3158	
row1245	582.1410357	252.8508815	0.22581	1.3123	
row1246	324.8773084	46.73282734	0.22582	-1.3123	
row1247	474.7391555	23.18849181	0.22593	-1.3119	
row1248	267.1269154	270.8269989	0.22638	-1.3106	
row1249	549.8889714	24.88802115	0.22641	-1.3105	
row1250	123.0431642	37.62457423	0.22645	-1.3103	
row1251	288.204963	209.5213713	0.22687	1.309	
row1252	169.0506719	140.505453	0.22688	-1.309	
row1253	291.0528558	35.73533968	0.2276	-1.3068	
row1254	309.1709499	79.12473337	0.22884	-1.303	
row1255	241.1445783	113.7370765	0.2294	-1.3012	
row1256	434.8095441	64.85134245	0.22948	1.301	
row1257	290.9916095	34.65274021	0.22961	-1.3006	
row1258	856.496656	222.0600358	0.23008	1.2991	
row1259	292.0869212	33.78215027	0.23011	-1.2991	
row1260	422.2635335	224.5765773	0.23022	1.2987	
row1261	176.3081421	23.60806548	0.23088	-1.2967	
row1262	413.9978424	49.40636882	0.23139	-1.2951	
row1263	209.1184572	74.92044828	0.23168	1.2943	
row1264	605.3842514	214.3258354	0.23169	-1.2942	
row1265	483.2999381	188.9134119	0.23294	-1.2904	
row1266	351.2150581	252.7376423	0.23331	-1.2893	
row1267	106.5736005	280.4736741	0.23393	1.2875	
row1268	617.2730579	147.1612654	0.23451	1.2857	
row1269	950.5100448	226.7575848	0.23534	1.2832	
row1270	234.8849367	101.314521	0.2356	-1.2824	
row1271	1271.976456	47.57359195	0.23562	-1.2824	
row1272	392.0503372	33.49456369	0.23568	-1.2822	
row1273	463.7719352	23.08430234	0.23608	-1.281	
row1274	894.5392873	236.3260614	0.23638	-1.2801	
row1275	116.8881052	254.6860282	0.23644	-1.2799	
row1276	463.9448988	39.81498222	0.23668	-1.2792	
row1277	247.0724679	42.14037765	0.23691	1.2785	
row1278	374.1398294	199.2975726	0.23703	-1.2781	
row1279	442.289505	212.7968708	0.23709	-1.278	
row1280	389.0006067	232.013293	0.23715	-1.2778	
row1281	367.3515781	157.5988341	0.2372	1.2776	
row1282	378.257974	207.2872163	0.23731	-1.2773	
row1283	113.880397	207.0831833	0.23747	1.2769	
row1284	144.0302889	19.8867151	0.23749	-1.2768	
row1285	207.9906054	234.0606502	0.23782	-1.2758	
row1286	343.9950471	30.78532647	0.23795	1.2754	
row1287	685.5275766	237.5771475	0.23836	1.2742	
row1288	468.0170917	46.64126469	0.23857	-1.2736	
row1289	315.236216	206.5124455	0.23925	1.2716	
row1290	827.5997257	259.8384189	0.24017	-1.2688	
row1291	898.5520295	244.419908	0.2404	1.2682	
row1292	586.6832368	23.04225925	0.24083	-1.2669	
row1293	376.2422655	225.9722779	0.24129	-1.2655	
row1294	368.3458179	136.3498323	0.2415	1.2649	
row1295	882.5412181	213.2992879	0.24161	1.2646	
row1296	257.1760134	76.32302381	0.24167	-1.2644	
row1297	123.5448294	38.42770165	0.24175	-1.2642	
row1298	1087.655098	203.4766987	0.24176	-1.2642	
row1299	242.1763633	58.55965504	0.24189	1.2638	
row1300	199.0380183	26.57239763	0.24202	1.2634	
row1301	185.1184164	37.72922331	0.24294	1.2607	
row1302	780.4724359	210.8767552	0.24328	-1.2597	
row1303	252.9868343	34.93853864	0.24335	1.2595	
row1304	524.8978778	25.90039217	0.24349	1.2591	
row1305	418.9863017	32.70732387	0.2442	1.257	
row1306	316.847652	19.73121084	0.24463	1.2558	
row1307	470.9806522	48.69583881	0.24511	-1.2544	
row1308	468.0062251	35.61444995	0.24605	-1.2517	
row1309	114.0560605	34.44506354	0.24681	-1.2495	
row1310	506.243054	296.4279593	0.24712	-1.2486	
row1311	474.0929572	200.52372	0.24745	1.2476	
row1312	166.0404187	213.8925041	0.24783	1.2465	
row1313	368.98503	24.03366577	0.24814	-1.2456	
row1314	138.9445477	152.3751115	0.2483	-1.2452	
row1315	136.0166287	152.3022276	0.24863	-1.2442	
row1316	338.9672064	22.66607908	0.24878	1.2438	
row1317	321.2047166	228.5818589	0.24878	-1.2438	
row1318	468.0130292	40.84846685	0.24923	-1.2425	
row1319	914.560812	213.3574191	0.2494	-1.242	
row1320	415.317812	200.1449418	0.24968	-1.2412	
row1321	102.9632981	25.23813694	0.24998	-1.2404	
row1322	647.3960028	214.2687178	0.2504	-1.2392	
row1323	478.8490977	191.8123062	0.25115	-1.237	
row1324	255.9092748	20.77574615	0.25127	1.2367	
row1325	329.2336434	81.24244927	0.25156	-1.2359	
row1326	614.9868438	219.7454075	0.25179	-1.2352	
row1327	894.5499593	226.3930047	0.25202	-1.2346	
row1328	345.8758853	156.530799	0.2523	1.2338	
row1329	381.9770653	38.93441681	0.25404	1.2289	
row1330	468.0143611	48.05122379	0.25572	-1.2241	
row1331	134.9338537	23.95508055	0.25627	1.2226	
row1332	399.1630241	188.0640045	0.25629	-1.2225	
row1333	317.909413	28.04413455	0.25714	-1.2202	
row1334	565.0497858	31.22899555	0.25754	1.2191	
row1335	436.8300536	133.7513891	0.25762	1.2188	
row1336	94.94213697	26.31459876	0.25827	-1.217	
row1337	761.7686099	31.69655501	0.25832	-1.2169	
row1338	156.9754608	32.63541558	0.25848	1.2165	
row1339	291.5514535	22.30181329	0.25888	-1.2153	
row1340	1271.885049	223.0668555	0.25898	-1.2151	
row1341	492.8097805	188.0406952	0.25918	-1.2145	
row1342	421.7808111	23.6178146	0.25955	-1.2135	
row1343	453.0138068	28.57951375	0.25957	1.2134	
row1344	281.991633	283.3410035	0.2596	-1.2133	
row1345	458.2021338	181.9252229	0.25962	-1.2133	
row1346	655.1480411	194.4039946	0.25963	1.2133	
row1347	445.2562181	260.1963643	0.25974	-1.213	
row1348	556.8282142	30.47122602	0.25978	-1.2129	
row1349	157.1233859	250.2599322	0.25999	1.2123	
row1350	723.5182454	268.816707	0.26004	-1.2121	
row1351	731.5441577	236.5664332	0.26033	-1.2113	
row1352	905.520854	221.5425028	0.26065	1.2104	
row1353	1271.806108	246.6588719	0.26222	-1.2061	
row1354	893.6100411	254.6020849	0.26255	-1.2052	
row1355	606.0743921	32.01994769	0.26306	1.2038	
row1356	436.8459453	69.65224243	0.26314	-1.2036	
row1357	141.4472528	129.9688762	0.26321	-1.2034	
row1358	1064.825868	261.0196931	0.26382	-1.2018	
row1359	370.8577659	151.86818	0.26408	-1.2011	
row1360	493.3386365	239.8438517	0.2641	-1.201	
row1361	241.9322696	24.72783542	0.26421	1.2007	
row1362	526.8234927	33.37965643	0.26445	1.2	
row1363	396.8474966	138.3299837	0.26461	1.1996	
row1364	716.6164567	25.30252252	0.26568	-1.1967	
row1365	483.9441708	66.44463695	0.26582	-1.1963	
row1366	344.2888732	283.6965479	0.26631	1.195	
row1367	294.1827314	165.9222425	0.26631	-1.195	
row1368	243.1965471	130.4280618	0.26654	-1.1944	
row1369	338.3627229	133.0913045	0.2666	1.1942	
row1370	468.0109305	40.75998342	0.26674	-1.1938	
row1371	201.9446187	155.1586906	0.26695	1.1933	
row1372	410.8498774	28.31682147	0.26696	-1.1932	
row1373	294.9059514	63.48879847	0.2673	-1.1923	
row1374	842.5560215	241.8081042	0.26745	-1.1919	
row1375	132.0302494	25.72841235	0.26859	1.1888	
row1376	366.9852625	44.26856927	0.26863	-1.1887	
row1377	419.0279557	20.92088157	0.26869	1.1886	
row1378	898.5520846	244.1782655	0.26876	1.1884	
row1379	468.0096783	33.2218251	0.26877	-1.1884	
row1380	210.1042479	56.78803788	0.26878	1.1883	
row1381	825.5208187	210.5077377	0.26882	-1.1882	
row1382	321.2089635	197.4217649	0.26895	-1.1879	
row1383	225.0712591	212.9679263	0.2693	-1.187	
row1384	417.2109256	181.3655718	0.26965	1.186	
row1385	853.581251	245.8799452	0.26981	-1.1856	
row1386	510.8179348	26.12786187	0.26983	-1.1855	
row1387	354.0138457	36.5609776	0.27045	-1.1839	
row1388	361.1873347	215.6431256	0.27077	1.183	
row1389	202.9975994	27.63168812	0.27094	-1.1826	
row1390	241.0565346	235.2359801	0.27135	-1.1814	
row1391	244.9108192	43.62289968	0.27139	-1.1814	
row1392	91.03115054	21.83149032	0.27153	1.181	
row1393	808.6944269	27.80296082	0.27158	-1.1808	
row1394	681.2963058	243.43212	0.27169	1.1806	
row1395	518.8445455	25.78211919	0.27178	-1.1803	
row1396	150.0593436	20.51970303	0.27208	1.1795	
row1397	1271.879006	225.1717835	0.27218	-1.1792	
row1398	693.2487964	264.1940533	0.27237	-1.1787	
row1399	696.3156064	241.8362611	0.2725	1.1784	
row1400	291.5867876	24.24402331	0.27255	-1.1783	
row1401	772.9899346	252.5403266	0.27272	-1.1778	
row1402	533.4584941	237.4768347	0.27275	1.1777	
row1403	417.4797126	274.4379789	0.27286	1.1774	
row1404	329.3755519	284.2784527	0.27307	-1.1769	
row1405	743.4629133	236.6630819	0.27319	1.1766	
row1406	173.5846758	143.550875	0.27371	-1.1752	
row1407	302.9086206	157.0346153	0.27404	1.1743	
row1408	451.954738	47.97127582	0.27423	-1.1738	
row1409	317.8760333	149.7911683	0.27451	1.1731	
row1410	424.959037	238.1722203	0.27477	-1.1724	
row1411	376.8384405	153.565525	0.27478	-1.1724	
row1412	383.9662791	46.28322928	0.27492	-1.172	
row1413	130.9517961	52.40836948	0.27534	1.1709	
row1414	457.3176954	235.4718852	0.2764	1.1681	
row1415	468.0156861	32.09859591	0.27663	-1.1675	
row1416	690.5503641	276.5814549	0.27682	-1.167	
row1417	131.0446051	25.98870139	0.27686	-1.1669	
row1418	410.1701586	169.6835742	0.27701	-1.1665	
row1419	657.7840347	28.94626797	0.27778	-1.1645	
row1420	468.0149983	39.21251612	0.27851	-1.1626	
row1421	856.6022701	241.5989101	0.27861	-1.1623	
row1422	468.0109094	41.88374722	0.27862	-1.1623	
row1423	882.5587633	210.0926025	0.28031	1.1579	
row1424	451.1109419	274.4939719	0.28036	1.1578	
row1425	456.922892	240.1372785	0.28039	-1.1577	
row1426	779.4728114	210.6077477	0.2804	-1.1576	
row1427	433.3326429	241.770644	0.28113	-1.1557	
row1428	406.8706592	26.83752955	0.28118	1.1556	
row1429	157.0871225	243.6926021	0.28118	-1.1556	
row1430	910.5804694	221.9003306	0.28129	-1.1553	
row1431	734.7620073	24.14616985	0.28145	-1.1549	
row1432	656.1595022	278.9060568	0.28154	-1.1547	
row1433	370.9125861	68.73929639	0.28166	-1.1544	
row1434	575.3722905	211.222073	0.28167	-1.1543	
row1435	420.9648148	237.378716	0.28205	-1.1534	
row1436	1271.872936	229.5172575	0.28254	-1.1521	
row1437	561.7783926	31.16038811	0.28276	-1.1515	
row1438	148.6361751	237.2906252	0.28283	-1.1514	
row1439	380.0330788	232.4847655	0.28296	-1.151	
row1440	1088.671401	207.3293579	0.28298	-1.151	
row1441	347.8592727	157.1769805	0.28385	1.1487	
row1442	344.998374	37.55716745	0.28414	1.148	
row1443	273.0728568	34.72313644	0.28421	-1.1478	
row1444	291.083564	32.60680421	0.28426	-1.1477	
row1445	346.8867861	30.07195041	0.28433	1.1475	
row1446	280.1670793	157.5071899	0.28436	-1.1474	
row1447	497.1675878	47.59718937	0.28456	-1.1469	
row1448	740.4309588	223.160379	0.28497	-1.1459	
row1449	724.6870428	232.3514738	0.28539	-1.1448	
row1450	382.819915	32.32711153	0.28542	1.1447	
row1451	225.0711055	284.761516	0.28582	-1.1437	
row1452	159.1026332	39.76813337	0.28583	1.1437	
row1453	373.0091642	33.23595752	0.28592	-1.1434	
row1454	335.879175	19.58064982	0.28608	1.143	
row1455	557.2657623	190.2450433	0.28647	-1.142	
row1456	468.0116651	32.55634684	0.2883	-1.1374	
row1457	951.521408	240.9685835	0.28869	1.1364	
row1458	413.1750477	194.6156823	0.28932	-1.1348	
row1459	326.8909326	133.8926463	0.28959	1.1341	
row1460	604.8727766	27.16507267	0.28973	1.1337	
row1461	230.0157341	268.740155	0.28997	-1.1331	
row1462	285.9895569	44.84307913	0.29055	-1.1317	
row1463	117.0917546	244.6599302	0.29103	1.1305	
row1464	350.885893	162.9426574	0.29112	1.1302	
row1465	164.9723552	72.01370418	0.29117	-1.1301	
row1466	375.1411031	245.7095252	0.29126	1.1299	
row1467	122.0247821	164.5984997	0.29149	1.1293	
row1468	360.8651984	92.85524975	0.29153	1.1292	
row1469	348.1753696	215.8378625	0.29184	1.1284	
row1470	352.8837727	145.6822037	0.29189	-1.1283	
row1471	743.4655104	239.7743744	0.29238	1.1271	
row1472	633.7799766	29.22326998	0.29263	-1.1264	
row1473	1014.803436	252.482331	0.29281	-1.126	
row1474	285.0018569	58.9640632	0.29297	-1.1256	
row1475	293.0873315	35.39115999	0.29299	-1.1255	
row1476	598.8773528	24.70686141	0.29348	-1.1243	
row1477	336.8807464	21.82460399	0.29371	1.1237	
row1478	395.2473261	187.1641419	0.29424	-1.1224	
row1479	904.731497	21.18922079	0.29435	-1.1221	
row1480	294.0911006	37.32782105	0.29516	-1.1201	
row1481	474.1760527	204.3551274	0.29531	-1.1198	
row1482	303.8843726	157.5252578	0.29554	1.1192	
row1483	164.011581	28.94157	0.29554	-1.1192	
row1484	391.0553738	33.29845976	0.29568	-1.1188	
row1485	744.7702493	32.70234062	0.29635	1.1172	
row1486	94.72679164	147.2875434	0.29657	-1.1166	
row1487	452.8805883	27.67577835	0.29662	-1.1165	
row1488	824.5541138	239.1258534	0.29666	1.1164	
row1489	300.2262983	231.7036438	0.29695	1.1157	
row1490	253.2174444	235.3036111	0.29716	1.1151	
row1491	452.8689349	28.31438641	0.2977	-1.1138	
row1492	467.9681009	71.19967652	0.2978	-1.1136	
row1493	91.02871538	114.5490317	0.29798	1.1131	
row1494	695.3131899	243.3910069	0.29822	1.1125	
row1495	283.9940674	47.419187	0.29841	-1.1121	
row1496	122.0328822	37.39138783	0.29855	-1.1117	
row1497	401.2363813	245.2120441	0.29906	1.1105	
row1498	1013.624567	211.8988792	0.29917	-1.1102	
row1499	1263.768175	201.8717598	0.29934	-1.1098	
row1500	369.0101018	25.96410269	0.2995	-1.1094	
row1501	731.7566116	31.28026389	0.29951	-1.1093	
row1502	600.8309644	27.10555122	0.30034	-1.1073	
row1503	361.8782631	207.2463572	0.3004	1.1072	
row1504	511.4737683	251.1013654	0.30047	1.107	
row1505	177.9833041	152.8272257	0.30049	1.107	
row1506	630.9718349	129.8026417	0.30079	-1.1062	
row1507	487.0374406	29.23625621	0.30194	-1.1034	
row1508	362.9410503	28.57660178	0.30226	1.1026	
row1509	295.1890935	221.7134942	0.30229	-1.1025	
row1510	476.8656951	20.04997042	0.30261	-1.1018	
row1511	176.0758708	84.7821924	0.30301	-1.1008	
row1512	468.0170754	53.56165777	0.30322	-1.1003	
row1513	311.2230076	167.181839	0.30362	1.0993	
row1514	166.97515	32.36044293	0.30373	1.099	
row1515	314.8987502	139.2843649	0.30413	1.0981	
row1516	894.5392149	245.2044008	0.30432	-1.0976	
row1517	167.0210459	22.51308447	0.30444	1.0973	
row1518	830.7556119	26.03089374	0.30471	1.0966	
row1519	468.0130046	49.07570624	0.3049	-1.0962	
row1520	560.9663358	25.37700416	0.30492	-1.0961	
row1521	757.8846593	31.42215558	0.30544	1.0949	
row1522	172.351045	148.0121138	0.30585	-1.0939	
row1523	248.0118733	42.60641447	0.30585	-1.0939	
row1524	257.1759068	182.171533	0.3059	1.0937	
row1525	633.3862118	209.0973254	0.30607	-1.0933	
row1526	286.9929145	48.11374489	0.30615	-1.0932	
row1527	157.0248084	21.440379	0.30628	-1.0928	
row1528	254.8517505	27.02608228	0.30676	-1.0917	
row1529	85.81589965	145.3614789	0.30695	-1.0912	
row1530	343.8634734	157.6041538	0.30698	-1.0911	
row1531	433.0241922	39.27986325	0.30719	-1.0906	
row1532	472.852892	27.8128275	0.30725	-1.0905	
row1533	375.1410742	247.4281456	0.30745	1.09	
row1534	971.6092131	211.0430682	0.30749	-1.0899	
row1535	797.5172875	229.7551745	0.30757	-1.0897	
row1536	1088.676174	203.9635579	0.30821	1.0882	
row1537	192.9032945	112.8810569	0.30836	1.0878	
row1538	481.2469515	198.9816373	0.30858	1.0873	
row1539	421.2997544	279.3400561	0.30885	1.0866	
row1540	211.1341613	64.76005799	0.30929	-1.0856	
row1541	254.220804	227.5502515	0.30942	1.0853	
row1542	430.823496	22.32721409	0.30944	-1.0852	
row1543	293.1793473	168.0016796	0.31001	-1.0839	
row1544	310.2837347	288.5957209	0.31028	1.0832	
row1545	616.762894	25.86935806	0.31101	-1.0815	
row1546	338.8606368	146.9123355	0.31104	-1.0814	
row1547	483.9455141	161.2586051	0.3114	-1.0805	
row1548	247.0935752	33.82778187	0.31176	-1.0797	
row1549	682.2996398	243.4214414	0.31221	1.0786	
row1550	337.948665	207.4533882	0.31308	-1.0765	
row1551	267.1240461	69.46008143	0.3131	-1.0765	
