"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"758.480367610474/34.3055201831728",-0.01527,0.0095899,0.044839,0.023375,0.02529,0.0059042,0.0080928,0.0017149,-0.011104,-0.0029115
"758.56456987983/34.2449917553965",-0.027666,0.010051,0.027916,0.0051521,0.018791,0.0083376,0.010438,0.0042301,0.003268,-0.003368
"758.701904712065/56.1620533384384",-0.0096817,0.0092214,0.028678,-0.035601,-0.027179,-0.035993,-0.0076554,-0.019407,-0.014576,0.0096618
"758.772242002198/60.4462614989599",-0.021028,-0.0058982,-0.041614,-0.017435,0.0078662,-0.013405,-0.017504,0.013527,0.0063317,-0.012423
"758.816979242479/69.5764255770104",0.032635,0.0016335,-0.014381,-0.0066393,-0.0083051,-0.0044287,-0.0048314,0.0046889,0.0041769,0.0038894
"758.917899904941/54.7996275671171",-0.032918,-0.0071362,0.0097273,0.0082069,0.0032746,-0.0010687,-0.0052182,0.00029133,0.005665,0.0037836
"759.319316879915/69.3715007364723",0.014278,-0.012579,0.010687,-0.017041,-0.03621,0.010705,0.010776,0.045513,0.031617,0.016165
"759.476529643519/28.6693605055893",-0.011328,0.020301,-0.0095145,0.018616,-0.048138,-0.021134,0.0095057,0.017656,-0.020785,-0.0044736
"759.571980068974/37.0000084082051",-0.0028407,0.017029,0.012827,-0.037789,0.029521,-0.030318,-0.039354,0.0080464,0.0027736,0.00047503
"759.886759802332/109.571804318501",0.0021706,0.03246,0.004944,-0.0098539,-0.013482,0.026335,0.048625,0.0040249,0.0027747,-0.0022835
"760.585243085359/38.4503579390532",-0.031663,0.0032776,-0.0030551,0.0049181,0.0089145,0.014909,-0.015657,0.005,0.018218,0.0095009
"760.603924706586/55.5159105222642",-0.00081621,0.010736,0.0015964,0.036646,-0.0077508,-0.021455,0.05097,1.2736e-05,-0.044594,-0.01656
"761.587613057182/39.5485167479163",-0.031673,0.0058683,-0.0044575,-0.0052079,0.023874,-0.00098894,-3.0175e-05,0.0020549,-0.0066325,0.00082426
"761.911633794178/68.3172856103899",-0.010981,0.032489,-0.01028,-0.032987,0.015903,-0.022149,-0.0071013,0.0029936,-0.018731,0.0067972
"762.736513556227/195.248075871125",0.033282,0.0025296,0.0063036,-0.0050867,-0.0022163,-0.0044595,0.0027571,-0.0032062,0.014637,0.0035393
"762.739966737295/148.331653091537",0.032121,-0.012163,-0.00483,-0.0048727,0.00475,0.0031531,0.01056,-0.0096121,-0.0043219,0.0019965
"762.740253191746/287.107984714142",-0.0070782,-0.017397,-0.019848,-0.038364,-0.022675,0.032423,-0.028739,-0.0038861,0.020596,0.0042864
"763.732242407646/55.9917322616244",-0.0052231,0.026258,-0.015029,-0.011055,-0.0090827,-0.020104,-0.05105,0.025495,-0.018945,0.0070556
"764.520297550051/30.6676679626377",-0.021363,0.004115,-0.021873,0.025985,0.0124,0.028869,0.033666,0.01375,-0.00092534,0.0041949
"764.525987074075/32.7932263418917",-0.021413,0.006491,-0.018912,0.027677,0.017777,0.022554,0.032483,0.018398,-0.010616,0.00078861
"764.622297023507/54.8517551366712",-0.015717,-0.027128,-0.0019923,-0.039858,-0.0121,-0.00070911,-0.0058583,-0.024394,-0.016742,-0.0071786
"765.525394723565/29.8602706696588",0.0042588,-0.00055759,-0.043633,-0.025051,-0.012304,-0.015512,0.024869,0.039193,-0.0163,0.0028095
"765.579348101032/54.4783692611411",0.013364,0.013617,-0.02084,0.011712,-0.031949,-0.0073634,0.027371,0.045693,-0.019904,0.011932
"766.361672407256/63.444017713372",0.022952,0.01164,-0.01509,0.027968,-0.0038479,-0.031194,-0.021741,0.018394,0.0070813,0.0010058
"766.529696669042/38.8937206435617",-0.020453,0.00033829,-0.017538,-0.048781,0.020185,-0.0048665,-0.012798,-0.00027168,-0.0029175,0.0028519
"766.539683400266/33.001160390189",-0.011399,0.0026819,0.014383,0.034362,-0.030479,-0.023107,0.013501,0.047386,-0.014692,0.0043061
"766.615018041076/54.5271433054889",-0.014669,-0.011459,-0.036323,-0.0082379,-0.019091,-0.017769,-0.013193,-0.040655,-0.021145,-0.00061986
"766.686285199002/54.2357012365581",-0.012708,0.021579,-0.037252,-0.028789,-0.020192,-0.019686,0.0029644,0.0013061,0.001399,-0.0028733
"766.834319002011/71.1002281208051",-0.02304,-0.014862,-0.030417,-0.019015,-0.022782,-0.014972,0.000585,-0.0031233,0.0077233,-0.0029488
"767.538695063174/31.5054195786164",-0.030185,0.010503,0.012973,-0.0015569,0.0078005,-0.015505,-0.0085632,0.02094,-0.0075537,0.0037113
"767.575700731322/50.4524165587716",-0.0050988,-0.0087416,-0.011668,0.0070709,-0.049253,-0.0089304,-0.04186,-0.027751,-0.026127,0.0088609
"767.886865442109/68.2556842125857",-0.033188,-0.0010521,0.01067,0.0082034,-0.0011552,-0.0044685,-0.0044786,-0.0065561,-0.0022493,0.00091116
"768.306926698482/51.686826551796",0.0059113,0.016591,0.010707,0.028903,0.010932,0.010297,0.009475,0.062231,0.028663,0.0070369
"768.537994681659/48.564017938684",-0.018367,-0.011857,-0.034981,-0.006289,-0.035904,-0.0052013,0.017863,-0.015567,-0.0085982,0.00069647
"768.538026356297/48.2216706061491",-0.00023067,0.021017,-0.01668,-0.025233,-0.047759,-0.011833,0.031728,0.0067976,-0.0055343,-0.0093534
"768.54366562896/41.8578842159417",-0.0088887,0.015315,0.029666,-0.002055,-0.0051599,-0.049326,-0.037793,0.00078926,-0.0029118,0.0033398
"768.549746715518/39.6162636811816",-0.0021286,-0.00075403,0.0040022,-0.03627,0.019125,0.044875,0.045045,0.0091599,0.019174,-0.00813
"768.554328524194/33.651640115732",0.0044846,-0.019795,-0.010364,-0.023229,0.01759,0.035682,0.0058649,0.05051,0.024506,-0.0019407
"769.302132290046/67.4272419695379",0.028277,0.0089985,0.020438,-0.014893,0.013537,-0.012723,-0.021619,-0.0034873,-0.0014344,-0.0069801
"769.558185158528/35.0396960542663",-0.025798,-0.011384,0.0064539,-0.011373,0.022949,0.029108,0.024763,0.0028052,0.0089106,0.016783
"770.540513576277/47.1266074396138",0.00062711,0.022093,-0.0036501,-0.029139,0.0011174,0.043886,-0.0061398,-0.025006,-0.042635,0.00096644
"770.569512779332/34.2420832095891",-0.024542,0.0074894,0.033581,-0.009713,0.01971,-0.0074987,0.022682,-0.0021555,-0.002848,0.0047597
"770.575218955597/37.1602488905403",-0.020266,-0.012097,0.031842,0.032309,0.0090498,0.0068163,0.0033131,0.020864,-0.01955,0.022303
"771.100588281792/63.0099946210867",0.0043784,0.026346,0.025106,-0.01043,-0.024072,-0.0010728,-0.046285,0.019855,-0.012953,0.0038001
"771.571972562492/42.6944457714543",-0.030537,0.013124,0.011644,0.0079029,-0.00074686,0.0084384,-0.0071061,-0.013158,0.016935,-0.011202
"771.641173771017/54.1194213836659",-0.01283,-0.0062782,0.02979,-0.013751,0.020955,-0.031001,-0.035135,-0.026123,-0.0261,-0.0024424
"772.530413887512/54.1155627578093",-0.018018,0.0026119,-0.0047008,0.029573,-0.027105,-0.00049109,0.043223,-0.015579,0.030426,0.0092665
"772.57980636855/37.2287486261432",-0.021891,0.018903,0.024148,0.0052451,0.024296,-0.0063717,0.026841,0.0021675,-0.021324,0.0089069
"772.726437996503/69.9785354961521",0.0025316,-0.01034,-0.035516,0.00033463,0.046119,0.037318,0.0036505,-0.001843,0.0050849,0.013115
"772.896496146592/67.5491871541428",-0.024315,-0.0016469,-0.0030643,0.011682,0.0018454,-0.02704,-0.0028724,-0.04767,-0.01981,-0.0040863
"773.435953695063/46.8906257701636",-0.013604,-0.034872,-0.0047993,-0.02187,0.0052264,-0.0022678,-0.034779,-0.0027655,-0.006575,0.0033239
"773.444652988962/54.1582158643883",0.012812,-0.035459,0.02734,-0.013303,-0.0014695,0.010722,-0.0041411,-0.011684,-0.013763,0.0042117
"773.857655068704/56.5106548723624",-0.027988,0.0031891,-0.022189,-0.0067624,0.020218,0.020276,0.014862,0.0067236,-0.0094354,0.0065115
"774.450002564944/42.6355356216645",-0.010245,-0.042733,0.0037545,0.01512,-0.0093389,0.00065496,-0.0067623,-0.0028621,-0.0011818,0.0017995
"774.528070881321/51.9378753298087",-0.011992,-0.007036,0.00035033,-0.0042693,-0.05696,-0.0054346,-0.023372,-0.02952,-0.019459,0.0031911
"774.600390138065/43.9862771653992",-0.021644,0.014725,-0.0038831,-0.006064,0.019264,-0.037919,-0.015424,0.023984,0.025671,0.013181
"774.823066983453/67.1580336167611",0.0056352,-0.01286,-0.0050548,-0.022701,0.040214,0.039753,-0.0051917,-0.011057,-0.042848,-0.0046961
"776.524896541319/52.1228988032568",0.002909,-0.036723,0.0078975,0.0037385,-0.041336,0.010121,0.0054665,-0.00035003,0.010862,0.0095823
"776.606018538532/49.3504183787916",-0.0092239,0.0085247,0.044002,-0.030791,-0.01922,0.023823,-0.015377,0.0074142,-0.014619,-0.0068183
"778.53792184187/33.7823274898288",-0.016781,-0.0092681,0.041116,0.025733,0.018262,0.022515,-0.0010693,-0.0017057,-0.014266,0.00060626
"778.543825036936/34.7018657415455",-0.011068,0.012802,-0.02141,-0.029007,0.002535,-0.030272,0.020058,0.049592,-0.011038,0.0018966
"778.593438928877/54.3245446077164",-0.00077857,0.0082997,0.021868,-0.047854,0.002715,-0.039592,0.0057279,0.027346,-0.020636,0.0020601
"779.512404020136/27.3599617694734",-0.0055552,-0.041363,0.0058306,-0.0067785,-0.01674,-0.0022358,0.010964,0.027539,0.0030725,-0.001254
"779.556294511349/54.2279262833054",-0.032295,-0.0076573,-0.0078292,-0.0032216,-0.0060511,0.011574,0.012892,-0.0055112,-0.0060147,-0.0019595
"779.842518758374/67.9563611567209",0.0221,-0.016781,0.0014788,-0.00221,0.0059587,-0.01616,-0.021884,-0.014214,0.051524,-0.011966
"779.85138613527/54.1118299316822",-0.02487,-0.012307,0.007614,0.015147,0.015912,-0.008236,-0.001345,-0.025953,0.040999,0.012202
"780.517974188295/32.2737583504659",-0.009974,-0.041828,0.0017066,-0.0041598,-0.017969,0.00457,0.0054377,0.017273,-0.0016917,0.0021161
"780.553125987395/35.1642101154222",-0.025333,0.016409,-0.017089,-0.0058003,0.029854,0.014183,0.011067,0.014765,0.00053794,0.007622
"780.591348902663/54.243370325035",0.006175,-0.018069,-0.029618,0.029947,-0.027369,0.015178,-0.022918,-0.028127,0.024375,0.014241
"780.810762772563/56.7553249644769",-0.015403,-0.02916,-0.027704,-0.014974,-0.0022611,-0.02749,0.0016111,0.016097,-0.010879,0.018236
"780.889657809949/67.6432106353162",-0.015701,0.0015336,0.027613,-0.03578,0.00052451,-0.029619,-0.031596,-0.022218,0.0019344,-0.0071137
"781.519577975149/27.4570698837415",-0.017814,-0.037109,-0.0028962,0.002135,-0.014659,-0.0031577,0.0014909,0.01956,-0.0015751,-0.0011292
"781.548787493732/38.0367764109499",-0.0030857,-0.019167,0.0070866,0.049209,0.01517,-0.023167,0.032694,-0.020336,0.007429,-0.0041522
"781.553185734572/47.2802622755551",0.0040803,-0.0056621,-0.028878,0.025172,0.040921,0.034439,0.028422,0.010592,0.0056153,0.014904
"781.845256881894/54.9439077900959",-0.031378,-0.0080995,0.010433,0.011096,0.0087745,-0.0091458,-0.00018516,-0.011034,0.016093,-0.00020336
"782.279589110337/51.9216562639195",0.014664,-0.0219,0.033292,0.035382,0.0058492,0.016165,0.00046373,-0.013546,-0.0059475,-0.0019437
"782.573226198836/35.6019307132387",-0.016451,0.00036256,-0.0030698,-0.056502,0.023,-0.00022976,-0.01659,-0.0084326,-0.003141,0.0034597
"783.478784414592/55.3931502592916",0.021684,-0.015326,0.02038,0.008162,-0.011714,-0.009111,-0.033545,-0.013551,-0.035787,-0.014371
"783.549375714567/54.3764022408486",-0.021687,0.0038803,0.034416,0.01483,-0.023242,0.0045981,-0.019443,0.026497,0.00076536,0.0008754
"783.572865476045/34.4967982897291",-0.013962,0.011428,0.045708,0.030759,0.0065945,0.0022179,0.015981,0.012715,-0.003538,-0.0011297
"784.586691223944/39.3992989581308",-0.030363,0.00060269,0.017718,-0.00055719,0.02085,0.0080244,0.00068811,0.016649,0.0036251,0.0083138
"784.828343690742/74.0740381077013",-0.0053867,0.01918,-0.033206,-0.02899,0.019542,-0.011672,0.010516,-0.034305,0.030171,-0.0029805
"784.831318107854/69.7040935590548",0.024284,0.01641,-0.013467,-0.0085935,-0.014693,0.020937,-0.016929,-0.027561,0.022585,-0.0068103
"785.096707905234/92.213814144955",-0.00017842,0.023631,0.041767,0.031125,0.0046207,0.014966,0.020375,-0.0037656,-0.012965,0.014956
"785.324135525281/69.8680091097351",-0.018868,-0.00633,0.022339,0.0090756,0.011675,-0.012419,0.010192,-0.012187,0.062505,-0.010261
"785.548468729723/54.3375028532315",-0.025016,-0.019055,0.0063232,-0.009376,-0.020223,0.025066,0.015581,0.0060487,-0.021086,-0.0069977
"785.846943374259/67.6763430621775",0.0044121,-0.0024067,0.032125,0.005467,0.031966,0.011556,-0.027946,0.044193,-0.034354,-0.0060654
"786.275931560752/52.2270631301426",0.018775,0.0024127,0.00064597,-0.041213,0.020806,0.037133,0.017126,-0.012345,-0.0024561,0.014126
"786.509426307295/54.8206528255295",-0.030858,-0.011226,-0.0030032,0.0065659,0.018118,-0.01399,-0.006476,-0.0017363,0.011203,0.00088147
"786.60187969008/35.5461291712661",-0.029342,-0.00021148,0.019854,0.020347,0.0086072,0.010344,0.012757,0.014569,0.0015691,0.014258
"786.924057371793/60.3598372983342",-0.027429,-0.013069,0.011543,0.0023204,0.012003,-0.016469,0.010302,0.028695,-0.020325,0.0066678
"787.330067208985/68.0521161798268",0.018919,0.0096098,0.025402,0.00036222,0.0010135,-0.0086764,-0.013184,0.05266,0.027792,0.012092
"788.326972140071/68.3904750720082",0.028595,0.0054079,0.032939,0.0024337,0.004597,0.0013371,-0.0031763,-0.0054588,-0.0049644,0.013534
"790.502745585854/53.0910719130196",-0.0030531,0.0093504,0.032972,-0.010038,-0.045705,-0.034824,-0.0082421,-0.000305,-0.02326,-0.00033539
"790.79197966447/60.8989208851297",-0.021064,-0.011864,-0.020249,-0.010967,-0.015355,0.045809,-0.0038245,0.015102,-0.010754,-0.0016202
"791.610272014465/53.9876091985503",-0.014215,-0.016878,0.018961,0.012995,-0.023442,0.037367,0.037725,-0.014405,-0.010862,0.011332
"792.55243883297/34.4474506280434",-0.024133,0.012828,0.015252,0.011164,0.030774,0.0094493,-0.001061,0.033682,0.0034598,0.0059444
"792.561452331997/37.3399850991976",0.014011,0.022507,0.035244,-0.010459,-0.0032805,-0.0095321,0.039257,0.014303,0.0055536,0.010149
"792.771043754981/68.6881392741764",0.0099755,-0.011202,-0.00060014,-0.045026,-0.0061343,-0.01561,0.042135,-0.034871,0.0072973,0.0096911
"792.789176792322/61.1023021569104",-0.013307,2.7174e-05,-0.015029,0.052616,0.012494,0.0067949,0.02758,0.026711,0.012622,-0.0091088
"793.556371765132/34.2182565050301",-0.0066455,0.025832,0.0037174,0.0085076,0.052826,0.010277,-1.4274e-05,0.026709,0.0056047,0.0029284
"794.4214989946/55.6866175789965",-0.0015897,0.016414,0.027888,0.027136,0.012636,0.051508,0.022563,0.0067393,-0.00027232,-0.0031573
"794.46614579993/53.4471036415222",0.02075,-0.024394,0.0049606,0.023138,-0.015907,-0.030528,0.0068534,-0.017113,0.0063094,0.0023274
"794.55907370407/41.2436964835349",-0.014139,0.011119,0.0099817,-0.018814,0.035202,0.044742,0.024656,-0.010402,-0.013424,0.0073166
"794.568836885151/38.9893541278282",-0.023977,0.0080477,0.026864,0.019967,0.028587,0.0073717,-0.0035574,0.019726,0.0062097,0.00018609
"794.575168345815/35.4142423310846",0.00031416,0.012234,-0.0083226,0.04127,-0.016461,-0.036931,-0.019667,0.034822,0.029422,0.0041203
"794.787711067062/53.5005900442052",-0.021466,0.0069863,-0.032725,-0.010425,0.025052,0.025207,0.021794,-0.0002093,-0.0064623,-0.0072644
"795.904274288061/68.4049540314341",-0.023064,0.0032279,-0.023953,0.035957,-0.017806,-0.004583,0.015949,0.013257,0.01423,-0.0019746
"796.513149364018/41.3075567561539",-0.0085564,0.0084421,0.0074504,-0.04375,0.011575,0.0059768,0.046809,0.02917,-0.02383,0.015763
"796.513170170342/39.6432271784978",0.0043662,0.012703,0.0057962,-0.029004,0.010439,-0.052517,-0.001102,-0.011061,-0.047136,0.0065172
"796.531390720283/35.1382043446162",-0.020838,-0.0040921,-0.034726,-0.029248,-0.021465,-0.0062711,-0.0044869,-0.019399,-0.0083982,0.010506
"796.540380598239/28.9207341840729",-0.023044,-0.031614,0.0029963,0.0026689,-0.018859,0.0070128,0.0037259,-0.0057351,-0.0026139,0.0033183
"796.790897312737/54.4568220282558",-0.025938,-0.020443,0.008636,0.0088727,0.022091,-0.016836,0.0066819,0.014647,-0.01469,-0.0053368
"797.533662640261/37.5200283205476",-0.014664,-0.025391,-0.010243,0.00011771,-0.045458,-0.0010347,-0.0097397,0.019343,0.019156,0.00093987
"797.533701133071/35.4854815463155",-0.016289,-0.025323,-0.0079232,0.0019392,-0.043315,0.0055072,-0.0040736,0.018465,0.022247,0.0053254
"797.551832346509/29.5894617148719",-0.018874,-0.032122,-0.012136,-0.0099364,-0.022148,0.00045953,0.011261,0.019187,-0.0073874,-1.2262e-05
"798.504787522222/55.9493747343101",0.00013249,-0.013236,-0.02872,0.033872,0.013958,-0.026897,0.01485,0.047353,-0.010855,0.0029245
"798.544077303653/27.8253401074653",-0.024099,-0.023226,-0.0058768,0.020917,-0.025217,0.01123,-0.0091636,-0.0010174,-0.0087381,-0.00094631
"798.598823919289/35.9181210872917",-0.018988,0.019723,-0.0020611,0.037232,0.013391,-0.024745,-0.023692,0.013047,0.0084081,0.011104
"798.610836073577/48.5823207006513",-0.027783,-0.0053013,0.010057,0.0098304,-0.0045018,0.021593,-0.034668,0.014084,-0.0054935,-0.0093598
"798.783527034601/68.5199760340073",-0.020301,-0.0037848,-0.048241,-0.0044781,-0.0016198,-0.0085268,-0.010836,0.0056153,0.01352,-0.0060049
"799.541182306473/31.686476609131",-0.0060851,-0.031829,0.02283,-0.013767,-0.0050206,-0.028343,0.019773,0.0080942,-0.034508,-0.0016085
"799.741769369432/55.448815044072",0.011119,-0.010632,-0.0097201,-0.030921,0.034787,0.022804,-0.020521,-0.0079067,-0.046926,-0.016678
"800.503779207239/55.8991066162082",0.0079219,-0.035182,0.016376,0.0021027,-0.01801,-0.020249,-0.032868,0.014546,-0.0025505,-0.0034046
"800.521989575567/36.0195551951392",-0.015188,-0.010105,-0.00774,-0.011618,0.012241,0.048552,0.019227,0.04346,-0.0064603,-0.012917
"800.613518768146/37.341646012952",-0.031638,0.010604,0.0084126,0.0067973,0.01358,0.0064751,0.0089649,0.008479,0.0014543,-0.0012
"800.777473702216/53.3773199195829",-0.027218,-0.014879,0.010323,0.004324,0.015462,-0.019054,0.011872,0.021618,-0.020253,0.0010731
"801.501500441907/40.4885287627492",-0.021809,-0.01615,0.0026275,-0.017648,-0.030936,0.024078,-0.0066167,0.027564,-0.016379,-0.0052857
"801.739234089415/56.615148708512",-0.0050043,-0.0020953,-0.052451,0.02513,-0.024943,-0.011706,0.0037838,-0.0014035,0.014954,0.0074318
"801.851765367323/140.760359851212",-0.025187,-0.0060189,-0.0010728,-0.00012668,-0.01717,-0.030687,-0.039197,0.0033942,0.0090863,0.0043497
"802.498011743074/30.2953578316749",-0.0067179,-0.021242,-0.0016599,0.050088,-0.024259,0.009492,0.024717,0.0090083,-0.020014,0.0010564
"802.499350769048/44.7979815704621",-0.022821,-0.017141,-0.029134,0.013248,0.006487,-0.022142,-0.022373,0.0078942,0.0067007,-0.0037429
"803.539292498049/32.5065431261464",-0.0087287,-0.0085795,0.011836,0.021564,0.00069011,0.059903,0.018899,-0.03124,0.012146,0.0082438
"803.890833651401/67.4284612740198",-0.01684,-0.0010499,0.0066036,0.047537,-0.0085089,-0.0061707,0.0088958,-0.035676,-0.031096,-0.0071243
"804.549059944094/30.7889474905633",-0.01548,0.010543,0.019839,0.024806,0.012051,0.014431,0.0052667,0.054605,0.024845,-0.0080568
"804.561408487219/33.1762502536034",0.013295,0.0038853,-0.010349,0.029319,0.0018171,-0.0038713,0.0093487,-0.053007,-0.047987,0.01606
"805.557288728881/32.6361501548882",-0.010278,-0.0071251,0.041293,-0.015248,0.042333,0.018904,-0.011123,0.0040571,-0.0024047,0.00085975
"806.44792090692/55.9352244030327",0.01008,-0.019896,-0.017476,-0.019431,0.01069,0.012623,-0.030455,0.042525,-0.037871,0.0064208
"806.567878980961/33.8442363629321",-0.012864,0.0039925,0.031572,0.0065502,0.038133,0.033112,-0.013379,0.029204,0.0069362,0.0019546
"806.896512265634/67.8705457960225",-0.01594,0.017586,0.0010715,0.0084907,-0.0006653,0.045371,0.044176,-0.0026545,0.010501,0.003677
"807.570621943818/34.6368550744459",-0.0098721,-0.011419,0.044216,-0.01203,0.025141,0.033075,-0.0028862,0.015107,0.010751,-0.0076478
"807.582869512686/40.7604050376403",-0.021489,0.0081543,-0.03029,0.033841,0.004857,-0.010677,0.0012861,0.027127,0.0054846,0.0006293
"808.535027115087/55.5874765049489",0.0012705,-0.015176,-0.007496,-0.051651,0.038147,-0.014383,0.0080091,0.014843,-0.012893,0.0012664
"808.584454480207/33.4211341254427",0.0054518,-0.0068155,0.023282,0.058629,-0.013416,0.011521,0.020002,0.017858,0.0012579,0.015573
"809.5854283727/33.3222891526122",-0.0031928,1.151e-05,0.048266,0.035407,0.01422,0.022016,0.015339,0.010868,0.003849,-0.0014254
"810.441726021567/55.9554298703284",0.023326,-0.024953,-0.0018013,0.0062368,0.015174,-0.015298,0.019488,-0.027097,0.0080107,0.0056294
"813.332032637475/67.5547957018987",0.031659,0.0014694,0.0043849,-0.00051801,0.010853,0.013331,0.00065691,-0.003453,0.026552,-0.013997
"814.525226578446/55.8499199211588",-0.0026928,0.00022488,0.0048182,0.00092621,0.04031,0.019812,0.0066232,-0.059602,-0.035817,0.0087474
"814.681111244493/59.9946062007236",0.03126,-0.00136,-0.018462,-0.0019533,-0.012657,0.011204,0.01189,0.0042969,0.0034533,-0.0023075
"815.718271720822/53.7386868583886",-0.021183,-0.0003584,0.0025738,-0.020773,0.039889,0.012854,0.022651,-0.027479,-0.016635,0.0049154
"816.572265288247/36.8799697921316",0.019055,-0.019576,0.0033119,-0.0023831,0.026514,0.031926,-0.005001,0.031953,0.025424,-0.0017108
"816.678728970437/65.4975310925661",0.020049,-0.010634,-0.032841,0.0067957,-0.038783,-0.012952,0.00024746,0.0074329,0.0081401,0.012744
"816.80391590043/66.7692138059936",-0.0054699,-0.013227,0.034558,-0.019481,-0.0051491,0.011809,-0.046313,-0.0083902,0.03937,0.00161
"817.465296399593/46.8684347689892",-0.0087914,-0.039392,-0.0010413,0.022631,-0.017155,0.0017463,0.01821,0.0073341,0.010276,-0.010392
"817.71007532517/54.4360187826708",-0.017569,-3.7426e-05,0.013858,-0.020193,0.038941,0.036597,-0.0093653,-0.026709,0.0029012,0.0051454
"818.473014699537/49.8199336794768",-0.0035437,-0.041717,0.0025904,0.026238,-0.0057388,0.0013749,-0.00331,0.01866,0.0045994,-0.0038377
"818.563978545222/52.7724959537201",-0.017071,0.00025725,0.0071935,-0.030217,0.040643,0.034789,0.011616,-0.015459,0.005909,0.00060782
"818.815519351123/69.3700497006695",0.030275,-0.013189,-0.018203,-0.0031334,0.0095516,0.0071078,-0.01179,-0.0028937,0.0045318,0.0053723
"819.658775599177/139.390439991138",-0.029546,-0.0039894,0.00076872,0.005484,-0.0093744,-0.025714,-0.024087,-0.01327,-0.0082905,-0.0028453
"819.709415292379/53.3565733196248",-0.0052515,0.021024,-0.029201,-0.0084272,-0.03013,0.021764,-0.014423,0.04383,-0.012644,-0.018218
"820.471756779846/55.8333542397973",0.028038,-0.02101,-0.010536,0.0090231,0.01249,0.0079565,-0.015362,-0.0060347,0.0030891,-0.0035465
"820.560049668799/54.402650990692",0.013424,0.015769,0.01418,-0.0036771,0.0042385,-0.037091,0.012975,-0.00403,-0.060798,0.00069617
"820.582160100391/34.1577875164795",-0.02266,0.015366,0.012443,0.011913,0.030496,0.015817,0.0050847,0.033939,0.011483,0.007546
"821.586091833819/34.6327465746671",-0.024328,0.015422,0.014162,0.016412,0.026884,0.017583,0.011527,0.023214,0.0068402,0.006872
"822.319690499096/68.9058378336289",0.031395,-0.0016177,0.021749,-0.0084771,-0.007546,0.002697,-0.00079286,-0.0075415,-0.0032712,0.00065561
"822.42406893763/55.826537950708",0.033125,-0.0017497,-0.0070142,-0.0087756,-0.012181,0.0022657,0.0013414,0.00020234,0.0021819,0.00049896
"822.604449061728/41.3795143561752",-0.007372,0.0045459,0.035673,0.019644,0.026637,0.040316,0.031441,-0.0083063,-0.0064511,-0.010458
"823.539226279439/29.906916104814",0.0063771,-0.02606,0.008928,0.04156,-0.030895,0.004297,0.021047,0.020362,-0.0014716,-0.0004739
"823.796133461778/75.8231791839732",-0.03311,0.0024843,0.011463,0.004809,-0.0047079,-0.0078642,0.0014787,-0.0025947,-0.0054766,-0.0022697
"823.850116747235/82.6248250061618",0.030541,0.010109,0.018092,0.017134,0.0068121,0.0034863,0.0022504,0.0039418,-0.0022207,0.0074752
"824.507238097081/55.8437715772283",0.011697,-0.015542,-0.00029592,-0.020718,0.047096,0.037187,-0.0049409,-0.018504,-0.0011357,-0.0025856
"824.542148559677/30.427816649137",-0.013755,-0.039507,0.00025365,-0.0051572,-0.017006,-0.0029034,-0.00010509,0.021127,-0.0042375,-0.00015383
"825.54365827278/31.5467866020987",-0.012897,-0.029103,-0.0026926,-0.020452,0.027862,-0.037434,0.0018013,0.0098292,0.0019558,0.0069299
"825.620293083227/39.7566033816586",-0.023006,-0.022311,-0.016786,-0.013391,0.0017177,-0.01065,0.022856,0.023021,-0.020664,0.0067525
"826.505913069823/55.8125130109129",0.0086212,-0.015544,0.019625,0.013434,0.028144,-0.039663,-0.0005529,0.042325,-0.022161,0.011258
"826.537804771135/33.7945299231869",-0.01743,0.015015,0.010324,-0.00042762,0.026316,0.043365,-0.024099,0.0049762,0.027711,-0.0079913
"826.544229711146/31.7425459969871",-0.026841,0.0037577,0.010413,0.00022629,0.026916,-0.026382,0.0098226,0.0009756,0.027207,0.0045941
"826.80587283162/69.1923744099887",0.031135,0.0052363,-0.022329,0.00094299,-0.001356,0.0079582,0.0068695,0.0091028,0.0045316,0.0066763
"826.866450327482/69.0586733113778",-0.032078,-0.0036494,0.012996,0.0080191,-0.00055688,0.0020278,-0.01035,0.0028998,0.018351,0.0016859
"827.539974515127/34.029605535284",-0.014779,0.0020387,0.011165,0.0095724,0.048039,0.012214,-0.014012,0.043555,0.015501,0.0072861
"828.502255817685/55.927000809629",0.0046189,-0.011287,0.02538,0.013305,0.033633,0.020079,0.04578,0.023504,-0.026043,0.0057254
"828.554850599449/34.8730107927107",0.0094253,-0.010889,-0.012949,-0.012925,-0.011071,-0.02807,-0.063287,0.012254,0.021252,0.0083266
"828.684820186886/59.577272590145",0.030349,0.0080186,0.024066,0.0065099,0.0048348,-0.007215,-0.0096963,-0.00015547,-0.0024582,-0.00085095
"828.774301218965/85.4305118896246",0.026759,-0.019064,-0.019617,0.01236,0.013544,0.018015,-0.0044328,-0.0031535,0.0040286,-0.0083367
"828.777630358735/80.0763143076084",0.02309,-0.0093019,-0.0057112,0.012945,-0.00040486,0.027517,-0.028776,0.0086391,0.042819,-0.0072384
"828.777666836061/90.2252549529244",0.023708,-0.011981,-0.007704,0.010572,0.0012636,0.029335,-0.025189,0.0071292,0.039326,-0.0027877
"828.793716043651/88.5020266597683",0.022612,-0.0096643,-0.011689,0.0064521,-0.0014809,0.036842,-0.019446,0.0058771,0.041387,0.013611
