"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"215.01449804402/288.406619328913",0.012839,-0.016214,-0.0004242,-0.00084725,0.0071586,-0.033194,0.053922,0.028438,-0.015609,0.011084
"215.054532795521/234.799062412325",0.027893,0.022019,0.0051938,-0.0078093,0.012546,-0.00066541,-0.017284,0.0096363,-0.0075581,0.0072299
"215.433241190382/136.62461418773",0.031152,0.00046837,-0.020199,-0.016587,-0.0060248,0.0033443,-0.00038117,0.0022727,0.0046707,-0.0023763
"215.516209725506/140.776763400822",0.019659,-0.018809,-0.009265,0.01364,0.040432,-0.014883,0.013872,-0.022574,0.0099146,-0.0014118
"215.550894391112/244.226440382005",0.022749,0.029692,0.0034488,0.014249,-0.0010342,0.0080993,-0.010141,0.02395,-0.008557,-0.0063224
"215.555349314224/242.69360345969",0.0018456,0.024472,-0.0017644,0.02219,0.024477,0.039381,0.041339,-0.0096148,0.0075185,0.0050882
"216.063119210064/103.034707015673",0.020206,0.033128,-0.012719,0.0072617,0.019516,0.001208,-0.0024128,0.012845,0.0030384,-0.0018098
"216.123156839262/228.753151855445",-0.025791,0.0092634,0.030723,0.013236,0.024738,0.0039857,-0.0038787,0.0012238,0.00074593,-0.008029
"216.439985825335/139.712245145721",-0.017411,-0.013939,-0.0073544,0.022345,-0.009377,0.017601,0.03107,-0.012805,0.052226,0.011516
"217.066624579749/103.140932905195",0.010864,0.03739,-0.012255,0.015562,0.024185,-0.0070063,-0.0031382,0.019802,0.0044476,-0.0053425
"217.075386342193/146.019909759366",-0.020047,0.01791,0.018716,0.025794,-0.034638,-0.002691,0.019401,0.0091843,0.0017992,0.014693
"217.081968782242/105.72451081171",0.025039,0.0005539,-0.029649,-0.018409,-0.0062226,-0.016509,-0.0060113,0.012239,0.02952,0.0038942
"217.104575099401/242.8923872457",0.00089592,-0.013668,-0.031351,0.013519,-0.015214,-0.029732,-0.0002776,-0.049721,-0.032637,-0.00077767
"217.154726786927/39.5248372699743",-0.01527,0.017359,-0.038192,0.023369,0.023616,-0.015731,0.0095965,-0.014294,-0.0077675,-0.0039359
"217.444446609525/138.889351039354",-0.032192,0.0090047,0.0091747,-0.0038672,-0.0012333,0.0086509,-0.014542,0.0061277,0.0038949,-0.0086593
"217.572299104861/107.721072277135",-0.033621,0.00088405,0.00667,0.004029,-0.0068942,0.0012354,-0.00092375,-0.0061498,-0.0027053,0.006518
"218.096435848196/138.155152024243",0.018275,0.020187,-0.0036872,-0.010056,-0.025671,0.023709,-0.019037,-0.022464,-0.038483,0.0056596
"218.10805490731/55.3265152657758",-0.0041195,0.0046215,0.052536,0.008752,-0.0065565,-0.01375,0.030873,-0.026727,0.0048371,0.0096507
"218.138760918202/40.5965305394033",-0.030129,0.0063578,-0.0044083,0.022059,0.017759,-0.0026534,-0.0098846,-0.012481,0.0087016,0.0050274
"218.923981736681/106.312635576575",-0.026297,-0.0059864,0.016359,-0.01596,-0.014092,-0.0097996,-0.039264,-0.0017917,0.00097966,0.0041346
"219.648218386198/28.2975360775066",0.0059964,0.029464,0.0028261,-0.018183,-0.043482,-0.008547,0.029063,0.01017,-0.005462,-0.0044132
"219.853669350358/143.577916408458",-0.003575,0.0042833,0.026439,-0.045306,-0.036689,0.016073,-0.027418,0.0072237,0.0025376,-0.0001929
"219.877441149405/138.355726600766",0.01639,0.022936,-0.0083806,-0.0060036,-0.021011,0.027245,-0.01478,-0.017282,-0.044674,0.00076925
"220.069262672227/76.0070403788807",-0.008932,0.044197,0.0017816,0.01051,0.0061795,0.0042241,-0.001842,0.0043133,-0.00034919,0.0024162
"220.118013831075/29.7570086923611",-0.00051314,0.042668,0.0063234,0.012131,0.023264,0.00066622,-0.0063308,-0.0090408,0.0081706,-0.0057495
"220.127577210745/24.9363394242471",-0.015739,-0.021679,0.039204,-0.016694,0.022263,-0.0093151,0.010863,0.0085471,-0.0014335,-0.0052489
"220.149944061344/30.2600821760739",-0.00010504,0.021122,0.0085348,-0.023927,-0.049358,-0.014185,0.0325,0.0044996,-0.013953,0.0079219
"220.883636104071/136.788470430425",-0.031694,0.014701,0.004874,-0.00052034,-0.0049434,0.0038654,-0.0026654,0.013655,-0.0010758,-0.012819
"221.034072040112/61.0161920905003",-0.023876,0.030194,-0.0021188,0.011712,-0.014456,-0.0068835,0.010175,0.00047281,-0.0050332,-0.013433
"221.169853378743/39.3698642829636",0.0098921,0.0073857,0.039452,0.017701,0.026153,-0.025701,-0.03728,-0.0070979,-0.0026684,-0.0065231
"221.980251623542/133.489543335283",-0.009587,0.0042344,-0.044301,0.035304,-0.011154,-0.02058,-0.0068938,0.023302,0.010303,0.010884
"222.453531642047/116.025260136529",0.018789,0.0098322,-0.026365,0.018539,-7.57e-05,-0.045434,0.019295,0.0021829,0.014697,0.0053026
"222.662592657447/80.9569573427662",-0.016218,0.026719,0.024847,0.022,0.017968,-0.010715,0.0085024,-0.02385,0.017403,0.0070001
"222.952148336135/116.500729444494",0.025264,-0.00072352,-0.00064378,-0.0061808,0.00061225,0.041261,0.034006,-0.0047461,-0.0024155,-0.0018739
"223.030771174295/148.616308479181",0.01868,0.028101,-0.026201,-0.023524,0.014573,-0.0018155,0.0089758,0.0060934,-0.0050519,0.0032547
"223.074627652395/175.409383149045",0.028196,0.024666,0.0052933,-0.00014702,0.0095535,0.0063979,-0.00029232,0.006596,-0.0039983,-0.0031308
"223.857662411161/54.2575236134079",-0.0054311,-0.017876,0.010579,-0.03591,-0.02365,-0.029659,-0.043671,0.013779,0.0073273,0.0017352
"223.988497636014/185.271522530555",-0.024448,-0.027133,0.0055532,0.014191,-0.01761,-0.012725,0.00086722,0.010897,-0.0045819,0.0020082
"223.988780125653/137.585346213553",-0.028736,-0.010643,0.020125,0.013963,0.016291,0.0036698,0.015625,-0.0082995,-0.0061484,-0.0046592
"224.043400093974/61.5415072454589",-0.0090167,0.042026,-0.012522,0.013523,-0.010327,0.00025455,0.00096292,-0.013659,0.0023246,-0.0049863
"224.078054592791/188.644408836998",0.026975,0.026952,-0.00016025,0.0056832,0.010786,0.0057586,-0.005912,0.0051995,9.8099e-06,0.0097191
"224.966481157803/138.100357853391",-0.0087169,-0.0075997,-0.0068227,0.027623,0.012459,0.03087,0.0025505,0.059227,-0.03036,0.00528
"225.015771325792/261.754588133729",0.023138,0.029,-0.0075299,0.0053619,0.00078419,0.00706,0.0060696,0.029429,-0.0083353,-0.0019127
"225.046658971679/64.5342447463421",-0.0077492,0.04255,-0.0083958,0.0060474,-0.017809,0.0070297,-0.0092492,-0.0097705,0.0022801,0.0026293
"225.069044206829/60.4852536934775",-0.016784,-0.0004919,0.015518,-0.033145,-0.035952,0.015014,0.03299,-0.017592,-0.0094898,0.0014025
"225.070553716907/174.492415409037",0.02674,0.027199,-0.0037073,0.0038575,0.010118,0.0030542,-0.0072496,0.0096,-0.00093349,0.0065124
"226.180191814202/24.3850173515607",0.0068738,0.028896,-0.0051476,-0.0010385,-0.021146,0.038697,-0.0083262,0.0035982,0.044818,0.011517
"226.449736015768/136.418408046841",-0.032095,0.0053638,0.012534,0.0033217,0.00072362,0.0078075,-0.0096803,0.01633,0.005039,-0.0050748
"226.861812570693/56.9841536390052",0.015276,-0.021753,0.043096,0.00088567,-0.0035914,0.020991,-0.0065969,-0.017068,-0.0015458,-0.0038558
"226.974206448754/138.656956995624",-0.026074,-0.0017891,0.00034856,0.015671,0.0057702,-0.0095346,-0.0038453,-0.045277,-0.025719,-0.0027256
"227.015569072148/121.750478798537",0.01907,-0.012652,-0.0087653,0.016839,0.02378,-0.021025,0.027797,-0.016918,-0.043147,0.0072132
"227.040805485041/59.8967418785667",-0.021076,0.0017472,-0.010431,-0.049843,-0.0041332,0.005905,-0.01493,-0.021537,-0.008986,0.0090398
"227.044833180844/64.7200311311811",-0.0059195,0.042769,-0.013892,0.013316,-0.0096029,0.00050939,0.0010698,-0.015058,0.0027241,0.0041352
"227.05085026135/61.3900679109382",-0.02055,0.031144,-0.014159,0.010844,-0.015267,-0.008428,-0.0060931,-0.020797,0.0045475,0.0016997
"227.127718366393/35.4865051614688",-0.022505,-0.031083,-0.01079,-0.0089789,-0.014065,-0.0070652,0.012682,0.0082563,0.00039022,-0.00042563
"227.183475928403/26.4756066603762",0.0068608,0.027042,0.0029052,-0.0027487,-0.021818,0.051043,-0.0059398,0.01263,0.026953,0.0052481
"227.893767805177/67.9200070235032",0.0094471,0.022458,-0.037616,0.013739,-0.026136,0.0096879,-0.017667,-0.00096808,-0.031384,-0.0079028
"228.021855202274/69.3798819536578",-0.01111,0.039853,-0.011059,-0.015617,0.017469,-0.0063785,-0.0072939,0.0097634,0.0055343,-0.0046582
"228.131197694571/28.2794220755661",-0.027964,-0.024072,-0.0047502,-0.0030404,-0.015461,-0.0043369,-0.0011376,-0.0067199,0.0034228,-0.0039539
"228.195888986314/24.6786840047733",0.0063232,0.037042,-0.0039693,-0.0048051,-0.012817,0.028146,1.9276e-05,0.011858,0.036094,-0.007787
"228.942626363777/137.945774749739",-0.01671,-0.022276,0.00069323,0.031236,0.017298,0.013675,-0.041139,0.0012006,0.011568,-0.00097942
"229.199251969544/27.7349655170742",0.004675,0.029749,-0.00040381,-0.0055526,-0.01009,0.052938,-0.0042437,0.014566,0.024018,-0.0031965
"231.170359577191/36.2751749917069",-0.01491,0.013286,-0.038556,0.027124,0.028148,-0.015691,0.0054865,-0.01155,-0.006097,-0.013493
"232.016921190275/72.1583115446801",-0.025205,0.02646,0.012894,0.0023607,0.016702,-0.0084236,-0.012389,-0.0006075,-0.0064843,-0.0062683
"232.172678664729/109.79864091653",0.015537,0.01458,0.0016109,-0.023771,-0.050641,-0.0080259,0.024611,0.006449,0.0030908,0.0060013
"232.173566182019/34.3701468925432",-0.013506,0.017087,-0.041073,0.010987,0.020554,-0.031451,0.0040839,-0.013036,-0.0023768,0.010135
"232.854710824745/62.8164201110584",0.033884,0.0022789,-0.0035972,-0.0032979,-0.004988,0.0018457,0.00031037,0.0031827,0.0012318,0.0022866
"233.129683917158/29.6897013086813",-0.0023944,-0.021585,0.0022359,3.0034e-06,-0.023109,0.045007,-0.047353,-0.0008263,0.01646,-0.0067445
"233.149647330936/53.1614732453678",-0.010543,0.020749,-0.021454,0.013377,0.037395,-0.012074,0.0059404,-0.040778,-0.020513,-0.0044484
"233.190047192376/26.9483099640877",-0.022612,-0.02846,0.0008781,-0.011447,-0.02835,0.00042881,0.0025631,-0.0043827,0.009025,-0.0072682
"234.108489170861/81.6891583141413",-0.026823,0.025296,0.012229,0.0034634,0.013785,-0.0069046,0.0026083,0.00061998,-0.0063482,0.0052931
"234.538805768316/172.573505326164",0.020953,0.025143,-0.024601,-0.025758,0.013476,-0.004342,0.0074582,0.0069623,0.0044601,-0.0059865
"234.851782447911/62.7242827689186",0.03386,0.0029375,0.00092655,0.0015738,-0.0062572,-0.002725,-0.0027097,0.0033325,0.001069,-0.010719
"234.907913458468/117.151061471123",0.012517,0.0051165,-0.0022955,-0.059303,0.019379,-0.016461,0.0034319,0.0070736,0.021015,-0.0057789
"234.956617738068/201.960482098493",-0.018764,-0.015454,-0.013775,0.034132,0.029243,0.013678,-0.029409,0.0017141,0.0027456,-0.0049336
"234.962967301778/47.4516284034809",-0.022327,0.032748,0.01118,-0.0060869,0.0047294,-0.0012402,-0.0094861,0.012044,-0.006755,0.01047
"235.026396030499/104.236267229324",0.017396,-0.017083,-0.0092709,-0.010842,0.032195,-0.023488,0.028998,-0.03285,0.012026,-0.0097344
"235.092459002503/271.112113863493",0.017341,-0.0082814,-0.024574,0.011105,0.019484,-0.033033,0.036371,-0.02218,-0.01725,0.0017577
"235.092485749223/135.824454218535",0.027411,-0.01196,-0.0057562,-0.0041973,0.025337,-0.020217,0.023802,-0.0076116,-0.0045061,0.0075734
"236.089601782433/110.64111095774",0.024405,-0.016502,-0.005998,-0.0037184,0.018951,-0.022858,0.031194,0.016069,-0.015347,0.0062775
"236.095818889654/275.643467095335",0.016267,-0.01335,-0.02258,-0.0023938,0.02704,-0.033801,0.04063,-0.0056833,-0.00018939,-0.008932
"236.095843035876/142.965473699464",0.027919,-0.012632,-0.0048579,-6.8452e-06,0.019804,-0.020448,0.026308,0.0035396,-0.0092343,0.0079768
"236.961156082935/48.3804540610849",-0.023658,0.030096,0.015405,-0.002076,0.0041986,-0.010272,-0.0033083,0.012806,-0.0017433,0.0040007
"236.994516048944/142.898135377354",-0.012197,-0.0030453,0.039457,0.024872,0.012762,0.032519,0.031442,-0.010324,-0.0048012,0.011626
"237.096584591497/144.732044971373",0.022359,-0.016577,-0.0072482,-0.010496,0.025257,-0.028626,0.029685,0.015004,-0.0046418,0.00064611
"237.096588827979/278.206092064811",0.01612,-0.017642,-0.02283,-0.0012491,0.026312,-0.026792,0.023991,-0.022346,-0.030846,-0.0060253
"237.957683771106/156.083441392189",-0.033446,0.0052241,0.0078579,-0.00046412,0.001838,0.0031745,-0.0021228,0.0043016,0.0074683,-0.0027122
"237.990036146919/190.095937149397",-0.029894,-0.013374,0.0082348,0.0020095,0.02302,-0.0088569,0.0098546,-0.0070981,0.0016608,-0.0048694
"238.045084320887/115.528228048278",0.025079,0.021843,0.015875,0.021457,0.017481,0.0031518,-0.0069415,0.012127,0.006009,-0.0031496
"238.058678062183/108.16487242739",-0.029227,0.0049052,0.025167,0.001975,-0.010878,0.011981,0.013182,-0.012612,-0.0069594,0.0017482
"238.938432332821/109.988528726369",0.021251,-0.0098041,0.036404,-0.028377,0.0037474,0.013498,-0.0038526,-0.017161,-0.0088023,-0.015084
"239.148799901837/191.927211348346",-0.017901,-0.0016821,-0.030692,0.023682,-0.012107,-0.014959,-0.028033,-0.035432,-0.018536,-0.010352
"239.148871408715/34.8433458062645",-0.01344,-0.0078402,0.015035,-0.018148,0.010047,-0.044463,0.047736,-0.014641,0.0058961,-0.010407
"239.148939645673/237.632189105673",-0.0040171,-0.025575,-0.00269,0.045759,-0.0094699,-0.035094,-0.019095,-0.0093394,0.0022036,-0.011079
"240.161345794369/28.5411051489279",0.0071758,0.029851,0.0017243,-0.021243,-0.041211,-0.0073881,0.028706,0.007632,-0.0069435,0.0044933
"240.161433575579/196.530860995306",0.01701,0.011726,-0.00012983,-0.0066266,-0.015964,-0.039584,0.024516,-0.022525,-0.044309,-0.0044791
"240.161445403195/143.614768303716",-0.021572,0.009739,-0.014469,-0.01133,-0.047105,-0.012645,0.013404,0.0074314,0.0060279,-0.012473
"240.663085376621/28.3064718606585",0.004442,0.018078,-0.0046468,-0.021913,-0.057745,-0.0081311,0.020469,0.014164,0.010002,-0.0055579
"240.856005687356/81.9362978839096",0.03031,0.0066146,0.023656,0.00012173,0.0035993,-0.010951,-0.014169,-0.0016191,-0.002208,-0.0042277
"240.866128835259/47.915737306396",-0.019621,-0.016288,0.043489,0.011438,0.0064712,0.0071131,-0.0023408,-0.01355,0.0088684,-7.1805e-05
"241.154660524542/51.5742544464992",-0.026566,0.02704,-0.010427,0.010452,-0.0024986,-0.0041429,0.00045954,0.0059165,0.0039806,-0.0033723
"241.397020684541/134.803972871498",-0.016566,0.0050381,-0.026652,-0.028954,-0.039567,-0.02269,0.015735,-0.00085818,0.0021954,0.0035517
"241.998016039484/48.2658972019942",-0.023621,0.031426,-0.013618,0.0033731,-0.0060165,-0.0050415,-0.0039923,-0.0049867,-0.0049858,0.011614
"242.034425032236/195.393346308297",0.016055,0.033555,-0.017346,0.024718,-0.0071069,-0.0043841,0.00091418,-0.015911,-0.014162,-0.01077
"242.0511078142/69.3372982103154",-0.0094706,0.035205,-0.030475,0.0048331,0.020587,0.002426,-0.013232,0.009543,-0.00089058,-2.3332e-05
"242.994597323377/68.8344365377816",0.0080597,0.0062003,-0.016693,-0.03351,0.025964,-0.0115,0.052665,-0.024863,0.011224,-0.0079891
"243.026449024714/234.641733802787",0.028127,0.017002,-0.012473,-3.1615e-05,0.0045476,0.014547,-0.00949,0.022145,-0.017221,0.003763
"243.825957622092/52.9625549527252",-0.023548,-0.0093473,0.0051475,-0.022662,-0.024992,-0.018316,-0.03076,-0.01274,0.02082,-0.0023786
"243.996084863114/56.4389626762955",-0.017437,0.036728,-0.000689,0.018337,-0.0020634,-0.014117,2.5478e-05,0.0094287,-0.0094422,0.0037283
"244.023797305882/119.357385756389",0.020854,0.022357,0.017992,0.018633,-0.01501,0.0031059,-0.022867,-0.010093,-0.031904,-0.013814
"244.190717485986/24.6310724875779",0.0068919,0.03441,-0.0048975,-0.0074472,-0.019805,0.024555,0.00068853,0.0060691,0.043979,0.0025093
"245.056703810937/178.859873158827",-0.025389,0.029599,0.0061844,0.0051023,-0.0089768,0.0028924,-0.00090869,0.0093009,-0.004259,0.00010693
"245.060864202789/289.59925486646",0.029038,0.020324,-0.0014704,0.0042807,-0.0064874,0.0016942,-0.012195,0.020015,0.0020606,0.00087402
"245.185932503132/34.6913757607102",-0.020611,0.0036487,-0.035819,0.026891,0.024633,-0.014194,0.0085672,-0.0087274,-0.0042026,0.006622
"245.909823051788/142.469156965422",0.0033322,-0.011626,-0.018762,0.041298,-0.027576,0.019928,-0.02283,-0.033755,0.02644,0.002352
"245.91531830596/132.989202521125",0.0248,0.016785,-0.014461,-0.0043071,-0.014741,0.021213,-0.014561,-0.025514,0.02239,-0.0043307
"245.919622857218/138.019051472268",-0.028905,0.006333,0.02005,-0.009637,0.0016962,0.016163,-0.026446,0.0044884,-0.0021871,-0.0024845
"245.926902718063/66.9108292510162",0.013873,0.0078204,-0.039241,0.0023597,-0.035788,0.0013775,-0.020539,-0.016934,0.026667,-0.0083361
"246.047522343907/105.603339419859",-0.02093,0.031481,0.0089148,0.014847,-0.015883,-0.012822,0.0080168,0.013364,-0.0014115,-0.0013539
"246.144876633479/56.7100819897892",-0.012806,0.036032,-0.02621,0.00017743,0.013204,-0.014981,0.004906,-0.0088315,-0.0088562,0.00064336
"246.170081797089/29.6761850753275",-0.028548,0.019721,-0.00062017,0.0022829,0.023396,0.0048135,-0.0067394,-0.0039099,0.0070442,0.0031024
"247.092389806999/251.453433677104",0.022424,-0.025982,-0.022222,0.0019775,0.01964,0.00653,0.0050421,0.016847,0.011125,-0.015532
"247.154110650999/28.1555859375408",-0.0077627,0.020696,-0.04152,0.038951,-0.0082451,-0.0046649,-0.0061915,-0.0027942,0.0068181,-0.012875
"247.455121327989/138.249638892856",0.032802,0.0028952,-0.013727,-0.0089718,-0.0023327,0.0056448,0.002214,0.0039079,0.0030144,0.00029649
"248.828556855304/63.5826788693648",0.029017,0.012973,-0.012716,-0.008117,-0.01592,0.011169,-0.01176,-0.0058614,-0.021797,-0.0091155
"249.108056442928/83.6816968067939",0.026832,0.0011185,-0.0046583,0.026755,0.015641,-0.019919,0.029195,0.0049091,0.0047611,0.0038423
"250.076870658724/65.6856733158578",-0.0085136,0.037465,-0.0037657,0.021634,-0.0077031,0.018056,0.019085,0.025165,0.0028763,0.0094349
"250.428614009361/116.051066863329",0.033085,0.0078155,0.0011458,0.010898,0.00016058,-0.0029721,-0.0025192,0.0070713,0.0013642,-0.0045077
"250.825983529922/63.5344566571712",0.033163,0.0028875,-0.011408,-0.008609,-0.0028547,0.0021758,-0.00080404,0.0038992,0.002789,-0.014599
"250.880468997871/46.8688959696707",0.017087,-0.011021,-0.021029,-0.030108,0.022598,0.014772,-0.0345,-0.025516,0.013656,-0.0011614
"250.929735996356/126.476019450446",0.024215,0.003437,-0.020415,-0.042027,0.011379,0.0025508,-0.011096,-0.0026956,0.0044694,-0.0038458
"250.960464103792/101.096094531695",-0.02538,-0.016364,-0.026929,-0.013091,-0.020107,-0.0073303,-0.012977,-0.0015961,-0.0026385,0.0038071
"251.016240008994/116.405301106572",-0.0013522,0.0069521,0.054053,-0.025043,-0.0033065,-0.016247,0.011099,-0.009917,0.020804,0.0080807
"251.160808002593/80.06327102257",-0.017737,-0.0042418,0.035678,0.011432,0.015991,0.014704,-0.024291,-0.039268,0.0089428,0.0072292
"251.173464117299/81.7350705977098",-0.022605,0.0078979,0.025668,0.027883,0.016309,-0.0046723,-0.0049104,-0.030709,0.018091,0.0010861
"252.918442559104/157.446732139453",0.016413,-0.0024375,0.027834,-0.00078464,0.02003,-0.011737,-0.04656,0.026863,-0.024655,-0.0058468
"252.9881161174/62.8611721505181",-0.021552,0.015264,0.028555,-0.027383,-0.016472,-0.0045664,-0.021869,0.0099061,0.0094521,-0.0044406
"254.018762734111/102.530471007392",0.015144,-0.019684,0.0054782,-0.0386,-0.013886,0.0012308,-0.02084,0.034707,-0.02535,-0.0088046
"254.159892956957/20.2426272686029",-0.016039,-0.026828,0.027122,-0.032381,-0.012946,-0.006216,0.0034324,0.011384,-0.0074182,0.0008539
"254.501288385257/141.944735418222",0.025583,-0.0063582,-0.010408,0.002018,0.029074,-0.02025,0.02723,-0.019108,0.010531,0.0084728
"254.899446554194/43.1352413685844",0.03212,0.0015995,-0.017354,-0.008855,-0.0051661,0.0089513,-0.0044742,0.0026569,0.003033,-0.00064623
"254.900941391611/97.365478712093",0.029674,-0.0054199,-0.025462,-0.0011337,-0.0021421,0.0094892,-0.0096307,0.0022845,0.018399,0.0031876
"254.924844888595/158.84053875816",-0.031774,0.0035803,0.0027756,0.0027851,0.0010274,0.013804,-0.020453,0.015785,0.0023457,0.0089584
"255.097623704016/46.993492558546",-0.024084,0.023736,-0.0095123,0.021902,0.01558,0.011433,0.017573,-0.0090372,-0.0076591,-0.0020221
"255.416844243381/171.927436016865",0.032582,0.0023619,-0.015123,-0.0098667,-0.0033019,0.0052352,0.0019767,0.0038743,0.0032938,-0.0037818
"255.978070658626/72.7484873158264",-0.028099,0.021003,0.021239,0.0026152,0.0049035,-0.0011199,-0.00095662,-0.0016996,0.002163,0.010475
"256.175467045825/25.3552850810316",-0.013496,-0.0077286,0.017808,-0.01702,0.0069168,-0.044391,0.046628,-0.017124,0.0059466,0.0076601
"256.811255265483/63.9714442602164",-0.024776,-0.0012007,-0.038402,-0.012808,0.015815,0.00030108,-0.010334,0.0071339,0.0053484,-0.0029706
"256.85025962654/57.1680695197029",-0.019976,-0.0067812,0.0006837,0.01855,0.01414,-0.010499,-0.00033335,-0.057055,0.027714,-0.017708
"256.940969139459/67.0429708143216",-0.00077518,-0.018365,-0.0079153,0.0027605,-0.0072025,0.046904,-0.014724,0.022651,0.056177,0.011419
"257.074276765827/240.549253893504",0.005812,-0.0015459,0.00028919,0.011897,0.031606,-0.055446,0.025835,-0.023858,-0.027593,-0.0050427
"257.074444896574/84.606784837135",0.023267,-0.01582,-0.0058003,0.0075694,0.01871,-0.027918,0.029864,-0.023692,0.0084013,0.0017958
"257.148726871491/60.5116418246889",-0.01495,0.032136,0.011444,-0.0065285,0.030408,-0.016693,-0.012898,-0.0070271,0.019576,0.0076701
"257.523525753418/157.532012854721",0.017977,0.032578,0.015879,0.018735,0.01882,-0.011374,-0.0060847,0.009445,0.0017574,-0.019156
"257.994646215024/54.0483715816731",-0.021271,0.034026,-0.010963,0.00094429,-0.01121,-0.0035439,-0.0021256,-0.010424,-0.0091101,-0.002042
"258.110161304499/123.810130411723",-0.019565,0.037271,-0.00051095,-0.00083861,0.0089049,0.0021487,0.0076432,0.0085192,-0.0014236,0.0071702
"258.990136432305/62.0393023961734",-0.027342,0.0086895,-0.030925,0.015603,-0.0014394,-0.0070102,0.0010174,0.013057,0.0077267,-0.0032662
"259.113456628885/121.603204825642",-0.023197,0.03185,-0.0030967,0.002308,0.014646,0.0013654,0.0069523,0.012828,0.00094417,0.0042916
"259.947645151028/121.732883771099",0.033499,0.0054478,0.0065518,0.006927,-0.0013012,-0.00071656,-0.0011117,0.0043982,-0.00035434,0.001448
"259.991792190467/55.2844989077705",-0.016949,0.029215,0.028263,-0.02227,-0.006875,-0.00032666,-0.00095023,-0.017323,-0.012537,-0.01046
"260.001305303225/194.159653446544",0.028681,0.011442,-0.015296,-0.009034,-0.012327,0.017254,-0.0093607,-0.017251,0.016508,-0.0041866
"260.160639343849/49.50189681312",-0.017791,0.028925,-0.011902,0.01302,0.023555,-0.0051695,0.021451,-0.02166,-0.018724,0.0013667
"260.196820105933/79.9459954728197",0.0027496,0.03095,-0.021544,-0.0036635,0.041832,0.0063795,1.7667e-05,0.0046457,-0.029015,0.0031287
"260.476994635074/116.024841818943",0.031212,0.0088861,0.0066311,-0.0059078,0.014399,0.018896,0.0094559,-0.00016629,-0.0016066,-0.0026011
"260.647962417928/112.779779594191",0.016139,-0.0046054,0.042361,-0.034848,-0.0020564,0.0086913,0.0002602,-0.021405,-0.0097662,-0.0065994
"261.036872058047/107.169058039431",-0.02649,0.026829,0.0056784,0.0078189,0.0079058,-0.0099922,-0.0052906,0.010892,-0.00073689,-0.0049131
"261.036889490353/245.939698652378",0.031526,0.0073518,-0.00952,0.0035208,0.015262,0.01414,-0.0055713,0.010142,-0.0051193,-0.0014264
"261.597145279209/135.410723501296",-0.02773,-0.0059128,0.0098496,0.010058,-0.0037653,0.021281,-0.034644,0.014214,-0.0072524,0.0026824
"261.623409918059/117.021154893443",0.021903,-0.018812,-0.010628,0.01239,0.037319,0.011113,-0.023655,-0.0061494,0.0032741,-0.0062866
"261.910007900726/136.762819910581",-0.03198,0.014768,-0.0020332,-0.0012485,0.0044239,0.0024913,-0.0027604,0.010671,-4.016e-05,0.00081108
"262.289364176495/116.851928047936",-0.00044752,-0.026867,-0.018276,0.019285,0.019343,0.017159,-0.014294,0.042906,0.032966,0.0062875
"262.88680112263/134.269503384887",-0.031265,0.006518,-0.011668,-0.0048936,0.009678,0.015513,0.012211,0.0014654,0.014616,0.010944
"262.974100411447/144.104543414929",0.0045401,0.012219,0.034018,0.018925,-0.032159,0.023868,-0.0045347,-0.025747,-0.039436,-0.0082862
"263.013969176859/174.560934688904",0.023362,0.023611,-0.023463,-0.022402,0.012941,-0.0035937,0.0018785,0.0072766,0.0015716,-0.00052455
"263.087289424575/168.919380084299",0.01717,-0.0060404,-0.02326,-0.016151,0.038671,-0.029928,0.0075947,-0.0012068,0.030936,0.016006
"263.087304421069/258.434706442708",0.018783,-0.012343,-0.0088878,0.01109,0.036254,-0.00076143,0.041967,-0.025393,0.0016911,0.010985
"263.08731122581/117.321408861101",0.024402,-0.016473,-0.0062079,-0.00025901,0.039756,-0.011038,-0.0010442,-0.0079217,0.016015,0.0083425
"263.142374233831/37.5537843819242",-0.027009,0.0018895,-0.02063,0.014203,0.031132,0.0047445,0.013633,-0.0038816,0.010441,0.0087924
"263.515534444803/152.174742599883",0.014109,-0.0048139,-0.017304,0.014577,0.030142,-0.0031854,-0.020182,-0.053223,-0.029657,-0.0059892
"264.47904596615/117.124146325015",0.031272,0.0040856,0.016246,-0.018198,0.0074633,0.0048081,-0.00477,-0.006119,-0.0024406,0.0076271
"264.977364002522/113.219966843196",0.029785,0.0048839,0.017432,-0.0044499,-0.0016961,-0.021151,-0.022846,-0.0013949,7.0088e-05,-0.0091977
"265.01549635629/110.966155055448",0.033327,0.0046662,0.0011349,0.0041221,0.0052649,0.0042557,-0.0040655,0.013077,0.0010201,0.00065334
"265.111834906669/59.3892793762842",-0.021376,0.0031945,-0.047337,-0.00070215,0.0054961,-0.006885,-0.0046302,0.011552,0.0089342,0.0085674
"265.154658481293/36.6139438817883",-0.019073,0.0023119,-0.039856,0.023081,0.025363,-0.0090639,0.015601,-0.0091309,-0.0069877,0.0061097
"265.164694217985/29.8536856817614",-0.014674,-0.0010867,0.0003859,0.042103,0.0013558,0.02261,-0.032716,-0.023556,-0.037686,-0.0010858
"265.179819097161/21.1579045526623",-0.0056974,-0.0015043,-0.043807,-0.0043091,-0.026019,-0.019095,0.011527,-0.04602,0.0070411,0.0021325
