"","DW_20180105_013","DW_20180105_037","DW_20180105_061","DW_20180105_097","DW_20180105_121","DW_20180105_019","DW_20180105_043","DW_20180105_067","DW_20180105_103","DW_20180105_127"
"Label","N2","N2","N2","N2","N2","swip10","swip10","swip10","swip10","swip10"
"86.0964188108605/225.559702974491"," 0.18261828"," 0.05836804","-1.68316534"," 0.12303754"," 0.46592180"," 1.93948595","-0.25363854"," 0.37086417"," 0.17616858","-1.37966045"
"86.0964461032768/48.632693182622"," 0.6201918","-0.1366842"," 1.2582662"," 0.7129139"," 1.4628278","-1.6077703","-1.1430857","-0.4467173","-0.4467173","-0.2732249"
"87.0552994261642/83.4040022055353"," 0.85952405"," 0.63865820","-0.13597736"," 0.93694796"," 0.98859140","-0.08728436","-0.19384742","-1.66406425","-1.73526114"," 0.39271292"
"87.0998190298869/49.3901706090967"," 0.7924955"," 0.1282828"," 0.8759942"," 0.8559944"," 1.6183664","-1.0124039","-1.3923139","-0.8914742","-0.5249617","-0.4499796"
"88.021555553358/190.230810770136","-0.3351221","-0.8604160"," 2.2364695","-0.3397639"," 0.1430539","-1.5607814","-0.0282644","-0.2113531"," 0.2896310"," 0.6665465"
"88.0393335819434/105.170241656666"," 0.77462881"," 0.22681942","-0.72435231"," 0.47545361"," 1.01150515","-0.05155339"," 1.62769057","-0.85805737","-1.47109496","-1.01103952"
"88.0631080950494/86.3797876479539","-0.01662036"," 0.14811007"," 2.34380331"," 0.30150012"," 0.35874523","-1.41372858","-1.03040853","-0.29773025","-0.33516623","-0.05850479"
"88.0757034521673/230.906802675193","-0.30157878"," 0.78705752","-1.53365319"," 0.76350380"," 0.27807160"," 1.14065242"," 0.05772045"," 0.55417865","-1.90775354"," 0.16180108"
"88.0757082617287/172.349302060859"," 0.4662081"," 2.3223740","-0.8349965","-0.6978282","-0.4790115","-0.7180703"," 0.3788804","-0.4735705","-0.7207421"," 0.7567565"
"89.0293639248993/172.697212518952","-0.1155101","-0.1455308"," 2.0266656"," 0.1362882"," 0.5606811","-1.6750664","-0.1970940","-1.0054094","-0.3326616"," 0.7476374"
"89.0382486350421/174.744680073482","-0.59400660","-0.79698613"," 2.04223425","-0.46811929","-0.11198621","-1.59227965"," 0.56310999","-0.08851916"," 0.20574482"," 0.84080797"
"89.0419381996243/76.1821534478647"," 0.7816432"," 0.6952724"," 0.0811932"," 0.8479619"," 1.5230490","-0.8684457","-1.9143516","-0.4028837","-0.3348786","-0.4085600"
"89.1073323927723/84.3218351874602"," 0.9451009"," 0.6409333"," 0.4842080"," 0.5544774"," 1.7172958","-1.2640630","-1.1603381","-0.7476327","-0.4918292","-0.6781525"
"89.4663897529691/110.975265548124","-0.10257854"," 0.24599795"," 1.08665837"," 0.61614833","-0.08134846"," 0.42998804","-2.25547142","-1.14561726"," 0.76108777"," 0.44513522"
"89.5067808040141/112.247905960162"," 0.5365398"," 0.2657436","-0.1718296"," 0.5382099"," 0.1904469"," 1.7425012","-0.8158422"," 0.2117193","-2.0915317","-0.4059572"
"89.5399462231937/174.615351027158","-0.06983184","-0.31414473"," 2.16103220"," 0.11535562"," 0.46421442","-1.76222147","-0.28871429","-0.57810166","-0.33149512"," 0.60390687"
"90.0361743663453/174.601273274815"," 0.046788360"," 0.006405295"," 1.793963552"," 0.252451320"," 0.543685075","-1.622952453"," 0.073251813","-1.529242534","-0.198901126"," 0.634550698"
"90.0549902934047/68.2822564651166"," 0.35379216"," 0.16917596"," 1.88130513"," 0.27329208"," 1.04827758","-1.44719036","-0.01955836","-1.14669467","-0.78528454","-0.32711498"
"90.289682293613/133.584979524367","-1.3605873","-1.4110672"," 0.3147425"," 1.0061671"," 0.8840382","-1.4110672"," 0.8389931"," 0.3517710"," 0.6545391"," 0.1324708"
"90.5206191654871/136.469637168026"," 0.654407371"," 0.582779587","-0.276388218"," 0.549840490"," 0.805436311"," 0.207759003"," 0.029756506","-0.003164162"," 0.122691839","-2.673118727"
"90.5312589506411/140.746795924679"," 0.7318018"," 0.6233768"," 0.4099807"," 0.7129459"," 0.5791249"," 0.6689080","-1.4435275","-1.4435275"," 0.6044444","-1.4435275"
"90.5315547095888/276.825175870608"," 0.8342173"," 0.9240032","-0.2913821"," 0.9607182"," 0.5538023"," 0.8762239","-1.3349488","-1.3349488"," 0.1472636","-1.3349488"
"90.7388320502105/76.2601386846705","-0.7445548","-0.7854527"," 1.4074446"," 0.8896894","-0.6866257","-0.7854527","-0.7854527"," 1.4064696","-0.7854527"," 0.8693878"
"90.7450357119961/69.0529198207693","-0.5940294"," 1.5645528","-0.6293830","-0.6293830","-0.5439535","-0.6293830"," 1.6938379"," 1.0265070","-0.6293830","-0.6293830"
"91.0243834571624/187.452812402146","-0.5909247","-0.6196452"," 1.2395532","-0.6196452"," 1.7587072","-0.6196452","-0.6196452","-0.6196452"," 1.3105356","-0.6196452"
"91.0542291133118/42.7227261536276"," 0.2243641"," 0.6095895","-0.3146350"," 1.4625201"," 1.5534674","-0.1890410","-1.6235755","-0.1771506","-0.6515697","-0.8939693"
"91.3078131109236/132.001920797402"," 0.5496816"," 0.6579875"," 0.8207027"," 0.4388931"," 0.4512701"," 0.3797045","-1.4253445"," 0.9777940","-1.4253445","-1.4253445"
"91.5220470294769/134.264625632701"," 1.0641001"," 1.2321272","-0.9380709"," 0.9108376"," 0.8415689"," 0.6417206","-0.9380709","-0.9380709","-0.9380709","-0.9380709"
"91.5255078675576/137.016101452792"," 0.9564999"," 0.8591216","-1.3909070"," 0.7017096"," 0.5566410"," 0.8408637","-1.3909070","-1.3909070"," 0.1462845"," 0.1116007"
"92.0256039311104/138.459379294148"," 0.86208621"," 0.76349185"," 0.05696049"," 0.65619895"," 0.87351206","-1.40499666","-1.40499666"," 0.33976622","-1.40499666"," 0.66297419"
"92.2789178652471/67.6775640305237"," 0.36995707"," 0.63603363"," 0.20591845","-0.04420429"," 0.72788151"," 0.26558557","-1.80273638"," 0.35393168"," 1.09036914","-1.80273638"
"92.5222967188903/149.392485781621"," 0.8284589"," 0.8684665","-0.4066844"," 0.2983225"," 0.8284589"," 1.3275367","-1.7734268","-0.1695381","-0.7280569","-1.0735374"
"92.5404636154247/106.895765465487","-0.61782532","-1.09806216","-0.17193451","-0.93076069"," 0.90566379","-0.05711266"," 2.29487840","-0.39619688","-0.32983930"," 0.40118934"
"93.0199965113838/131.393247324224"," 0.6889797"," 0.7414461","-1.1524321"," 0.8715863"," 0.9547980"," 0.8722530","-1.1524321","-1.1524321"," 0.4806653","-1.1524321"
"93.0388043369147/105.46092843611"," 0.6565326","-0.9398225","-0.9398225","-0.9398225"," 0.9029673"," 0.9307551","-0.9398225"," 1.2298323"," 0.9790252","-0.9398225"
"93.7949699758544/113.54553819079","-1.3965376","-1.4436497"," 0.7489815"," 0.4288757"," 0.3642303","-1.4436497"," 0.9870342"," 0.5627658"," 0.5602756"," 0.6316738"
"93.8013717816183/116.725607496484","-0.09037997","-0.21780534","-0.11081542","-0.74063192"," 1.06560420"," 0.41710804"," 2.09732640","-1.42902899","-0.76193001","-0.22944699"
"94.0510200308734/111.342787111799","-0.9741341","-1.0112444"," 0.2202743","-0.6180986","-0.5145069","-0.1734478"," 2.4067886","-0.2706943"," 0.4682496"," 0.4668135"
"94.5151601548833/133.493239025311"," 1.1579001"," 1.1206286","-0.9179808"," 0.9745028"," 1.0848169","-0.9179808","-0.9179808","-0.9179808"," 0.2520556","-0.9179808"
"94.5284668701983/110.268562925916"," 1.1475464","-0.7863536","-0.3140264"," 0.1748592","-0.7638103","-0.5761907"," 2.2553225","-0.8524528","-0.4309408"," 0.1460465"
"94.5624869755435/111.066550655459","-0.4609475","-0.4836507"," 0.1191198"," 2.4012393","-0.7481361","-0.9577034"," 0.7816967","-0.7699339","-0.1478677"," 0.2661835"
"95.0267431459666/111.455209937429","-0.54227898","-0.58073874"," 0.01455161","-0.67159884","-0.37463778","-0.30546036"," 2.72263119","-0.43612263","-0.09449882"," 0.26815334"
"95.0488991805766/70.8749864856101"," 0.2386200"," 0.5272570","-0.9093687"," 0.6705320"," 0.8767037"," 0.3373092"," 1.1058674"," 0.3010937","-1.9186170","-1.2293973"
"95.5229660321685/141.610514691645"," 0.80631706"," 0.79134159"," 0.38725930"," 0.64162585"," 0.84461619"," 0.66980825","-1.41307069"," 0.09824385","-1.41307069","-1.41307069"
"97.9913528195963/187.777417643873"," 1.2726025"," 1.2726025","-0.3685610"," 1.2726025","-0.3685610","-0.3685610","-1.6763064","-0.5763267"," 0.2633140","-0.7228051"
"98.0964189054742/257.134532402362","-0.13607801"," 1.47897095","-2.06479614"," 0.39937797","-0.01719251"," 0.92018171"," 0.81223822","-0.52070517","-0.76246266","-0.10953436"
"98.3110769077939/95.4190935060189","-1.2326665","-1.2820833","-0.2681189"," 0.8307217"," 0.8252227","-1.2820833"," 1.5864664"," 0.2487839"," 0.2289490"," 0.3448083"
"98.5120716329636/96.0093081751803"," 0.96776895"," 0.20569136","-0.59295563"," 0.13821200"," 0.16101369"," 1.68954869","-0.06487559"," 0.35808955","-1.95112393","-0.91136909"
"98.5120895722921/219.275208188834"," 0.7946780","-0.1398375"," 0.5850001","-0.1224039","-2.6370308"," 0.8852454","-0.1537404"," 0.2395717"," 0.1677989"," 0.3807186"
"98.7211582696782/161.99303106932"," 0.2262043"," 1.4374826","-1.0306427"," 0.1818903","-0.3317918","-0.2292650"," 1.9367098","-0.4936502","-0.5400979","-1.1568395"
"98.721164290326/244.134026489549","-0.63749180","-0.75104083","-0.08695492","-0.10876991","-0.95427341","-0.57889168"," 2.53732096","-0.10750676"," 0.54184270"," 0.14576565"
"98.978079149657/223.418074086201","-0.290974050","-0.448006475","-0.395720172","-0.623604154","-0.313165148","-0.469676064"," 2.781925811"," 0.001265846","-0.323598503"," 0.081552908"
"98.9865828094624/132.51657053743","-0.9133759","-0.9476424"," 0.8458601"," 0.8628130"," 0.8007351"," 1.2769082","-0.9476424"," 0.9176291","-0.9476424","-0.9476424"
"98.9868061630096/256.577586619509","-0.9051398","-0.9538646"," 0.8325574"," 1.0257972"," 1.0076143"," 1.1016251","-0.9538646"," 0.7530040","-0.9538646","-0.9538646"
"98.9946281200182/273.451133223595","-0.32841263"," 0.60062161"," 0.31942622","-0.30141561","-0.08515826"," 0.63543749","-2.18635852","-0.59831759"," 1.64269338"," 0.30148391"
"99.0203240047941/95.7993550566593"," 0.44282627"," 0.65966974"," 0.02565065"," 0.36753585"," 0.48697306","-1.85348164"," 0.33091655"," 0.54703973"," 0.84635145","-1.85348164"
"99.0439740704522/267.195271702325"," 0.1262949"," 0.7761033"," 0.1609968"," 1.1365323"," 1.2326800"," 0.6962654","-1.1651665","-1.6726648","-0.4571230","-0.8339184"
"99.0439942029808/212.657081586309"," 0.43677212"," 1.11617420","-1.07497809"," 1.27010309"," 0.02454528"," 0.28405687","-1.39190290"," 0.98281714","-1.29958734","-0.34800037"
"99.5123573155918/221.778958500439"," 0.009983563","-0.135882560"," 0.373870571","-2.462368574","-0.148510280"," 0.314145370"," 1.594214761"," 0.044864645"," 0.327727432"," 0.081955072"
"99.6642259935665/92.3355850325176","-1.2887807","-1.3353052"," 0.4043631"," 0.6324081"," 0.6521083","-1.3353052"," 1.5413191"," 0.5451728"," 0.3093348","-0.1253150"
"100.028750637525/158.058044863313"," 1.4203694"," 0.7383969","-0.6637433"," 0.5196579"," 0.1488996"," 1.3331049","-0.1753855","-1.0296906","-0.8212881","-1.4703212"
"100.093576109532/232.986172678361"," 0.7812499"," 0.8495309","-1.1291041"," 0.8801851"," 0.8912818"," 0.9860636","-1.3036635"," 0.1054244","-1.1231970","-0.9377711"
"100.112040096785/94.8606697707116"," 0.72266481"," 1.33526033","-1.04369836"," 0.01991496"," 0.72266481"," 0.19407498","-0.26010429"," 0.64424004","-0.20928874","-2.12572853"
"100.982096894222/128.106120633339"," 0.8052696"," 0.8609827"," 0.2279539"," 0.8767117"," 0.9400848","-1.1391637","-1.1391637","-1.1391637"," 0.8456522","-1.1391637"
"101.024919436187/39.3359397465329","-0.100192312","-0.918091014"," 1.550676300"," 0.371333901"," 1.302198141","-1.431420444","-1.212377724","-0.167245573"," 0.003406485"," 0.601712240"
"101.02516159974/110.624625032986","-0.1496654","-0.6218606"," 0.4525941","-0.6454458"," 0.2098261","-1.1072971"," 2.2661027","-1.1212532"," 0.2006390"," 0.5163603"
"101.115467858993/190.234129155456"," 0.1350716"," 0.4863700","-2.5913823"," 1.1944284"," 0.5379598"," 0.1505548"," 0.2617213","-0.4346598"," 0.1299681"," 0.1299681"
"102.036830390263/143.53455905798"," 1.0207721"," 0.9756565","-0.9360251"," 1.0760220","-0.8274809"," 1.2669154"," 0.2322155","-0.9360251","-0.9360251","-0.9360251"
"102.042138636865/144.499099317896"," 0.43069373"," 0.58568269"," 0.30517198"," 0.46980404"," 0.44136651"," 0.56048336"," 0.53808390","-2.64070334","-0.07382673","-0.61675613"
"102.12772960775/78.4394818109014"," 0.7815911"," 0.8790625","-0.2162640"," 0.7077820"," 0.0729695"," 1.5226824","-0.8986519","-0.3819029","-1.8450344","-0.6222342"
"102.317665430716/136.278412031515","-0.5313579"," 0.4107062"," 0.3110073"," 0.6174031"," 0.4314621","-2.5835391"," 1.0356273"," 0.2980731"," 0.1615227","-0.1509048"
"102.532372699961/183.485037572611"," 0.95309479","-0.30746750","-0.92713659"," 0.81983453"," 1.36724117"," 1.16168040","-0.78193372","-0.03494128","-0.89959167","-1.35078013"
"103.054228202735/50.1027522432094"," 0.7858179"," 0.5371790"," 0.7293427"," 0.9461553"," 1.5330136","-1.1219448","-1.1810246","-0.7242427","-0.6926215","-0.8116750"
"103.123271149075/34.2081422168367"," 0.8981056"," 0.4413966"," 0.3348392"," 0.8880389"," 1.3010536","-1.9219548"," 0.1528641","-0.8813364","-0.9026287","-0.3103780"
"103.823462142283/47.8503243656585","-0.60321536","-0.11198153"," 0.24339533"," 0.66460804"," 0.22649689","-1.37329651"," 2.26738736"," 0.05805937","-0.90994023","-0.46151335"
"104.030293595403/181.880629009903"," 0.9221641"," 1.4733111","-1.2605305"," 0.5676033"," 0.4354596"," 0.9221641","-0.9989884","-0.1173012","-1.2237041","-0.7201779"
"104.070605506448/55.6939598340273"," 0.6790564"," 0.9109975"," 0.4907874"," 0.6058437"," 1.2862609"," 0.2204444","-0.2489548","-1.1876930","-1.1277951","-1.6289473"
"104.087278734297/44.6433827881895","-0.01408510"," 0.35878916"," 1.55029172"," 1.61120609","-0.58157818","-1.15338408","-1.10680718","-0.93117315","-0.06088921"," 0.32762993"
"104.100420338404/48.6476196127068","-0.17973748"," 0.49003440"," 0.10663165","-0.52186231"," 0.11066241","-0.04766264"," 2.48256042","-0.95821009","-1.09425230","-0.38816407"
"104.106970895819/46.4866792811117"," 1.1094848"," 1.1094848","-0.4824887"," 1.1094848"," 1.1094848","-1.2539922","-0.4824887","-0.4824887","-1.2539922","-0.4824887"
"104.113605477794/46.7997392767219","-0.21114871","-0.15717933"," 0.29717058","-0.09633863"," 0.33433049","-0.50482100"," 2.50992414","-0.21114871","-1.29650272","-0.66428610"
"104.115778336196/53.2976217682619","-0.243315554"," 0.170840275"," 1.081836338","-0.005499131","-0.178675680"," 2.078632176","-0.270531004","-1.156621661","-1.404419489","-0.072246272"
"104.126542630331/44.8036730187381","-0.235369282"," 0.629797243"," 1.578885569"," 1.127594315","-0.528104891","-0.810848202","-1.926131943","-0.167488962"," 0.001211483"," 0.330454670"
"104.391619412799/47.4895869655694","-0.56740876","-0.06629485"," 0.16085050"," 0.53672141"," 0.06649224","-1.26467319"," 2.42087484","-0.08093194","-0.88736121","-0.31826904"
"104.528881682026/134.313233512055"," 0.9130020"," 0.8566925"," 0.3096505"," 0.8590720"," 0.9608307"," 0.6719342","-1.1427955","-1.1427955","-1.1427955","-1.1427955"
"105.09740999037/46.4188100658652","-0.7442748","-0.7772533"," 0.9601751"," 1.3158112"," 1.1868325","-0.7772533","-0.7772533","-0.7772533"," 1.1677223","-0.7772533"
"105.11029137541/44.4084864086832"," 0.3599682"," 0.4575645"," 0.7432960"," 1.0216982"," 1.4752781","-1.8942005","-0.3465138","-0.5638667","-0.8227717","-0.4304525"
"105.981450263873/136.302897758677"," 0.6707820"," 0.6836037","-1.4177127"," 0.5739685"," 0.6081600"," 0.9954797","-1.4177127"," 0.5871853"," 0.1339589","-1.4177127"
"106.049871576931/88.170915040773"," 0.8765450"," 0.8297593"," 0.1740538"," 0.9315634"," 1.3814865","-0.1691389","-1.2989705","-0.5306207","-0.6906681","-1.5040097"
"106.11366224834/53.5015718475362"," 0.87530363"," 0.02668413"," 0.39212635"," 0.61950901"," 0.74426410","-1.00507538","-2.40407574"," 0.49625251","-0.06368708"," 0.31869846"
"106.114979793526/46.0880831471246","-0.86289311","-0.90448527","-0.90448527","-0.90448527","-0.80398082"," 1.12279752"," 1.29849667","-0.08961674"," 0.79909026"," 1.24956202"
"107.053029503591/70.9652454278692"," 0.63203101"," 0.80840850","-2.43323442"," 0.59397734"," 0.48907734"," 0.61290315","-0.21542268","-0.01703372"," 0.43593185","-0.90663836"
"108.410497981272/125.788617319845","-0.8704085","-0.2096028","-0.7071102","-1.0092348","-0.2951501"," 0.3937111","-0.9822601"," 1.2909294"," 0.5044621"," 1.8846640"
"108.721765423798/28.0910071902401","-0.005911953"," 0.540644790"," 0.135635073"," 0.611019063"," 0.800534450"," 0.285798403","-2.726357926","-0.153534220"," 0.203027608"," 0.309144712"
"109.028454965976/216.552433354053","-0.36553185"," 0.09141800"," 2.13666362"," 0.23551302"," 0.02493034","-1.54810463"," 0.21964719","-1.08039348","-0.39726999"," 0.68312776"
"109.033792018892/163.132591472405","-0.7196733"," 0.1919888","-0.2807124","-0.3392092"," 0.6734485"," 1.4649553","-0.9388512","-0.1821509","-1.4725299"," 1.6027341"
"109.063342377175/52.9563285126645"," 0.6999501"," 0.2407962"," 0.2206033"," 1.2570931"," 1.6412053","-1.0534344","-1.5009039","-0.4713564","-0.4447273","-0.5892259"
"109.987378030637/111.516573744964","-1.3504500"," 1.0459713"," 0.2286300"," 1.0692216","-1.2809923","-1.3994873"," 0.8030387"," 0.5140731","-0.2084653"," 0.5784602"
"110.030017115027/110.747643914142","-0.7946401","-0.8535607"," 0.8640645"," 1.5279546","-0.7111832","-0.8535607","-0.8535607","-0.4625531"," 0.8467189"," 1.2903205"
"110.071295164999/95.3028574848839"," 0.6422404"," 0.7799711"," 0.5670629"," 0.9046411"," 1.4700133","-1.5092962","-0.9631390","-0.9956756","-0.6479978","-0.2478202"
"110.296202255923/103.956522368146","-1.1356999","-0.6019766"," 0.5584475","-1.3865406","-0.3637074"," 1.3677408"," 1.5533724","-0.6760421"," 0.3980998"," 0.2863061"
"110.975373718024/132.177219436534"," 0.9791911"," 0.6885867","-1.1549603"," 0.8389337"," 0.6399845"," 0.8646955","-1.1549603"," 0.6084498","-1.1549603","-1.1549603"
"111.039128116575/207.902735076389","-1.7018090"," 0.1565823","-0.1921001"," 0.8907588"," 0.1084888"," 0.5535430"," 1.1317009","-1.8084828"," 0.3654558"," 0.4958623"
"111.091691899575/224.258551127217"," 0.41437800"," 1.39081132","-1.00590909"," 0.11488530","-0.09093779"," 0.76836995"," 1.33956954","-0.60101199","-1.61214992","-0.71800532"
"111.091708797708/82.4544725242446"," 0.31195627"," 1.07709150","-1.26116814","-0.10129732"," 0.03250917"," 1.31105265"," 1.37913305","-0.90223994","-0.92061008","-0.92642717"
"111.536754006781/187.056842380584"," 1.2549667"," 0.2260646","-0.3777516"," 0.7605293"," 0.4884601"," 1.4857359","-1.3810124","-0.4411760","-0.8165211","-1.1992955"
"111.536754659956/138.024150612588"," 1.2140688"," 1.1360860","-0.6475979"," 0.3175161"," 0.3553100"," 1.2844281","-0.5288767","-0.7656715","-0.8111833","-1.5540797"
"111.54078524358/201.234939266756","-1.5826597","-0.1368703","-0.9364034"," 0.7558104"," 1.0747403"," 1.3617299"," 0.4926556"," 0.1864528","-1.3158376"," 0.1003819"
"111.580629978519/26.5416737518384","-0.169231366","-0.419264834","-0.985908363"," 0.003411044"," 1.631813620"," 0.526561319","-0.330334072"," 0.418300212","-1.816072485"," 1.140724926"
"112.041022289029/179.446360147","-0.4769130","-0.5762653"," 2.0245973","-0.5480991","-0.4093116","-1.5921669"," 0.5718093","-0.1551553"," 0.1851842"," 0.9763205"
"112.061882148283/211.461234847065"," 1.4506552"," 0.7632630","-1.1868744"," 0.4366792"," 0.1323585"," 1.0588546","-1.5972457"," 0.2979535","-0.7676049","-0.5880392"
"112.08687611214/87.2224913025398"," 0.1201587"," 0.2173874"," 2.1089709"," 0.4247914"," 0.5632547","-1.5702116","-1.1678735","-0.1990447","-0.2510612","-0.2463720"
"112.112047962421/169.117548047282","-0.08580773","-0.06072598"," 0.51646594","-1.99787686","-0.40710834","-1.14293177"," 0.18653783"," 0.62364725"," 1.05800249"," 1.30979717"
"112.112052020616/242.366720547949","-1.1681030","-0.3859024"," 1.2422518","-0.7770671","-0.8711098","-1.3077939"," 0.9071519"," 0.4698393"," 0.8051436"," 1.0855897"
"112.519584117575/102.085182613182"," 0.6073836"," 0.6034089","-0.1878696"," 0.4896497"," 0.6398288"," 0.6140040"," 1.2066523","-0.7540834","-1.6094871","-1.6094871"
"112.542645087026/174.610668826712","-0.24668423","-0.53524575"," 2.20845993","-0.21889418"," 0.11324250","-1.82153852","-0.02806542","-0.21403634"," 0.17879908"," 0.56396293"
"112.558596128196/26.730792268916"," 0.77394769"," 0.47271982"," 0.57860037","-2.24724755"," 0.51138810"," 0.03749102"," 0.45562280"," 0.77874643","-1.30878771","-0.05248097"
"112.887333262585/102.159704764737","-1.09419489","-0.13335009","-0.97527875"," 0.01965537","-0.18656425"," 2.27285045"," 1.08716854","-0.26388551","-0.60542433","-0.12097654"
"112.986687548174/123.738807286586"," 0.9945947"," 1.0966435","-1.1291319"," 0.6057609"," 0.2650973","-1.1291319"," 0.9547650","-1.1291319","-1.1291319"," 0.5996663"
"112.99099105703/126.151591430388","-0.8426880"," 1.1046129"," 0.6175658","-0.8811201"," 0.4396768","-0.8811201"," 1.7946864","-0.8811201","-0.8811201"," 0.4106265"
"113.009574772099/110.495417751472"," 0.34949468"," 0.80473212"," 0.76412357"," 0.33018066","-1.93108288","-0.05014319"," 1.16809744","-1.26588573","-0.72681515"," 0.55729847"
"113.030973560055/142.879388456988"," 0.8448595"," 1.0672155"," 0.2807574","-0.9139732"," 1.0060900"," 1.3709436","-0.9139732","-0.9139732","-0.9139732","-0.9139732"
"113.034712894658/38.1202193531383"," 0.9800745"," 0.6872487"," 0.3470749"," 1.0662346"," 1.4385389","-0.8444937","-1.1122514","-0.7529440","-0.6972310","-1.1122514"
"113.038848627448/172.355601108149","-0.35277317","-0.28807251"," 2.25651683","-0.18585070"," 0.06977555","-1.76309600"," 0.08128361","-0.44034874"," 0.02979295"," 0.59277217"
"113.107288582215/240.91143697271","-1.91705010"," 1.29434965","-0.29205088"," 1.47765310"," 0.07015461"," 0.70737496","-0.65418238","-0.18396446"," 0.12805567","-0.63034017"
"113.115389228322/260.739056238353","-0.7959253","-0.3035215"," 2.1636495","-0.4415858","-0.5014547","-0.9456477"," 0.6552453"," 0.2876225","-0.9901084"," 0.8717261"
"113.115395785878/206.702359303957","-0.8997693","-0.8942888"," 1.3645676","-0.8942888","-0.5685056","-1.1576177"," 1.4263171"," 0.4105965"," 0.3545548"," 0.8584342"
"113.115420087671/161.208853471939","-0.99221840","-0.41089193"," 0.17796307","-0.69189994","-0.06060781","-1.88234604"," 1.05360039"," 1.01644901"," 1.04358326"," 0.74636840"
"113.132459820629/26.5374015377689"," 0.32364255"," 1.16753243","-1.53267878","-0.06364209","-0.20857361"," 1.89582749","-1.16768467"," 0.14464668","-0.29706119","-0.26200882"
"113.533248792909/136.583536362907"," 0.8730888"," 0.9302160"," 0.1682778"," 1.0633162"," 0.5846052"," 0.8889303","-1.1271086","-1.1271086","-1.1271086","-1.1271086"
"113.963726986453/62.361862843321"," 1.09769751"," 0.09750215","-0.94443244"," 0.33553066"," 0.35651652"," 1.88535549","-0.23412770","-1.39327918","-1.03764122","-0.16312179"
"113.999048198001/127.042866062891"," 0.3440569","-0.1286898"," 0.2010528","-0.1641285","-0.1836708","-0.5058286"," 2.2732320","-1.8099359"," 0.1662798","-0.1923680"
"114.066210837522/248.282989685004"," 1.004078519"," 0.279927349"," 0.293918391","-0.835035427"," 0.198141133"," 1.449805397","-2.038637216","-0.004931012"," 0.447750364","-0.795017498"
"114.217742351988/40.7116566571573"," 0.2092680","-0.3756092"," 0.1172561"," 1.0032892","-0.7027521"," 2.1450505","-0.9998737","-1.2657662","-0.2766306"," 0.1457679"
"114.497404587913/135.922614750953"," 0.2269255"," 1.1583597"," 0.1361969","-0.7618210"," 0.7737591"," 1.3725291"," 0.5693904","-0.9558211","-1.4979407","-1.0215780"
"114.553790538135/101.793707744911"," 0.9346843","-0.5225660"," 0.7739930","-0.6197298","-0.6654399","-0.8112184"," 1.5607254","-1.4044572"," 1.1107093","-0.3567008"
"115.011465237929/108.312666644222","-0.2085890","-0.4336829","-0.9943161"," 0.6410408","-0.2312264"," 1.3823410"," 1.8318403","-1.3053910","-0.5778856","-0.1041310"
"115.063256112097/38.6622186340873"," 1.3291896","-0.7761365","-0.7571487","-0.7571487","-0.6557987","-0.7571487"," 1.3075402"," 1.4290624"," 0.3947378","-0.7571487"
"115.086623788506/97.7179600196504"," 0.01891877"," 0.28785858"," 1.88038662"," 0.13343937","-0.04289995","-2.06897435","-0.62590932","-0.45835826"," 0.65627066"," 0.21926786"
"115.571323674051/82.741738420446","-0.8489815"," 0.5272683"," 0.1936193"," 1.5982053"," 0.1510029"," 1.1317363","-1.9599969","-0.3258945","-0.3900374","-0.0769219"
"115.88376731903/145.4414853655"," 0.6895841"," 1.0325162"," 0.2853487"," 0.7775582"," 0.8272649"," 0.9456690","-1.1394853","-1.1394853","-1.1394853","-1.1394853"
"116.034234335138/84.8914695953819"," 0.80634738"," 0.70352562"," 0.19290799"," 0.93638523"," 1.28884293"," 0.05855289","-1.02888265","-0.20535223","-0.93578943","-1.81653774"
"116.648733998128/123.265802430874","-0.8785859","-0.9195329"," 1.0706459"," 1.0286775"," 1.2781068","-0.9195329"," 0.9849582"," 0.1943292","-0.9195329","-0.9195329"
"116.655846102816/78.038026189476"," 0.6669598"," 0.3932482","-1.1518008","-1.1518008","-1.0547880"," 0.6063962"," 1.1018009"," 0.5473052","-1.1518008"," 1.1944801"
"116.661143401093/92.5906888084669"," 1.0251049"," 1.3064440","-0.7840501","-0.7840501","-0.7118438"," 1.2389138","-0.7840501"," 1.0616317","-0.7840501","-0.7840501"
"116.86659271582/105.422976126374","-0.8808004"," 0.5286360","-0.9240956"," 1.3255790","-0.8194757"," 0.2365477","-0.9240956"," 1.3665922"," 1.0152079","-0.9240956"
"117.093823645913/61.2090741429611","-0.7338198"," 0.8228713","-0.7746412"," 1.3155798"," 1.1778675"," 1.2907070","-0.7746412","-0.7746412","-0.7746412","-0.7746412"
"117.097582022258/81.3446169875142","-1.3112284"," 0.9845998"," 0.4609505","-1.3515288"," 0.8215747","-1.3515288"," 0.7606712"," 0.3109318","-0.3206413"," 0.9961992"
"117.107489416707/53.8886714275066","-0.7262264"," 1.6159345"," 0.8190856","-0.7667217","-0.6688677","-0.7667217","-0.7667217"," 0.6027912","-0.7667217"," 1.4241698"
"117.111122742419/96.9515747510177"," 1.0882022"," 0.7671592"," 0.1764836","-0.1219048","-2.1648910"," 1.0231817","-0.4567038"," 0.7925148","-0.5794930","-0.5245488"
