"","DW_20180105_014","DW_20180105_038","DW_20180105_062","DW_20180105_098","DW_20180105_122","DW_20180105_020","DW_20180105_044","DW_20180105_068","DW_20180105_104","DW_20180105_128"
"Label","n2","n2","n2","n2","n2","swip10","swip10","swip10","swip10","swip10"
"284.113907299423/54.8439951036547","110888","253932.3333","166711.3333","1462.078125","169269.5","46786.5","23393.25","11696.625","242562","132953"
"284.179092261149/283.856305651761","2179405","4713491","2118390.5","2606085.5","1951865.333","2021835.333","3541657.5","1736065.5","1901880.333","1803897.5"
"284.356097997147/282.587368494381","2370122","3684291.667","1828172.667","2277592.5","1865981","1878309.667","3879083","1416404.5","1699837.667","1663360.333"
"284.543917382875/284.26467795314","470375.6667","3491378.333","887131.5","1558178.333","725009.3333","362345.6667","29983246.33","860035.5","745749","1151947"
"284.88604506075/42.1908067997783","482042","1529100","1576675","1155877.667","2032775","2285479.5","23393.25","1129340.5","5848.3125","5848.3125"
"284.909468684741/148.248594512533","1096657","1861178","1319411.5","1435251.667","2055346.667","996870.3333","782440.5","808766","5848.3125","5848.3125"
"284.924717724397/31.254831539274","1678292.5","1741881.5","1170225.667","1462.078125","731.0390625","1957021.5","23393.25","1878142","5848.3125","5848.3125"
"285.001856901899/58.9640631972549","633342.6667","528017.3333","682447.3333","627162.3333","595288","703521.6667","1720934.333","685284","936045","415162"
"285.065060604107/216.226277176991","29996773","35024562.67","24397380.33","45057259","42476303.67","21174721.33","49834169.33","36091172.67","26459159.33","34740076"
"285.207196465122/207.009629777799","2470167.667","2777352.333","3161476.667","3053488.667","2567357.333","1713640.667","1554269.333","3652134.333","1961300","2651787.333"
"285.207203002949/107.885293836742","743739","679485.6667","532045","572896.3333","470344","592465.6667","800916","597735.3333","491570","562131.6667"
"285.243389759043/187.737219734469","766145","948111.6667","707662.5","1462.078125","731.0390625","956919.3333","1000861.5","685159.5","5848.3125","704574"
"285.267627864696/285.68997645463","2924.15625","1462.078125","1462.078125","1462.078125","731.0390625","46786.5","23393.25","11696.625","73530.5","5848.3125"
"285.554573525052/282.062728320883","2924.15625","1462.078125","1462.078125","1462.078125","731.0390625","46786.5","4147557","11696.625","5848.3125","5848.3125"
"285.896142819516/153.562277554371","1007925","1207512","1462.078125","936129.3333","1047799.667","820743","23393.25","836749","821091","709866.5"
"285.972042770862/48.7186236401774","2924.15625","764841.6667","2867043.667","835309","505857.6667","433077","1250675","1308421","1235456.333","1589802.333"
"285.989556924521/44.8430791349517","77080156.67","105351315.7","120572924","69332748","55853902.33","81083561.67","108374834.7","96249528.67","111622228.3","94331144.33"
"286.992914502854/48.1137448927791","5238493","7626813.667","7975363.667","4913808.667","3819544.333","5278525.667","9311089","6386983.333","7698939.667","6256202.333"
"286.99734805137/68.2800913125263","7732845.333","9707174.333","10295102.33","6997907","5911585","7659523.667","4590175.333","8533729.333","9598014.667","8417849"
"287.06887150833/179.602787202464","743527","1462.078125","1462.078125","191803","160022.5","247900","431953","277669.5","5848.3125","5848.3125"
"287.068918063563/46.3089284645939","449033","1462.078125","1462.078125","4184","731.0390625","144471","2433753","15936.5","5848.3125","5848.3125"
"287.188094225835/155.819371454555","132578","134789.5","522690","176232","619178.3333","276202","175897.3333","152277","219407.6667","345750"
"287.201779390024/209.600375356525","2647094","2945337.667","3370688.667","3672528.667","4444104.333","2262285.667","1796581","2166252","2463948","2356472"
"287.205054441763/174.751643539491","2924.15625","524283","1462.078125","1462.078125","731.0390625","380771.5","1183344.333","420517","5848.3125","500796"
"287.993688379349/46.6688178395075","704139.3333","828620.6667","755893.6667","567474","450656.6667","694469.3333","1189243.5","800259","818698","1092189"
"288.204962983845/209.521371251065","509205.6667","549401.6667","632481.3333","724545","793753","870308.6667","292340.6667","415494","595206.6667","431699.6667"
"288.226032093805/234.252158825435","1045686","1212116","775361","901665.6667","800453","892389.3333","1682566.5","777378.6667","904550","915475"
"289.165902888871/225.815665540793","378434.3333","1678278","656041.6667","671029","1957190.667","46786.5","1339609.333","1829896","1710936.667","1456192.667"
"289.217374548045/222.861855319279","2641103.333","2869251.667","3182366","3664781.667","3827616.667","2314073.667","1537140.667","2454223.333","2651868.333","2640982.333"
"290.189360786716/192.106301877506","406877.3333","536934","457964.3333","422527","348681","282546","376220","384052","363397","365482"
"290.220544407795/222.976483244358","388033","421221","459103.3333","584168.3333","609958","377182","239832.5","381122.6667","356671.6667","354319.6667"
"290.890832826118/28.8126409509092","590891.3333","961484.6667","1532364","625290.3333","657049.5","812945.3333","3945541","1504501","1121262","941700.3333"
"290.914085789221/158.302610808642","1039719.667","1627382.667","1342004","1589047","1572635.667","1316854.333","1182611","1446235.333","1391020.667","1429857.5"
"290.991609516911/34.6527402099079","15459441","15985990.33","91475924.33","23511670.33","18810364.67","13376763.67","52306315","58210735.67","68520037.33","68298065.33"
"291.037495440635/24.498682853783","6929469","9476960","3833102.667","10193581.67","10720190.33","2257774.667","13015957","2634215","3145607.333","12138386"
"291.052855770844/35.7353396757428","4420714.5","1462.078125","24563129.33","6239574.667","6143121.5","3563548.667","24645611.5","17509898","26953859.33","17113806"
"291.083564019274/32.6068042144068","2239723651","2129940769","11449768279","3092026320","2699164112","1891667048","5393977787","7221477602","6726791253","10500605800"
"291.114450842128/36.6623223639806","3853900","2763682.5","13458303.33","4530398.333","4198945.333","2319206.333","12520319.33","15914810.33","22870935.67","17788898.67"
"291.133920737748/37.861244655172","3105995.667","3047530","11209142","3891706.333","3891103.333","3007221","9463801","8041472","9192318","12906255.33"
"291.175173136306/36.4579112366932","16709727.33","16603883.67","82463727.67","23790689","20501137","13079478.67","36065594.67","52693798.33","60798535.67","65532226"
"291.551453512806/22.301813288419","2924.15625","1462.078125","2716497.5","2377122","731.0390625","46786.5","23393.25","634715","3435831.667","3280135"
"291.58678762803/24.2440233067801","2924.15625","2881436","1462.078125","837264","731.0390625","4380142","14431853","7732420.667","5848.3125","5848.3125"
"292.002456799045/243.314719002524","566495.6667","490254","613968.3333","458677.6667","495127.6667","370397","2685852.5","424752.5","5848.3125","711908"
"292.080694835955/35.3197784620669","11662809","11537137.33","70336953","16881564.33","15117172.67","10144463.33","44158238","43176346","52827908","79294026"
"292.086921222061/33.7821502702605","235514574","231384253.7","1214522098","333981308.7","289769923","204009384.7","748092562.7","754519381.7","809265779.7","1077248898"
"292.179277797528/37.1997927306911","844186.3333","788176.6667","7069934.667","1191948.333","931647","766359.5","4272705","4049467.333","4979975.333","8646045"
"292.830727853664/27.8536106477481","3741587","7585334.333","9638022","5898528.667","3988050","8462118","7814203.5","6547146.333","6493255.667","5848.3125"
"292.869283088879/46.199656821282","2924.15625","925487","16085328","1462.078125","731.0390625","46786.5","23393.25","534035","5848.3125","7500101.333"
"292.945932384241/159.363023309446","961923","1064139.5","1462.078125","1462.078125","1070822","46786.5","23393.25","323595","5848.3125","680141.5"
"293.000207572381/137.707153576968","437631","106291.5","1462.078125","1462.078125","305005","46786.5","300553.5","11696.625","5848.3125","5848.3125"
"293.012516290813/28.3180515383744","2924.15625","942991","1462.078125","1698610","633007","46786.5","23393.25","751254","5848.3125","5848.3125"
"293.087331472112/35.391159986228","29164424","29122805","146657502.3","41977911.33","36682445.33","23890156.33","83199379.67","91826969.33","91917254","116787998.3"
"293.179347269344/168.001679648813","10931797.33","13175557.67","10473079.67","3734285.667","5944833.333","13022851","15564168","8838849","7689982.333","10268194.67"
"293.927700494427/25.2529306418978","10234722.67","5591424.667","4319647","8891053","7237971.667","7577243.333","4586462.5","12480443.67","5862925.333","4873960.667"
"294.091100632243/37.3278210533866","1880896.333","1973630","17001271.33","3132108.333","2837219","1198006.333","8627398.667","10709875","10735422","13736214.33"
"294.182731369137/165.92224246521","1620813.333","1823852","1551356","589172","813632.3333","2005265","2141534.333","1248835","1174826.667","1579978"
"294.269604880438/25.9454021615587","2924.15625","1462.078125","1462.078125","1490398.5","731.0390625","46786.5","21856064.67","8905656.333","900547.5","5848.3125"
"294.306060136561/22.7210237619515","2924.15625","1462.078125","4558827.5","380165.5","731.0390625","46786.5","4427732.5","11696.625","607322.3333","5848.3125"
"294.905951408521/63.4887984658323","2924.15625","990454.5","8196060.333","6256334","5836255.5","2951060","5705159","10410254","4415564","9508359.333"
"294.953401801424/28.8816830842655","6441132","5977326.333","12047645.33","7125254.333","6584597","7297754","6474903","9562044","7820991","7586533.333"
"295.031552445036/75.5584498721094","671935.6667","256702.5","1000014.333","575917.6667","239032.6667","315118.5","902234","1085319.667","1364882","1223741.333"
"295.134109045921/82.4396796234205","125201.3333","148747.6667","1462.078125","125401.3333","731.0390625","243897.3333","223658.5","264443","235220.6667","305671.3333"
"295.15820082105/186.577938587551","2924.15625","260626.3333","291388","1462.078125","731.0390625","318899","175656.5","482428","5848.3125","5848.3125"
"295.17511734001/168.292923161914","449268.6667","524274.3333","413639.3333","172932.5","231674.5","565296.6667","624050.6667","399086","478103.6667","573547"
"295.189093520008/221.713494182159","440149.6667","1069172","720900","612704.6667","742410.6667","442636.3333","1747464.5","799746.3333","940144.6667","1162917"
"295.264267175648/272.181186488338","38075674.33","43854148","41581979.67","46988500.67","43953154.67","31837405","25925139","25754548","24476896.33","25879229.67"
"296.821615263289/23.8525852434051","2997263.667","3435723","2398547.667","6078513.333","2789204.667","2337288.333","927489","2870218","11054256.33","10178687.33"
"296.951034979425/28.5892116668556","1018948","751027","1288254","1781425.333","820474.3333","1305528.333","860226","842130.6667","632336.6667","867031"
"297.207275949676/213.714122526912","287321.3333","256633","1621137","1462.078125","287976","842275.3333","23393.25","11696.625","334689.5","5848.3125"
"297.279973112657/271.222108515904","1011697.333","831587.6667","1046667.333","1318969","1652396.333","3529768.333","1415761.5","441249","1898498","1374550.667"
"298.246791511539/206.283894260894","2788568.333","4423170","1948825.333","2455400.333","2089328.333","1249039.667","2670910.333","2237726.667","1881064.667","1780178.333"
"298.283421214169/281.992935716379","2924.15625","377190","940900","936583","561653","602853.6667","23393.25","100999","5848.3125","5848.3125"
"298.871194668705/46.478681267645","3009754.333","3680425","18506574","3574666","2831952","2573567","8615300.5","5786944.333","6560340","8590676"
"298.877450387158/122.054075931198","1513953","1553196.5","871175.6667","1846598","1843997","690352.6667","1672554.5","1093560","1411279","1620829.333"
"298.891396542325/30.925366583233","2924.15625","1462.078125","1462.078125","1462.078125","731.0390625","46786.5","12036197","11696.625","5848.3125","24318786"
"298.896101773207/148.288769990534","2924.15625","1462.078125","851034","611207.5","731.0390625","46786.5","1177614","1374035","1107573","1092378.5"
"298.942873581667/187.082304776197","2924.15625","1462.078125","498333.6667","1462.078125","731.0390625","46786.5","349401.3333","11696.625","700747.5","348100.6667"
"299.017557178769/63.176656356394","155711","1462.078125","1462.078125","160754.5","731.0390625","281819","23393.25","214173.5","5848.3125","5848.3125"
"299.068945611174/25.894214134475","103392550.3","87106495","91667272.33","106751709","139039892.3","43113758","50436085.67","56915569.67","58865522.33","59369096"
"299.080675625522/214.286754083455","13475326.67","24745073","11026838.67","15736715.33","16802028.67","6734604.667","4727915.333","23043152","18658982.67","20939272"
"299.150105514723/64.9026177588712","287995","210195.3333","1462.078125","459533","731.0390625","154791.5","23393.25","164981.5","5848.3125","5848.3125"
"299.19940627753/212.13099507517","2924.15625","1462.078125","1462.078125","1462.078125","1143078.5","46786.5","23393.25","9193","5848.3125","5848.3125"
"299.222974517608/230.210397106345","3219541","3693838.667","2782309.333","2927462","3610768.333","2813809.667","2456616.5","2402371.667","3374867.333","2965519.333"
"299.25914705997/205.796606623767","10109439.33","12890977","7717842.333","9838671.333","8245093","7229990","9556508","9993099.667","8852041.333","9145457.667"
"299.844678523121/249.769152245457","2924.15625","1462.078125","1462.078125","1462.078125","731.0390625","46786.5","2078270.5","11696.625","5848.3125","5848.3125"
"300.080303745082/279.801781755065","2281558.333","1670543","3842137.333","3496347","2536698.333","606379.6667","678717","2291589.333","1717437.333","2455713"
"300.080355582981/225.231037415837","619692","622822.6667","707547.3333","1525532","978827","1060682.667","1150227.667","233199.6667","580772.3333","1729008.333"
"300.084383231772/287.523231654059","733042.6667","295220.3333","1462.078125","1353833","1005874.5","425250.6667","23393.25","167802.6667","2017405","821819"
"300.084719284913/290.839630193883","932139.6667","437845","1462.078125","1462.078125","731.0390625","796241","23393.25","1003549.667","1962722","821819"
"300.085760728692/63.5925471361308","343622","677883.6667","1462.078125","1462.078125","731.0390625","66755","23393.25","41376","39357","3230.5"
"300.087589826724/71.7009133567991","522984","470821","218335","450585","183189.6667","1190570","954826.5","1159886.333","970415.6667","1300124"
"300.218005736687/189.157663124193","3346378.667","3967609.333","2747573.667","3308913.333","3133428.667","1982916.333","2584159.333","2428798.667","2458600","2301866.333"
"300.226298334179/231.703643816711","423131.6667","462016","287415.6667","320622","435838.6667","371138.6667","308521.5","224774.6667","401965.3333","350824"
"300.262673758584/202.678739922556","1605820","2206972","1175737.333","1518856.667","1278306.333","1053591","1695911.5","1763204.667","1382009.333","1358099.667"
"300.912176993833/231.072458477516","2924.15625","1462.078125","6699614","2650700","2312597.667","1517039.333","1049954.5","6813801.667","1411737.667","6987966.333"
"300.919333790218/29.4807477809044","2224755.333","2934503","9394718","2524756.667","2069576.333","3610345","5650685","6932112","6236152.333","7007948.667"
"300.952941099289/176.559103483713","2924.15625","267741.5","1462.078125","404668","731.0390625","46786.5","241431","11696.625","5848.3125","5848.3125"
"301.073482414293/24.9768049272094","1765190.667","1483336.5","2124078","1962023.333","2235923.5","1738619.667","23393.25","3647246.333","1465900","2444246"
"301.120478274931/219.911538528487","2657577.333","2679817","3274473","3969175.333","4472668.333","2004600.667","1166379.333","1591755.333","2022818.333","2278501"
"301.121192225659/48.3804714088881","447118.3333","1596292.333","1331062.667","217749.6667","471806.3333","68443.33333","1113986","58792","2008911.667","2834775.333"
"301.217235929545/214.755810860175","364662456.7","385241094.7","427189438.3","521377611.7","549010807.7","284924177.3","186745958.3","300620507.7","300230305.7","318252648.7"
"301.31402906414/220.067869776305","2660145.667","2772691.667","3218233","3921209.667","4231714.667","1922982.667","935240.3333","2185117","2166718","2274417"
"301.33505772122/251.125805689362","2255399","3272521.667","1534902.667","2167224.333","1638227","1521120.667","3457414","1382126.333","1612949","1656411.667"
"301.903769096786/163.174710085859","348283.6667","342155.5","1462.078125","1462.078125","731.0390625","384789.5","23393.25","11696.625","118593","5848.3125"
"302.123732094911/220.734510783714","391782","399017","449402","670303","865352.5","328149.5","214655","378105.5","330445.6667","326204.6667"
"302.220753199879/215.992686661482","78365263.67","83406280.67","92341224.67","113005767.3","118956822.3","59410123.67","40705584","64638945.33","64566739.67","69026398.33"
"302.234096487407/198.208837711426","2293477","2352881.333","1261958","2323656.333","2061764.5","1167942.333","1444733","1229013.5","1411217.333","1013354.333"
"302.533720049448/27.6401714231934","2829428.667","3204446.333","11982162.33","2688835.333","3092518","1863582.667","4159710","1907261","404182.6667","2636600"
"302.889813280953/152.025565904687","328110.5","307818.3333","971677.5","477808","731.0390625","46786.5","2617300","198577.3333","2947348","1178689.667"
"302.90862059219/157.034615291855","1128917.5","877828.6667","1462.078125","290619.6667","854721","46786.5","23393.25","961526.6667","5848.3125","5848.3125"
"302.919955856421/142.095163835229","1806264.5","2156776","1364396.5","2247460.333","2334337","1514057","23393.25","1883636","5848.3125","1427851.5"
"302.924915966934/164.201219496922","394650","260037.3333","562804.5","290933.5","580516","368914","23393.25","489592.5","5848.3125","157532"
"302.936234068828/26.8843728153861","2924.15625","1462.078125","2012276.5","1286616","731.0390625","46786.5","23393.25","2016139","2085744.5","2710608"
"303.224246335847/220.299625117914","7529171","8029567.333","8712317","10676343","11037344","5637303.333","3549848.667","6060909.667","6107636.333","6459031"
"303.232868008167/233.665321696384","83916097.33","87437308.33","95602399","113631012.7","119357348","71161746.33","45357277.67","78896047.67","81423074","83854534.67"
"303.330396254284/232.909323370628","434288.5","301763","446300.6667","689700","702451","261443.5","293832.5","339723.3333","397169.6667","343741.3333"
"303.88437255263/157.525257824679","478595.3333","271306","385020.5","382591","285522","308489","23393.25","433742","336339.6667","247087.5"
"304.000230177248/46.3562946255672","612395.6667","1075059","898883.3333","580912.3333","356882.3333","745517.6667","1255366.5","773291.6667","951704.3333","875921.3333"
"304.205036679989/201.478348207957","2924.15625","1462.078125","211619.5","1462.078125","278324","109908","132798","146976.5","5848.3125","324597.5"
"304.23648300083/232.007837930542","18096049.67","19171826.33","20891732","24980795.33","26160525.33","15876521.33","9827354","17176089","17757304.33","17542873"
"304.861292462281/28.0236237387704","2924.15625","1462.078125","1462.078125","1462.078125","731.0390625","46786.5","2453679.333","11696.625","1781474.667","3452506.333"
"304.964159637358/159.809745072043","1312982.667","1462.078125","1243553.333","2311298.333","1969907","1131034.667","23393.25","1347450.333","1836760","1617113"
"305.014356346679/26.0249407020743","2041251.667","2303498","1659533","2441010","3020087.333","1109934.333","23393.25","1335478.333","2008698","1770318.667"
"305.239734872873/232.30171838652","1632886","1513987.333","1841514.667","2063019","2374671.667","1338590.667","870319","1520460","1520643.333","1355265"
"305.248765100145/241.314992668036","23025460.33","23023402.67","27111579","31706343","32133626.33","23769327.33","15367723.5","22374959.67","23165322.33","23789853.33"
"306.252022923743/243.277378075942","4811836","4713711.333","5792737.333","6910016","6608236","5158725","4125592","4488046.667","4683115.333","4856324"
"307.158416662203/186.389503039137","2924.15625","60142.5","1462.078125","119629","132760","46786.5","56938","11696.625","154731","5848.3125"
"307.158709547782/123.244749719228","2924.15625","142255","1462.078125","124930","731.0390625","46786.5","23393.25","11696.625","4033275","5848.3125"
"307.191826569153/122.139587500477","938396","1254258.667","694214.3333","1039003","690436.6667","1300968","1163496.5","1248293","1096666","1035160"
"307.193437290664/102.15874172821","966290.3333","679287.6667","267024.3333","62365.33333","702737.3333","1371279.667","844938.3333","752901","440421.3333","1058776.333"
"307.195104294329/175.632165921773","5182444","2616720","1554225.667","949940.6667","2535654","4768948","9513730.333","3168254.333","2663925.667","5522768.333"
"307.264463485185/263.246412115083","5340459","5715937","5758444","7003954.333","6756981.333","3811709.667","2745580.667","3918239","4297377.333","4181908"
"308.198317974032/175.838500901669","615360","251960.3333","144033.6667","142617.6667","249234.3333","530786.3333","1340235.667","380821.6667","297906.6667","587081.6667"
"308.267979790538/263.328190860101","1007801.333","1143663.333","1079221.333","1380740.333","1416666.667","701820","6852638.5","731913","747513.6667","823267"
"308.832505860884/30.3064316780357","974840","723444","1462.078125","1140108.667","1006173","904057.3333","23393.25","1296735","1421809.5","1403359.5"
"308.923458286453/24.9123528666031","1306744.667","1364638.667","1462.078125","1414323.333","1637089.667","1325067","23393.25","7099695.5","1737102","11992523.67"
"309.170949929828/79.1247333672295","169082.3333","250810.3333","154345.6667","192216.3333","114239.3333","304529","148597","254896.3333","169666.3333","247528"
"309.174236334973/152.822612611341","2150739.667","6823340.333","941533.3333","802939.3333","1058254.333","4154896","1778755","1110065.667","1648405.333","1756670.333"
"309.207041401745/185.968166828648","615760.3333","536174.6667","1462.078125","400555","731.0390625","580217.3333","607749.6667","11696.625","418000.5","5848.3125"
"309.207147278399/116.992195604304","3536","170711","1462.078125","1462.078125","731.0390625","2293.666667","196079.6667","11696.625","5848.3125","5848.3125"
"309.280024849582/286.458899834981","2931639","3657193","2822577.667","3470212","3209358.333","2888840.333","4365430","2190153.333","2848004.667","2368978.333"
"309.919629208509/25.1857056105001","1343542","1159366.333","1462.078125","1786545.667","2419508","1465423.333","23393.25","1338488.333","2087844.333","5430293"
"309.932485100663/171.537964452742","647790","117900","115446","236763","259716.5","422983","23393.25","391776","254982","233657.6667"
"310.283734711376/288.595720882917","605526","909708.3333","397101.6667","657824.6667","372383.6667","403692","23393.25","501965","642257","537142"
"310.956705622914/217.570522593111","559375","420233.6667","1154161","789904.3333","1226600.667","337393","401656","1336213.667","348699","986644.3333"
"311.186383351359/203.526321818529","2924.15625","529560.5","1462.078125","285521","545606.5","46786.5","261664.5","11696.625","200473.3333","5848.3125"
"311.186411046405/87.7773475248071","2924.15625","33746.5","671125.5","23237","600392","46786.5","23393.25","11696.625","74201.33333","5848.3125"
"311.222905276398/228.823768748285","786457.3333","756658","1038211.333","756301.3333","766280.3333","837988","411527.3333","871116.6667","491209.6667","676921.3333"
"311.223007637133/167.181839027648","933510.3333","885154.3333","1017239","1052662","647389","913483","937806","636118.3333","781721","722957.6667"
"311.270433441458/161.822294643242","79713.5","1462.078125","1462.078125","1462.078125","731.0390625","112056.5","23393.25","11696.625","5848.3125","5848.3125"
"311.295472953318/291.808595522375","713088.6667","813803","958278","792139","885429.6667","1755039.667","23393.25","951440.3333","966383.3333","613398"
"311.872870992461/156.901778242856","800917","898702","547942","1162770.667","867532.6667","957397.3333","930768.5","951897.6667","742612.3333","714469.3333"
"312.254462833414/193.808002662566","286755.3333","100574.6667","1462.078125","3462484.5","731.0390625","3861.5","23393.25","889113","41613","5848.3125"
"312.849554586904/23.1077966419294","1466388.333","2160269.333","2074028.667","1319377.667","1724415","1540920.667","517994.3333","1344583.667","1869374","2683079"
"312.90623846144/203.513081523556","512865.3333","429255","650499.6667","784171","842151.3333","714447","328122.5","721474.3333","729123","454754.6667"
"312.950871550355/23.4547811407391","2924.15625","1462.078125","1133984","1462.078125","731.0390625","46786.5","1591174.333","11696.625","834962.6667","3017612.333"
"313.052514000252/28.9054972146963","3029970","4701535.667","240729110.3","3020798","2238922.333","2725158.333","232011161.3","54170100.67","167027770.7","631055308.3"
"313.065474447143/31.570233377383","48023722.67","55061032.33","310978435.7","61697139.33","49285942","48849999.67","216277419.7","197045261.7","211957966.3","292764050"
"313.078541211639/268.208452551618","4110473.333","4985232.667","2611110","3261730","4376953","3638677","6024405","2915623.333","4220909","4363723.667"
"313.128661038581/68.975047616314","2924.15625","1462.078125","292211.5","88740.5","215540.3333","46786.5","23393.25","11696.625","5848.3125","113402.6667"
"313.165865828926/53.444125550578","98205","157644.3333","530411.5","3935","3257.5","85107.66667","609598.3333","382937.5","1087064","544193.6667"
"313.238399478506/208.38843608646","13899713","14106727.33","15655699.33","17250330.67","16019226.33","9907882.667","5379173.667","8267499.333","9142511","9187761"
"313.8679236147/25.3727747442244","3244305","5252953.5","1462.078125","1462.078125","4521223.5","5100505","23393.25","11696.625","5848.3125","5848.3125"
"313.898241380889/215.709397306216","280854","316605.3333","403653","421401.6667","458300.6667","243194","437323.5","925849.3333","477278","398627.3333"
"314.068714382344/33.0960102602163","4502992.667","5194357.333","27447585","5877303","4912092","4368538.333","21428600.67","18641769","18859324.33","25342791"
"314.07793562103/194.814755123559","862680","1200583.667","465236","960562.3333","1039990.667","813357.3333","1107397.5","789539","1069623","1194705.5"
"314.077994156363/279.040429823897","429771.3333","1334162.667","43560.5","804273.3333","448846.5","240563.3333","23393.25","320303.5","272288.3333","512620"
"314.233857813048/194.979422227326","2548191.333","2893117","2457466","2578195","2909200.333","2098719.667","2552797","2215092.667","2667184.333","2241089.667"
"314.242007098017/211.865302336325","2369103.667","2483756.667","2672944","2939880.333","2776852.333","2021116.667","943546","1479208","1310181.333","1504060"
"314.242067198771/131.180804394502","370801.3333","35281.5","552777","11248","34236.33333","131629.6667","11095","138393","59029.66667","255221.6667"
"314.87552161299/160.285770926644","714343","1462.078125","334540","1462.078125","731.0390625","46786.5","481272.3333","630904","326451.5","359397.3333"
"314.898750219034/139.284364920441","1292162","1562349","1079790","9023370.5","731.0390625","46786.5","7046147.5","11696.625","5848.3125","5848.3125"
"315.008801208604/29.6341622615963","3309773.333","2282312","4283321","3332040.667","3978637","4678504.333","942698","987163.3333","1563356.5","8382826.667"
"315.041690329338/33.3667228886071","21696360.67","18972411.67","52249032.67","24479158","19427212","23766954.67","29700937","37011922.33","42163977.67","47839577.33"
"315.050167001051/22.4609655676516","471370.5","1462.078125","40039557.33","1462.078125","731.0390625","542759.3333","63156858.33","14023644.33","27495644","85249601.67"
"315.075578940483/279.075745330083","644856","466240","1462.078125","708490.3333","276154","245449.5","1353068","441712.5","37102.5","815885.3333"
"315.181364293492/63.6351298396871","448819.6667","151511.3333","143155.5","1462.078125","731.0390625","155778","289366.5","426104.6667","418549.5","250764"
"315.217429364837/177.076781074953","2924.15625","489512.3333","1462.078125","1462.078125","731.0390625","518906.5","23393.25","358157","498974","5848.3125"
"315.236215990304/206.512445545628","1006088.333","994656","730821","897803","690603.6667","713560","23393.25","608141.3333","755524.6667","751507"
"315.879759986753/18.9373785254586","341079.3333","375539.3333","1462.078125","379600.3333","417708","254973.3333","23393.25","11696.625","5848.3125","5848.3125"
"315.898171709504/147.323288705209","852372.3333","1177295","760559.6667","445883.3333","1471806.667","980838","23393.25","742893.3333","1107976.333","1164474.667"
"315.927476006335/155.782675392622","943490.5","752522","1462.078125","569227","604374","46786.5","23393.25","666477.3333","170917","468540.5"
"316.044897189415/39.7176529595351","783468","724189","4422563","580209.3333","440286.3333","1071559.667","3522551","1811716.333","2455673","4512437.5"
"316.249453915556/205.746944886448","1387691.667","1640459.667","1403758.333","1463716","1381318.333","422962.6667","630371.6667","518123","831139.3333","494414.3333"
"316.847652038971/19.7312108393888","1894219.667","1812007","153052.5","1782176.667","1744156.5","1500531.333","206994","788029","701199.5","158800"
"316.895726402568/133.887060093413","607332","854330","524447","232381.3333","669447.3333","237379.6667","262319.6667","11696.625","573706.5","5848.3125"
"316.897260281512/29.2120084756761","808317.3333","1668566.333","1578135.333","2862522.667","3404755","1459416.667","1095566.667","11696.625","1599795.5","5848.3125"
"316.909432051501/26.9363313732845","8077132.667","1462.078125","1462.078125","8498842.333","7043678.333","9397112.667","23393.25","11696.625","5848.3125","5848.3125"
"317.037320801929/282.307401937294","1329520.667","1702298.333","1529082","2431606.333","2262198.667","899080.6667","7897680.667","1956865.333","3708889.333","2429817"
"317.038605772669/25.3205518614817","5509073","4844140.667","4540951","5151526.333","7122009","3961730","2175298.667","3135436","4114102","5453732.667"
"317.05185826863/25.9312492260421","2051828.667","2179385.667","3609458.5","1716969.667","1496389","1490454.333","698066","2068767.5","5848.3125","5848.3125"
"317.104741633061/18.0629775553349","717046","1462.078125","293296","692020.3333","140672.5","46786.5","68777","95697","174719","196606"
"317.212402556832/165.30256146824","650094","1374378.667","635147","991421.6667","1103757.667","751533","553191.6667","425330","416481.3333","434905"
"317.260823245969/251.934647498435","636399.3333","770611","407060","575255.3333","439453.3333","290562.6667","23393.25","741085.6667","660310.5","748517.6667"
"317.371664489459/149.056977462209","666642.6667","870076.3333","789945.3333","1179928.667","995105.6667","880955","436654","865789.3333","913341","811581"
"317.876033332214/149.791168271882","1120516.5","1087874.5","1118945","1399351","1193469","1198649","23393.25","1528550","757317.6667","777134"
"317.909412956653/28.044134549093","1349577.5","1544848.333","1561382","1663958.667","2258476.333","1547342.5","5666791.667","3057150.667","1078138.5","2616760.333"
"318.036503082996/163.826877490797","620922","545932.6667","508735.6667","604689.6667","615841","46786.5","23393.25","483315","5848.3125","5848.3125"
"318.158340024477/167.356267609308","277449.6667","593851","227401","225415.5","265502.6667","236644","383947","148167.5","197635.6667","155066"
"318.220642128488/211.2368207784","859403.6667","1107737.667","1479498.667","1348990.333","1350679","567201.6667","829482","877545","701981.3333","872402"
"318.90439518103/27.7216515096597","2355899.5","1462.078125","5748238","1507638.5","731.0390625","46786.5","4421527.5","3922907","5447063.667","5848.3125"
"318.904731770034/198.921493038615","327550","1462.078125","313637.6667","145755","731.0390625","46786.5","171203.6667","126949","258285.6667","5848.3125"
"318.952480413529/25.540664105343","4486118.333","4223129.667","2396642","4440604.333","5629032.333","2772863.667","23393.25","3122776","2121110","5848.3125"
"319.033880024743/163.609434895197","216498","1462.078125","1462.078125","229441","731.0390625","270309.6667","23393.25","155219.5","169376","187832.5"
"319.037347455497/21.5184446484181","1394827.667","2093286","4227946","2348853.333","7288978","2280930.5","7286732.5","4464185.333","5750767","7118052.667"
