"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"683.302776565004/245.902182723528",0.014377,0.033503,-0.013108,0.0021344,-0.023592,-0.0013275,-0.0022919,-0.0027967,-0.012708,-0.0031278
"683.396274785914/215.789859062032",0.012754,-0.0068979,0.008765,-0.0063561,0.020999,-0.010173,0.030336,-0.039368,-0.0339,0.006031
"684.791229575277/27.7865794402108",0.016456,-0.021692,0.0074163,-0.012377,-0.010182,0.02643,-0.032696,0.01409,-0.011938,-0.0041133
"685.527576624278/237.577147494944",0.021175,0.031419,-0.015958,-0.0010148,0.00024857,-0.0028119,0.0071817,-0.0047679,0.010486,0.0058198
"685.773386378809/26.4580705910245",0.024716,-0.02449,0.018611,-0.0077071,0.017784,-0.0012743,-0.0036303,0.0020118,-0.0049701,0.0017794
"686.74796407157/25.2495387292001",-0.030853,-0.007685,-0.014552,-0.004417,-0.009981,0.012549,-0.0081408,-0.017991,0.020337,0.0062914
"687.364140990174/284.489285925029",-0.022117,0.0079478,0.035045,-0.0026578,0.015242,0.0070552,-0.015117,-0.0047936,0.0038458,0.0037142
"687.54309286638/257.030217489225",-0.0012206,0.038213,0.0043801,-0.0036117,0.0044607,0.006856,0.022235,-0.015586,0.0080508,0.0069341
"688.545722756081/256.492896050516",0.024515,0.023492,-0.015352,-0.011448,-0.0027538,-0.0073135,0.020265,-0.0061539,0.013219,-0.0054932
"688.795473152849/29.1658269540296",-0.022724,-0.024924,-0.003507,-0.0025572,0.0036451,0.014151,0.0061358,-0.020256,-0.029766,-0.0055471
"689.120686076949/186.948854780903",0.027206,0.015353,0.0014823,0.001592,0.015892,-0.0099363,0.017381,-0.019557,-0.02679,-0.0011781
"689.548041589084/269.820531963996",0.0028713,0.016087,0.013111,-0.047301,0.010571,0.00049606,0.014033,-0.012578,0.027119,0.0050876
"690.121838920965/187.477737243099",-0.0031027,0.012391,0.0055701,-0.027658,0.022822,0.0088434,-0.027359,-0.045576,-0.010443,-0.0030195
"690.550364062366/276.581454894429",0.014328,0.015856,0.022086,-0.012392,0.010562,0.032603,0.013622,-0.016909,0.025857,0.0032227
"690.56000991448/283.701074489548",0.013151,0.0094747,-0.039871,-0.00043314,-0.0057872,-0.0063789,0.019828,-0.021289,0.0041741,-0.0002972
"690.737779606629/26.8285388380271",0.020951,-0.01399,-0.011549,-0.025665,-0.021028,-0.020764,0.019989,0.019515,0.00097684,0.0072197
"691.427640782414/210.840789608095",-0.025191,-0.02814,0.0089992,-0.0021644,-0.0044884,-0.0030924,0.010594,-0.016129,0.0036791,-0.00052166
"691.432541185728/210.73293445403",-0.021488,-0.030877,0.011323,-0.002894,0.0001167,-0.010792,0.00053163,-0.018319,-0.0064795,-0.0020643
"692.428960673556/210.857129411704",-0.027373,-0.019844,0.017254,0.0026966,-0.015244,0.00060695,0.0085191,-0.018289,-0.00057017,0.00067063
"692.436289925578/213.879212564917",-0.026138,-0.022976,0.011751,-0.0046436,-0.014695,-0.0096965,-0.013631,-0.016561,-0.0019932,0.013272
"692.558585739112/284.165798068882",-0.018891,0.021041,0.033242,-0.0006812,-0.0048884,0.013968,-0.0047499,-0.001275,-0.0051752,0.00030929
"693.248796385476/264.194053298701",-0.0012833,0.015051,0.0075301,-0.0054869,-0.0098251,-0.026084,0.035012,0.038625,-0.025848,0.0048082
"693.344262349298/20.7566025251197",0.022645,0.0086769,-0.0018186,-0.017261,0.024269,-0.026108,0.0014084,0.024329,-0.02566,0.0051914
"693.427606960179/217.957193854551",-0.023448,-0.011588,0.0001313,-0.0040677,-0.021387,0.010018,0.010251,-0.0096818,0.045447,0.0055516
"693.437389518486/217.958601200179",-0.027556,-0.011786,0.0031935,-0.017438,-0.016162,-0.0010734,0.0032452,-0.03056,0.02062,0.00046429
"693.449665703792/254.353941089096",0.012925,0.028551,-0.017466,0.002018,-0.02029,0.017135,0.0087436,-0.013795,-0.022806,0.0037611
"694.435741385634/213.611862534839",0.0066722,-0.034338,0.015487,-0.008626,0.0050953,0.020958,0.0074037,-0.017554,0.012655,-0.010573
"694.443054485619/218.409217814624",0.025766,0.015117,0.0053767,-0.0040117,0.022478,0.012218,0.017936,-0.021558,-0.02102,-0.00019904
"694.720643621633/24.0750270211509",0.021567,5.3061e-05,0.016479,0.019808,0.020504,-0.018842,-0.0129,0.018265,0.032541,0.0030013
"695.313189939532/243.391006895559",0.014485,0.032564,-0.012978,0.0020193,-0.025844,-0.00045038,-0.0039537,-0.0038586,-0.013466,0.00075445
"695.438721085159/213.924385203066",0.012351,-0.024131,0.017973,0.0029908,-0.012049,-0.02657,0.016192,-0.020527,0.024648,0.00028138
"695.780895616911/32.7610005922917",-0.030487,0.0023014,-0.0053214,-0.013088,-0.020837,-0.0094669,0.021109,0.0184,-8.6813e-05,-0.0088621
"696.315606353922/241.83626112488",0.014123,0.033961,-0.0093802,0.0019547,-0.025721,-2.0985e-05,-0.0047198,-0.0017271,-0.011277,-0.0062336
"696.32045393942/19.4923129724732",0.0050798,0.020641,-0.014436,-0.026485,0.003824,-0.035704,-0.024044,-0.015712,0.0094299,-0.0093596
"697.864096149473/32.7786376527294",-0.013826,-0.00221,-0.0012745,-0.016772,-0.0018575,0.057851,0.0043483,0.0066133,-0.0050612,-0.0023853
"699.373100883663/215.046175598172",0.0219,-0.015618,0.0040476,-0.00049016,0.0084399,0.0074909,0.007285,-0.0070906,-0.051897,0.0040388
"699.78520183566/32.258746056805",-0.023829,-0.023756,-0.0021775,0.0069684,0.010801,0.01018,-0.0091444,0.02749,0.019577,0.0074753
"701.789209768368/27.2687032164916",-0.0026235,-0.028622,-0.014006,-0.008858,-0.021116,-0.017312,-0.030295,0.012915,-0.013267,0.0084564
"703.428539705987/164.851325290289",-0.0032473,-0.0008379,-0.018663,0.028378,-0.040076,-0.014434,0.019128,-0.014574,0.023611,0.010051
"703.871828686405/31.9653571523254",0.017929,-0.023265,0.008194,-0.012914,-0.0088123,0.027534,-0.023813,0.0016643,-0.021866,0.0028852
"704.488673256264/230.270821089491",0.019137,-0.0080763,-1.2063e-05,-0.0010743,-0.040986,-0.0087204,0.0097636,-0.038023,0.002456,-0.0082594
"704.814938468488/25.0527038288549",-0.03294,0.0082871,-0.018871,0.011615,-0.00024313,-0.0011995,0.0080177,-0.0013022,0.0053073,-0.0016719
"705.342492729822/32.273305566824",0.0031127,-0.018707,0.0026505,-0.035538,-0.011744,0.016627,-0.030814,-0.018564,0.025134,-0.0079594
"705.445600487196/214.762063271642",-0.029378,-0.023745,0.0047895,-0.0082419,-0.0073503,0.005263,-0.0026991,-0.012956,0.0037849,0.001671
"705.450670879719/225.74010877007",-0.014526,-0.011616,0.0092211,0.027888,-0.043419,-0.0086564,0.016342,-0.0081392,-0.0060348,-0.0013975
"706.44730776188/210.733151469808",-0.029787,-0.021663,0.0092993,-0.0025731,-0.016705,-0.00079757,0.0031186,-0.0068501,-0.0019102,-0.0024587
"706.651593596013/27.9071669408118",0.027581,-0.013223,-0.012256,0.025885,-0.0078155,0.012604,0.015196,-0.006796,0.012755,0.0085159
"706.729742622998/30.8117291725002",-0.011062,-0.02064,0.0084231,0.020424,-0.009516,0.035041,0.013301,-0.025494,-0.021917,-0.00097814
"706.807695200929/25.1738540476835",0.00035607,0.0062382,-0.03342,0.022006,-0.0092146,-0.017229,-0.026424,0.017261,-0.025114,-0.00053521
"707.423427304754/214.726897738924",0.011275,-0.023169,-0.01438,0.01479,0.00014252,0.012396,-0.013025,-0.035272,-0.032042,-0.0085034
"707.451186041768/211.117120117756",-0.023689,-0.011754,-0.0055976,-0.00099002,-0.019885,0.018724,-0.02667,0.020826,0.023875,-0.0039612
"708.674826384359/25.1699682281012",0.0047435,-0.0026222,0.018346,-0.035654,-0.031904,-0.014903,0.020345,0.0274,-0.0053276,-0.0037506
"709.526190496802/234.355240999185",0.017923,0.036365,0.00056345,0.00070481,-0.001018,-0.0045394,0.0094664,-0.0050368,0.0089169,-0.0021505
"712.737719324063/25.7873911873772",-0.019139,0.013017,0.013909,-0.012994,-0.0036383,0.033582,0.031608,0.013706,0.0049449,0.0090915
"712.757988002313/25.2177986754215",-0.019211,-0.031067,0.0079816,0.0030849,0.023605,0.00099869,0.013821,-0.00098641,-0.0029644,0.00252
"714.45386442915/178.969151285357",-0.020396,0.011746,-0.016299,0.022519,-0.0074498,-0.0014817,-0.024544,0.034123,-0.014751,0.0056188
"714.753829556787/25.3181709687231",0.005884,-0.0014092,0.018567,0.011827,0.0029461,-0.034277,-0.045351,-0.01295,-0.013461,0.0032513
"714.800031302651/33.0397281642566",-0.032786,-0.00076797,-0.006041,-0.011395,-0.016443,-0.0076415,0.01838,0.012268,0.0082646,-0.0022965
"714.843571385882/26.3542471848258",-0.015005,0.030359,-0.010038,-0.028878,-0.0093602,0.0081071,0.0055085,0.015363,-0.00054164,-0.00079837
"715.433787681903/224.168701173996",0.012445,0.033191,-0.018769,-0.014996,-0.011393,0.010428,-0.010333,-0.0054909,0.0010871,-0.002461
"715.441449936087/229.383374846899",0.013447,0.0024586,-0.039977,0.0023469,0.018377,0.024439,0.0029466,0.00018044,0.0057144,-0.0062462
"716.616456700589/25.3025225192499",0.0022356,0.0042159,0.0087464,-0.048487,-0.024302,0.01257,0.0076619,0.0064575,-0.031601,0.0024825
"717.453753983844/237.45299719646",0.0086874,0.013849,-0.03759,-0.028537,-0.0032211,0.011779,-0.0076639,-0.011233,0.0035826,-0.0093393
"717.61624652259/27.5770125794105",-0.029791,-0.014006,-0.011855,0.011164,0.0052116,0.011164,0.0041901,0.0090771,-0.026678,0.00070429
"717.763293736901/32.6957751282161",-0.019211,-0.031067,0.0079816,0.0030849,0.023605,0.00099869,0.013821,-0.00098641,-0.0029644,0.00252
"718.447561909853/234.973458650619",0.018584,0.031559,-0.018633,-0.0018564,0.0072694,0.0079508,-0.01155,0.0042823,-0.0059021,-0.00049296
"718.452754918509/237.626626344331",0.0064773,0.031933,-0.0216,-0.016,-0.010431,0.015327,-0.016133,-0.0007331,0.010168,0.00017056
"719.458980369242/250.337701607443",0.011728,0.016842,-0.010805,-0.0069378,0.00072484,0.019247,0.011366,-0.01693,-0.05469,0.0018035
"719.46678270771/255.871798479704",0.016375,0.0036207,-0.039905,-0.023074,-0.0034017,-0.0015096,0.00667,-0.01046,0.0012768,-0.0018698
"720.469986071994/256.62475452158",-0.0012259,0.014005,-0.028962,-0.023409,0.016712,0.026195,0.025651,-0.011843,-0.010303,0.0048893
"720.766092157478/24.9426825437943",0.013175,-0.010849,0.014233,0.022591,-0.0050338,-0.037044,0.029809,-0.014477,0.015562,0.00031418
"720.947703972195/36.5242590531104",0.025365,0.025326,0.018582,-0.005783,-0.0087753,-0.0064061,0.0054684,0.0072208,0.0026829,-0.0027812
"722.787651714739/30.5838722999264",-0.032508,0.0018022,0.0012723,-0.0028289,-0.016106,-0.027289,-0.0039707,0.005784,-0.0054974,0.0015863
"723.518245410351/268.816707040492",-0.023853,-0.024,-0.0020002,0.0069286,0.011087,0.010057,-0.0087627,0.027091,0.019251,0.0044533
"723.771671599661/27.8357183892195",0.022009,-0.012958,0.002454,-0.012852,-0.015149,-0.041327,-0.01494,0.0070085,-0.0083783,-0.0055056
"724.671323990659/29.2120224035486",0.0077259,0.015864,-0.01014,-0.012312,0.0061414,-0.014199,-0.03336,0.03991,-0.028883,-0.00049532
"724.687042846485/232.351473795299",0.0068349,0.010449,0.0072458,-0.046565,0.015262,0.029299,-0.0042366,0.0022325,-0.022577,-0.0028722
"724.694901147338/26.3208988902855",0.012485,0.014625,-0.026054,-0.03215,0.006991,-0.008175,0.026889,-0.011124,-0.01324,-0.0017298
"725.417970405841/220.558851741221",0.022588,-0.0052031,0.0081298,0.0042043,0.012462,0.00082732,0.022262,-0.028742,-0.041177,-0.0013475
"725.425821395918/215.622429779632",0.021173,-0.010654,0.00791,-0.013792,-0.0047484,0.015838,0.0077422,0.047652,0.018905,-0.00020145
"725.790371272861/33.3380429305359",-0.029234,0.008179,0.0095491,-0.026313,0.010627,-0.013719,-0.015148,0.0080467,-0.0099838,0.0026654
"726.428373252847/214.936196899386",0.024386,-0.019673,0.015087,0.0080435,-0.0010202,0.030604,0.0073495,-0.0014858,0.013097,-0.0043824
"726.544043905602/241.218074962636",0.01984,0.033108,-0.0040047,0.0088074,-0.0076743,0.00082356,-0.015976,0.0087388,0.0059113,-0.0019414
"726.735850561937/25.9041098699002",0.013319,-0.00082161,0.020213,0.03625,-0.015011,0.032855,0.014325,-0.0087187,0.010933,-0.0009366
"727.42249511681/215.147808787315",0.01376,-0.0046979,0.011624,-0.011329,0.011977,-0.0048791,0.031398,-0.041919,-0.032859,-0.0039519
"727.548848327146/239.186017979679",0.015983,0.019345,-0.0056927,-0.018365,-0.010676,0.013769,0.039836,-0.02069,-0.0071095,0.00067607
"729.514586202425/252.963410426037",-0.011628,-0.026175,0.019379,-0.023119,-0.0043849,-0.0098906,0.025378,0.018849,-0.0061335,-0.0048322
"730.541589302691/240.208272762168",0.017485,0.021229,-0.0066236,-0.011101,-0.0027979,0.0090777,0.043621,-0.010826,-0.0091173,0.00059895
"730.758928651349/20.3934547541314",-0.02238,-0.022914,-0.0052408,-0.0033749,0.00023973,0.015727,0.0046336,-0.022584,-0.032939,0.0031171
"730.819847282094/25.8406830143775",0.0018029,-0.013835,-0.010777,-0.018456,0.026547,-0.0069926,-0.023192,-0.048578,-0.013743,-0.0099076
"731.544157691207/236.566433249348",0.026472,0.0084672,0.0050725,-5.168e-06,0.0077064,0.011574,0.034405,0.025786,-0.01129,0.0015293
"731.756611562/31.2802638906752",-0.015161,-0.013155,0.018587,0.002212,-0.01643,0.0089822,0.020754,0.0046799,0.04896,0.0025812
"732.72174733763/25.4066770016999",0.021429,-0.026482,0.024055,-0.0058856,0.01322,-0.00035782,0.00080222,0.0034705,-0.0049416,-0.0070443
"733.560796428049/248.580500919773",-0.012025,-0.0050048,0.014672,0.0022981,0.012736,-0.035222,-0.013094,-0.041809,0.025849,0.0094132
"733.566117080814/251.489130612526",0.014527,0.023238,-0.01228,-0.0014709,-0.018566,0.033383,0.011099,0.021568,-0.015081,0.0025262
"733.776793610085/33.8831327341869",-0.019332,-0.0094297,0.0014393,0.020084,0.030049,-0.013119,0.029375,0.016442,-0.022097,0.011901
"734.762007295047/24.1461698531298",-0.0086444,-0.023011,-0.012143,-0.0031381,0.019421,-0.016582,0.022903,-0.028652,0.031465,-0.0095117
"735.451946738091/213.415654244542",-0.026321,-0.024115,0.012737,0.0016197,-0.01716,0.0002053,0.0113,-0.011125,-0.0037841,0.00061814
"736.456596850334/210.717651252237",-0.026807,-0.022004,0.014888,0.00047644,-0.017052,0.0027734,0.0077734,-0.016886,0.00013059,0.0062952
"736.464635469594/217.806480990965",-0.024773,-0.019956,0.0025767,-0.011962,-0.017042,-0.008134,-0.030557,-0.001516,0.0082815,0.00040717
"736.762482957863/26.8539265744281",0.0050995,-0.019594,0.040564,0.010505,-0.015117,-0.0092495,0.0004231,0.0026106,-0.0063691,0.0097348
"737.460616143773/217.898010499776",-0.029624,-0.0167,0.013117,-0.0099349,-0.015942,0.0016968,0.0045691,-0.019207,-0.0012308,-0.0056306
"738.458615556075/210.960009681789",0.024169,-0.025302,0.0085484,0.0081826,0.015688,0.0091103,0.0076278,-0.02315,0.0016681,-0.0018224
"738.464001124948/213.626803929621",-0.015464,-0.010595,-0.013609,0.01478,0.0014731,0.018328,-0.0092227,0.049484,0.024186,-0.00020018
"738.504380300101/259.318055033466",-0.014468,-0.0099767,0.001802,0.013619,-0.00095021,-0.0064327,-0.047328,0.029791,0.020462,-0.00078294
"739.426278455868/221.066568909432",0.0090944,0.0029279,0.011405,0.005957,0.029541,-0.02051,0.0045682,0.02734,0.049634,-0.0026077
"739.437054572877/223.406008747043",-0.012422,0.023087,-0.021002,-0.033592,-0.01169,0.015028,-0.010379,-0.012123,-0.0051901,-0.0032475
"739.787438498282/30.5952339351043",-0.0064799,-0.0079468,-0.028528,0.038951,-0.0058653,0.012826,0.024404,-0.0065014,0.015994,-0.0038914
"740.430958846525/223.160378974149",0.021297,-0.0049094,-0.021502,0.018011,0.026421,0.010966,-0.010268,-0.029644,-0.011415,0.00029153
"740.441771690754/226.371052088516",-0.0024318,0.022957,-0.02591,-0.035372,-0.0053031,0.015665,-0.013663,-0.010354,-0.0023245,0.0001686
"740.847467769562/26.2030176651907",-0.031117,0.0047386,-0.0076221,-0.012968,-0.021206,-0.0088864,0.021344,0.0072471,-0.00055247,-0.0049285
"741.451249921235/233.38896293317",-0.0019653,0.024486,-0.016451,-0.039902,-0.012393,0.014802,-0.010243,-0.015137,-0.0079096,0.00089789
"742.446541960797/226.565621317137",0.030507,0.018036,-0.006756,-0.0029987,-0.0039793,-0.011825,-0.010276,0.021394,0.00178,0.0017289
"742.451930477636/229.381782493312",0.014918,0.030202,-0.014746,-0.025698,-0.010998,0.009744,-0.0084111,-0.010845,-0.0021054,-0.0043453
"742.576851109006/235.295782924741",0.0065479,0.0123,0.017168,-0.052396,0.006865,0.0036854,0.013405,0.0040397,0.013077,-0.0092543
"742.72891755263/27.2178758377328",0.0038502,0.0010808,0.0050564,0.023656,-0.030228,0.041161,0.0053944,-0.028324,-0.020985,-0.0061227
"742.750624832013/26.5960110534307",0.0091325,-0.023444,0.0098722,-0.020616,-0.015275,0.019119,-0.026095,-0.020976,0.026173,0.0042942
"743.400251189718/214.850141691521",0.024029,-0.012318,0.020754,0.0055306,0.023527,-0.0066247,0.01586,0.018116,-0.019908,-0.0009168
"743.457341330724/232.081833827568",0.019522,0.030085,-0.0088166,-0.014098,-0.011267,-0.0064373,-0.017132,-0.015695,0.0014955,-0.008474
"743.462913269236/236.663081937435",0.015128,0.021907,-0.011325,-0.0266,-0.010433,0.030959,0.0169,-0.0051104,0.013046,-0.0045621
"743.465510358306/239.774374383115",0.010451,0.018159,-0.015069,-0.048954,-0.0050162,0.0059883,-0.0096477,-0.010595,0.0017605,0.0044061
"744.470268229556/242.964872906063",0.016319,-0.00062042,-0.0033029,-0.030907,0.00019274,0.023163,0.016552,0.004614,-0.046751,-0.0013835
"744.554784161156/238.726593723993",0.026684,0.0042945,0.0075253,0.005684,0.020498,0.0058906,-0.010883,-0.033814,0.025627,-0.0033789
"744.770249296894/32.7023406189799",-0.02729,0.012247,0.02907,0.00033664,1.1875e-05,0.014072,-0.00028508,0.0018631,-0.0060735,-0.005133
"745.550795129378/247.152169120667",-0.018412,-0.0076036,0.010222,0.0054928,0.010012,-0.02864,-0.024005,-0.023379,0.036845,-0.0085804
"745.556163570096/268.833168640277",-0.021466,-0.0078875,0.0065851,0.0039082,0.0095315,-0.022939,-0.018189,-0.019988,0.043439,0.0012755
"745.578195781674/275.901655690963",0.0060876,0.00054841,-0.017625,0.019692,-0.031293,0.003523,-0.0289,-0.040254,0.013803,0.00027855
"746.792519385644/25.7553375846452",-0.018049,-0.0054702,-0.03019,-0.011983,-0.020201,-0.017661,0.025729,0.012688,0.0043673,-0.0032397
"748.715748543126/26.9007512651322",0.017699,-0.024554,0.012643,0.014553,0.03257,0.0082057,-0.011404,-0.012646,-0.001949,0.0028903
"749.463993332671/213.734153007137",-0.027046,-0.020416,0.015524,0.009772,-0.012736,0.0029804,0.016991,-0.012165,0.0015376,0.0046952
"749.472265064959/210.569830250245",-0.02845,-0.023461,0.0070239,-0.0025482,-0.015949,0.0012727,-0.0023824,-0.014977,0.0015564,0.0018252
"749.477729229158/211.717551603838",-0.015928,-0.016173,-0.0047611,0.040068,-0.0063395,-0.0050698,0.02063,0.021257,0.020927,0.0026397
"750.475459024948/213.354353117286",-0.030557,-0.019882,0.0037522,-0.012709,-0.012935,0.0027497,-0.005396,-0.012563,0.0010747,0.0077448
"750.480988604018/219.641131373587",-0.0059603,-0.024732,-0.0016463,0.014306,-0.038972,0.014836,-0.023215,0.015004,0.0061784,0.0059499
"750.734768901775/28.0832966584025",-0.019211,-0.031067,0.0079816,0.0030849,0.023605,0.00099869,0.013821,-0.00098641,-0.0029644,0.00252
"750.776414398676/28.9457538102031",0.021037,-0.0061738,-0.0073635,-0.0030028,0.0148,-0.047978,0.014284,0.007462,0.0022899,0.0028335
"751.469589468614/210.765457875682",-0.0044318,-0.018691,-0.017738,0.0040173,-0.025268,-0.0026055,0.0074571,-0.038063,-0.036677,-0.0049654
"751.475125717277/218.201273656219",-0.0202,-0.026403,0.015867,-0.0033396,-0.01445,0.014266,0.0020184,-0.024312,-0.010453,-0.00075742
"751.480646056823/214.285589897109",0.001325,-0.025904,0.0088857,0.029691,-0.010056,0.033679,0.011366,-0.018253,0.0037467,0.002702
"752.476768494073/213.887134182962",0.014088,-0.014094,0.013071,-0.004348,-0.0096717,0.0039695,-0.02941,-0.040013,0.030912,-0.0077524
"752.778666585272/27.7143534569344",0.020936,-0.012181,0.02104,0.0047694,0.024856,-0.012923,0.016428,0.020937,-0.023747,0.010331
"753.738581836174/29.5000012721734",-0.0029801,-0.022536,0.021638,0.030895,0.0047347,0.026735,0.021087,-0.0076029,0.0065739,0.014071
"754.722546529021/24.5535476364283",-0.0091445,-0.016048,0.029354,-0.0017201,-0.026892,-0.0080273,0.00053233,-0.035949,-0.013309,0.0056732
"755.800400584406/30.6784478734306",-0.025686,-0.0063595,-0.0043177,-0.0059187,-0.01692,-7.4104e-05,0.013456,0.038932,-0.025428,0.0027151
"756.55653014872/245.780356629402",0.0078083,-0.0020407,-0.02224,-0.029366,-0.028665,-0.017924,0.020656,-0.028879,0.011645,0.0077094
"757.546075122437/283.939496787568",0.013319,-0.00082161,0.020213,0.03625,-0.015011,0.032855,0.014325,-0.0087187,0.010933,-0.0009366
"757.884659286606/31.4221555775747",-0.028173,0.00064431,-0.023517,0.0058708,-0.0093076,-0.026593,-0.0084665,0.0056464,-0.0040522,-0.0028079
"758.293589685892/114.431474954834",0.016711,0.024746,-0.022807,0.0056368,-0.0041496,0.026309,-0.0036565,0.018105,-0.011331,0.003121
"758.764451943034/32.0112569113637",-0.019211,-0.031067,0.0079816,0.0030849,0.023605,0.00099869,0.013821,-0.00098641,-0.0029644,-0.0028576
"759.572790374338/234.440969208018",-0.017787,-0.004684,0.0085854,0.0060177,0.0068113,-0.027931,-0.028732,-0.019543,0.039988,-0.0007618
"760.492275085625/251.309369015164",-0.002327,-0.017959,-0.001616,0.001666,-0.043689,-0.0074852,-0.0074165,-0.035263,0.024847,-0.0050729
"760.497860471338/244.094125459212",0.021202,-0.012577,0.024935,-0.020172,0.012389,-0.0094337,0.0074098,-0.020395,0.024022,0.0074354
"760.570927711119/210.576221663623",-0.015252,0.0045839,0.0036165,0.0040122,-0.00053668,-0.025211,-0.02965,-0.017875,0.048581,0.0061174
"761.495155159704/253.075137439078",0.0063659,-0.00082713,0.019814,0.0012435,-0.045783,0.011217,-0.0071992,-0.018302,-0.03452,0.0013906
"761.768609886913/31.6965550075512",-0.0076917,-0.0015851,0.024612,0.0067048,-0.0088785,-0.010996,0.05288,0.0099803,0.0051774,-0.0010792
"762.584626726397/214.722775761207",-0.0049143,-0.016707,-0.032775,0.0068872,0.0028684,-0.0010717,0.016562,-0.013295,-0.040842,-0.00099397
"762.590322537615/250.109330412086",-0.0014088,0.0011953,0.011021,-0.0088005,0.028859,0.0061853,-0.053399,0.018999,0.0074582,0.010402
"762.601652198333/267.106084914854",0.0046044,0.032577,0.0092763,-0.016616,-0.030108,-0.014146,-0.0089292,0.0054584,0.0071654,0.010497
"763.13887125881/200.505589033388",0.0029673,0.025637,0.014281,0.017384,0.014982,0.019614,-5.4499e-05,-0.037516,-0.021143,-0.0057285
"763.492549963163/249.853982723483",-0.025062,0.021041,-0.017872,-0.009889,0.017564,0.018396,-0.0018677,-0.0050278,0.0036547,-0.00061199
"763.600212006053/282.381843401789",-0.022071,0.014677,-0.0046249,0.014097,0.012787,0.040244,0.011676,-0.013144,0.0043691,0.00062067
"764.51299082144/227.184112452815",-0.0089174,-0.0073372,0.016172,0.024478,0.023988,-0.037958,-0.01609,0.0014643,-0.027312,0.00071745
"764.515549002902/265.373550219102",-0.010807,-0.0072865,0.036297,0.0092943,0.022376,-0.0066322,0.0096824,-0.031016,-0.0088085,-0.00013248
"764.691495348408/27.9160318143426",0.014345,-0.0016775,0.029071,0.035869,-0.0089115,-0.0015787,-0.023723,-0.016283,-0.002082,-0.0060928
"765.529173963312/265.199333357332",-0.019584,-0.0082158,-0.004026,-0.0069442,0.028892,0.019985,0.011668,-0.0085138,-0.043946,0.00080088
"766.752843854202/32.0824272970411",-0.0096249,-0.016759,-0.006727,-0.045287,0.0020453,-0.0081201,-0.028088,-0.01258,0.013101,0.0020712
"768.556504142284/233.714700658749",0.0074192,0.0072826,0.0062525,0.003363,-0.0068065,0.053847,-0.001462,-0.026216,-0.024766,-0.0025731
"768.753818794313/27.849788678305",0.0079225,-0.0028937,0.018718,0.007475,0.025896,-0.021814,0.0076248,0.031847,0.043478,0.0060048
"769.449277695135/214.145034610468",0.018722,-0.021583,0.0014353,-0.017632,-0.010347,0.015241,-0.023497,-0.020213,0.028308,-0.0013328
"770.455561582454/215.033176266733",0.0032348,-0.021764,0.039966,0.010144,-0.012933,-0.0082588,0.0026447,0.0028428,-0.0062007,0.013002
"771.567239806807/213.683630424419",-0.019687,-0.0070392,0.0072905,0.0069378,0.0069258,-0.024326,-0.029951,-0.012643,0.040477,0.0049306
"772.989934608548/252.540326552458",0.024338,-0.0038893,-0.020594,-0.021704,0.032494,0.011509,-0.0021643,0.001403,0.0019474,-0.0024147
"774.529383043498/230.368724904122",-7.3175e-05,-0.021167,0.009352,0.014581,-0.011466,-0.016814,-0.0016381,-0.011743,0.055816,-0.0053793
"774.740459151753/26.844024629415",-0.014792,0.0084566,-0.0064132,-0.030364,-0.046444,0.0028159,-0.0032885,0.0045463,0.013973,0.0018344
"774.778102462272/32.0668489402964",-0.019047,-0.0082041,0.0010899,0.020633,0.029919,-0.013628,0.029712,0.017067,-0.022723,0.0068752
"775.533834039379/228.367424923715",-0.022346,-0.0054251,0.0027535,0.0036993,0.0059739,-0.018243,-0.019725,-0.012875,0.049179,0.0021817
"775.606445160795/291.474018380423",-0.0098196,-0.018353,0.010769,-0.017522,0.046506,0.020001,0.0050081,0.001072,-0.0051403,-0.0034387
"776.546423549875/239.090150708598",-0.00099458,-0.012176,-0.010752,0.021225,0.026709,0.0090571,-0.041286,0.007817,-0.031406,0.001179
"777.31926198948/205.427684595264",-0.0037633,-0.01588,0.020896,-0.032598,-0.020189,-0.013751,0.025314,0.025648,-0.0063468,0.0072711
"777.528815176939/232.110567125816",0.005884,-0.0014092,0.018567,0.011827,0.0029461,-0.034277,-0.045351,-0.01295,-0.013461,0.00025826
"779.469848824763/210.373132947411",-0.01906,0.018484,0.0099481,-0.010894,-0.021715,0.012122,0.034704,0.011654,0.015402,0.012648
"779.472811430566/210.607747746646",-0.025068,-0.0028002,0.024629,0.0051347,-0.022383,0.0031385,0.027085,-0.0074046,0.0045102,0.004136
"779.48451485335/217.748970843158",-0.027999,-0.024171,0.009175,-0.0075028,-0.01291,0.00026253,0.0014722,-0.012703,0.0063718,-0.0048684
"779.48742674396/213.49250264398",-0.025376,-0.02276,0.017477,-0.0071825,-0.013487,0.0029503,0.014458,-0.011487,0.0066266,0.0018531
"779.864188800467/25.4741963740682",0.0016471,0.0018723,-0.015846,-0.020602,0.045113,0.02092,0.0072921,0.0031546,-0.032624,7.5103e-05
"780.472435926077/210.876755179558",0.017653,0.010304,0.025343,0.0051343,-0.006035,0.0037728,0.026907,0.0025561,-0.040119,0.0062593
"780.481247425528/213.596890539126",-0.026276,-0.018488,0.021177,0.0035928,-0.017233,2.2923e-05,0.012253,-0.013803,-0.002825,0.0012556
