"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"231.146303721946/25.5432708764217",-0.01673,0.036668,-0.0015147,0.0089115,0.0089936,0.006019,-0.0032574,0.0070286,0.0025922,0.0014709
"231.160244047656/69.9998581512957",0.0015638,-0.028879,-0.018584,-0.022139,-0.017533,-0.0037167,0.018171,-0.0050543,-0.026457,0.0013296
"231.91616364217/149.478689270089",-0.0079943,-0.016654,-0.0074832,0.020296,-0.031877,0.01715,0.0381,0.013942,0.0023213,0.0017008
"231.958830923825/171.792890984765",-0.019972,0.011925,0.037994,0.0041641,0.0035205,0.013185,-0.0022125,0.003096,-0.0080054,0.002239
"232.085349761219/25.3485236993552",-0.011367,0.038989,-0.0009428,0.0055453,0.0054337,0.0071493,0.0030338,0.014178,0.0054687,-0.00085613
"232.858996203305/165.727434806691",-0.02472,0.024034,0.022751,-0.0078351,0.0079316,-0.0064492,0.0026336,0.0017358,-0.0018484,-0.014701
"232.914704658685/27.5995063988033",0.0099708,-0.022621,-0.034356,-0.010423,0.016555,-0.010614,0.0077678,0.014864,0.0034873,-0.0043148
"232.931938390873/19.0399929557232",0.024869,-0.0073662,0.029223,-0.013242,0.0027495,0.007476,0.0099897,-0.02442,0.0041184,-0.0026575
"232.990541163899/165.609866800014",-0.014118,0.0025737,-0.024241,-0.025709,0.023448,-0.0069397,0.026906,0.023335,0.017068,-0.00082912
"233.077885983672/35.7211090479995",0.028508,-0.010297,0.028113,-0.0013047,0.00013337,0.0057439,-0.010799,0.0025932,0.0094187,-0.0052625
"233.085946583535/25.1262138944443",-0.01868,0.033717,0.0038783,0.014403,0.0091334,0.010486,0.00096397,0.0097109,0.0061454,-0.0028735
"233.93282305844/29.9858500058553",-0.022173,0.017579,-0.00036461,0.035722,-0.0022932,-0.0022521,-0.026409,0.0055961,0.0012415,-0.0025167
"233.947859979329/22.8791275087609",0.02713,-0.028477,0.0037961,-0.0050731,0.0017228,-0.0017129,-0.0035776,-0.0085268,-0.0046193,-0.0059037
"234.081342165342/33.9839832560093",0.032992,-0.0039681,0.018416,-0.0099652,0.0060414,0.002589,-0.013153,0.0083509,0.0014612,0.0046258
"234.870932734622/19.4800414259333",-0.027464,-0.011193,-0.011907,-0.0030344,-0.0057728,-0.036584,0.0024897,0.0077705,-0.0073207,0.0040553
"234.871004717261/23.3417126946396",-0.0082196,0.015876,-0.018651,0.018707,0.0085962,-0.041148,-0.013549,0.0067769,0.027076,-0.0018751
"234.87234993907/114.807129455362",-0.027411,-0.0049836,-0.021115,-0.0073841,-0.024372,0.008237,-0.0096952,0.0067025,0.020848,0.0096988
"234.879114658278/36.3988747768739",0.021888,-0.023676,0.010507,-0.014777,-0.0059787,0.011963,-0.0042849,-0.014045,-0.031506,-0.00097985
"234.884936677082/101.31452103992",0.017388,-0.0067507,0.0051248,0.0057491,0.030165,-0.01499,0.028305,-0.035982,-0.018058,-0.0072484
"234.906717951964/34.8812109005077",0.018579,-0.012198,-0.026616,-0.021296,0.029139,0.0069646,0.011019,0.013893,0.00081125,-0.0069885
"234.921468328489/183.516125646296",-0.020234,0.00016782,-0.0048017,-0.038461,-0.025447,-0.0050616,0.013768,-0.0083933,0.026006,0.0015237
"234.929288626242/29.4857633239661",0.01024,-0.0081922,0.022719,0.0099416,0.03077,0.036488,0.017551,-0.0053277,0.016381,0.012406
"234.975901763086/140.083633657272",-0.014563,0.007082,-0.019509,0.00123,0.034374,-0.03236,-0.011978,0.021042,0.013266,0.00090649
"235.008647052478/21.3778188449969",0.017846,0.028148,-0.00066541,-0.0018664,0.027738,0.0020884,0.0071997,0.026144,-0.0095917,-0.00051281
"235.102528783423/180.596775427696",-0.035121,-0.012338,-0.0048398,0.0003747,-0.0065212,-0.010167,-0.0016692,-0.00097212,-0.0023898,-0.0040261
"235.133962835465/95.9557833521254",0.0010113,-0.022497,-0.021508,-0.00038643,-0.011866,-0.0096011,-0.0051598,-0.039556,-0.033144,0.001041
"235.92096000951/167.864404156236",-0.0011679,0.010771,0.0041646,0.036907,0.044652,-0.010753,-0.0025329,-0.013813,0.016619,0.0079592
"236.105605619738/180.824502251964",-0.024577,-0.026993,-0.01359,0.010533,0.0061728,-0.0093286,-0.0084493,0.011731,0.00012816,0.0040129
"236.911874792157/124.18412313916",-0.0084465,-0.0041896,0.008551,0.0084732,-0.0087035,-0.0040675,0.0027523,0.066303,-0.020945,-0.0019427
"236.929313805041/150.615360109736",0.0068964,0.034316,-0.019686,-0.0099954,-0.010515,-0.014579,-0.014639,-0.0083302,0.00074524,-0.00050673
"238.870168502687/115.039752412284",-0.030734,0.0015489,-0.012723,-0.012419,0.0079578,-4.8219e-06,-0.016782,0.028635,-0.0033645,6.7204e-05
"239.067445476272/54.6731360866151",0.00097429,0.017526,0.0050957,-0.026479,0.033502,0.014664,-0.028371,-0.0041889,0.028393,0.0018051
"239.092530194642/50.8681760597685",0.0093541,-0.015625,-0.004086,0.033441,-0.0092714,0.015267,0.0098154,0.043427,-0.021868,0.0057696
"239.129090811422/93.1083501571617",0.017355,0.0070691,-0.031858,0.0079078,-0.0097364,-0.00069856,-0.016799,0.024632,0.028489,-0.0032477
"239.16540657545/95.8008018473546",0.016319,0.0089478,0.018222,-0.002565,0.02491,0.045525,0.00089067,-0.003147,0.0035443,0.0074589
"239.201642157342/219.714138049189",-0.032922,0.019301,-0.001164,-0.0040998,-0.0018571,0.0089417,0.0044283,-0.0016262,0.0017713,0.00088655
"240.063026065809/233.162850089725",-0.0073509,-0.0024306,-0.017962,0.037257,0.027014,0.012476,-0.027053,-0.021908,0.01108,-0.0067295
"240.063099324244/147.14440997566",0.0039599,0.0018013,-0.021068,0.039016,0.031767,0.016268,-0.017373,-0.017354,-0.0054899,0.001137
"240.205076128923/219.827062803802",-0.02302,0.029112,-0.015333,-0.0079654,0.0045912,0.011396,0.00491,-0.0036358,0.0056848,-0.001224
"240.936085214633/25.4377058475285",-0.007427,0.006984,-0.011517,-0.037344,0.024014,-0.030788,-0.021096,0.014638,-0.014737,0.0088592
"240.9455769599/130.205781148693",-0.010603,0.015714,0.0047684,0.026591,0.033265,-0.015786,4.4086e-05,0.024977,0.030653,-0.00049718
"241.056534573696/235.235980050592",0.015789,-0.01912,-0.032589,0.012874,0.0090025,-0.017509,0.0022012,-0.015134,0.011459,-0.0029536
"241.056561705513/147.051872804618",-0.0014728,0.0020061,-0.019145,0.041596,0.027665,0.012912,-0.021928,-0.021684,0.0048671,-0.0050376
"241.14457826719/113.737076459637",0.0066225,-0.023193,0.0040907,0.00059381,0.022827,0.021594,0.0072702,0.024097,-0.042567,-0.0093832
"241.574128186539/43.5867689613217",0.021057,-0.012388,0.030769,-0.0096087,-0.0037005,0.01246,0.0171,0.0094002,-0.021257,-0.0036108
"241.932269585034/24.7278354188113",-0.013679,0.0054919,-0.021417,-0.037771,0.014496,-0.030515,-0.0092724,0.0080874,-0.00977,-0.0024898
"241.948564433895/135.484590287415",-0.00968,0.018176,-0.028449,0.016172,0.035024,-0.011291,0.0037377,-0.0095966,-0.010162,0.00010981
"241.966119866744/193.211745127039",0.0082643,0.0015946,0.010657,0.023557,0.046082,-0.013634,0.012943,-0.028364,0.013175,0.0039817
"242.176324797972/261.310908623308",0.012884,0.024349,0.0036548,0.0014935,-0.0017211,0.0065792,0.019033,0.0074645,-0.050667,-0.0010423
"242.176363254124/58.5596550396388",0.011671,0.025639,-0.0055779,0.00093384,0.012013,0.023771,-0.0048239,0.030771,-0.032778,-0.0027065
"242.220862251855/232.997275592692",-0.030303,-0.0035378,-0.023168,0.01392,-0.011839,-0.0017232,-0.012487,-0.00029316,-0.008318,0.00092287
"242.943672743841/29.0025218311627",-0.018498,0.013932,-0.032812,-0.023167,0.015445,-0.0024082,-0.0059228,0.0096722,0.0044133,0.002358
"243.087509603298/131.165971409159",0.021439,0.013736,-0.004043,0.005484,-0.017052,0.022285,-0.011243,0.025826,-0.035839,0.0029241
"243.123806678986/25.7598134209517",0.012855,0.025961,-0.01509,0.025308,-0.0099299,0.029306,-0.0048321,0.0072214,0.011863,0.0015495
"243.179575014254/58.7675818129924",0.017803,0.029568,-0.010264,0.0010508,0.015077,0.017931,0.0024904,0.018489,-0.018478,0.001497
"243.17960299617/261.709079635706",0.016692,0.024609,0.0040358,-0.00059431,-0.0028684,0.0051125,0.015469,0.0028629,-0.047865,-0.0023534
"243.19654714991/130.428061774706",-0.012877,-0.031539,-0.0068256,-0.020128,-0.001893,0.0084948,-0.0081524,0.011569,-0.030174,-0.0014859
"244.022873734915/21.9422640676818",-0.017311,0.033146,-0.012524,-0.0065545,0.0056932,0.019665,0.00036103,0.0080516,0.0004542,0.0033073
"244.906318824844/40.7718654467427",0.024317,-0.017554,-0.014166,-0.0068199,-0.0314,0.0069251,-0.011826,-0.014806,-0.0025257,-0.002923
"244.910819236503/43.622899676585",0.011322,0.0072259,0.01878,-0.013525,0.032458,-0.0045659,-0.041725,-0.0077302,-0.013248,-0.00096781
"244.913896832391/108.450078983224",0.005884,-0.0014092,0.018567,0.011827,0.0029461,-0.034277,-0.045351,-0.01295,-0.013461,0.00025826
"245.043168897648/114.351782396873",0.012005,0.0054742,0.00045698,0.0087066,0.052216,-0.023828,0.010665,0.0066175,0.015452,-0.0031616
"245.043475141812/19.0261483946225",0.013828,0.030736,-0.014435,0.0090122,0.0068031,-0.0036539,-0.0027926,-0.0070787,0.035167,-0.005601
"245.103053801522/153.440659430381",0.0087627,-0.0007502,0.008245,-0.0023209,0.034605,-0.021819,0.018471,0.029107,0.040696,0.0062991
"245.141072048804/69.2186937151777",0.017811,0.033735,0.0097056,0.0088325,0.010942,-0.0037629,-0.00031107,0.015852,0.0089586,0.002214
"246.832023158363/29.6751654988052",-0.033041,0.0005542,-0.019546,0.0067822,-0.0062449,0.0087802,0.0026751,-0.0087674,-0.011252,0.0027746
"246.896778942683/24.1485560512729",0.0099187,-0.010182,0.018777,-0.0021423,0.0086471,-0.013903,0.030049,-0.039754,-0.032035,0.0032465
"246.994098289973/153.104765421987",-0.021603,0.0091992,0.032339,-0.0091133,-0.0069763,0.016596,-0.017655,-0.0098634,0.010875,0.0047854
"247.072467874702/42.1403776515175",-0.0074057,0.014423,-0.040566,0.0044483,-0.011688,-0.0113,0.0075132,-0.017935,0.016762,-0.01094
"247.093575198243/33.8277818681958",0.023432,0.008162,0.034536,-0.015056,0.0083167,0.0016325,-0.0094383,0.004613,-0.001242,0.0052311
"247.102482417323/197.977351854754",-0.0085973,0.0048426,-0.018645,-0.035212,0.012074,-0.036266,-0.018243,0.018131,-0.0090316,-0.0076649
"247.170288333669/179.077382782525",0.0035787,-0.014106,-0.033831,0.025594,0.0044985,0.015255,0.016448,-0.015728,-0.02343,-0.0079328
"248.011873265354/42.6064144670476",0.0027939,-0.019162,0.015955,0.01452,0.044068,0.025507,0.0075331,-0.0057889,0.0021847,0.00037093
"248.072007895249/35.7154038379401",-0.01774,-0.0029684,-0.025533,-0.0092045,-0.021118,-0.039989,-0.0019558,0.0063117,-0.0054916,-0.0030528
"248.080010536292/44.4724648239633",-0.015988,-0.011358,-0.024363,0.014975,-0.03129,0.0021087,-0.00017188,0.0033834,-0.035236,-0.0018768
"248.581778707873/45.4887662983041",-0.0076229,-0.0016531,-0.030342,0.015361,-0.034591,0.0054671,-0.0052466,0.0028886,-0.036134,0.0083469
"248.906154960233/29.6213740367249",0.027848,-0.016928,-0.011075,-0.030291,0.00066611,-0.0013932,0.0026681,0.0093158,-0.0011715,0.0067683
"249.025406511181/48.0072509390172",-0.025398,-0.01385,-0.0071257,-0.008185,-0.0023463,0.0080979,0.010053,-0.043525,-0.010971,0.00099845
"249.051246750601/25.3776858447946",-0.031824,0.019496,-0.010869,0.0026783,0.00013904,-0.0029276,0.0017831,0.0093972,0.0066762,-0.0040037
"249.078075374548/40.5175780313757",-0.016394,-0.0080175,-0.023612,-0.0039119,-0.020573,-0.042476,-0.0025081,0.0019482,-0.012234,-0.00035801
"249.14974311923/204.183766332553",-0.015693,-0.0037771,0.0020603,0.042715,0.0082638,0.022365,0.010091,-0.00051078,0.034657,0.0015633
"249.506526164561/254.616627341358",-0.0059319,-0.01923,0.021001,0.01222,0.016266,-0.029662,-0.032007,-0.011996,-0.013591,0.010815
"249.922117403285/36.2167570733859",-0.0034134,0.00069744,0.0061471,0.014124,-0.0064071,-0.018275,-0.057759,0.018377,0.011547,0.004476
"250.142224113713/213.397329461649",0.019729,-0.010333,-0.028251,-0.011518,-0.0047465,-0.022745,0.016846,-0.01147,0.024023,-0.0058083
"250.921391851452/64.0335412305574",-0.032906,0.007764,-0.018782,0.012405,0.00061049,-0.0011328,0.0098412,-0.001637,-0.00095006,0.001571
"251.132365245212/85.5179099732116",-0.0085434,0.0090009,0.0082565,0.020101,0.023989,0.03776,-0.027016,0.019897,-0.020213,0.0074134
"251.201573164781/210.772538155458",-0.02307,0.029387,-0.015455,-0.0017194,0.0072959,0.011162,0.0030971,0.0024853,0.0061912,0.0021856
"252.036515095978/261.745534798514",0.019417,-0.010082,-0.027026,0.0074422,0.011815,-0.01607,0.027967,-0.0066985,0.023078,0.0057155
"252.490815299098/39.5984047519512",0.018837,-0.022969,0.013851,-0.014148,-0.00043865,0.02078,-0.0035901,-0.01608,-0.032378,0.005784
"252.857846491105/25.8895770265167",0.014313,-0.018145,-0.02069,0.0020461,0.0045554,0.015586,0.012601,0.03504,-0.032384,0.0021546
"252.894023281315/29.1751829782364",0.014036,-0.0017289,0.0069416,-0.046754,0.0064805,-0.022475,-0.022613,0.009594,-0.014946,-0.0048517
"252.986834314742/34.9385386357095",-0.028138,0.013507,-0.010243,-0.0087235,-0.022452,-0.011301,0.018011,0.016497,0.0059662,-0.0083149
"253.063925068051/72.8660387250749",0.013739,0.011274,-0.026012,0.0019191,0.027928,-0.023507,-0.021288,0.0087677,0.023041,0.00045879
"253.092988531931/25.7392133143583",0.030406,-0.0085169,-0.024581,0.0073298,0.0011414,-0.0023809,0.012467,-0.0017873,0.0091338,-0.0061373
"253.217444435375/235.303611072496",-0.034248,0.0036735,0.0071456,0.019037,-0.008542,0.00017729,-0.008019,0.0012698,-0.011224,0.0024982
"254.11624114769/251.081163219709",0.010148,0.026272,0.032021,-0.0046441,0.0086292,-0.016074,0.012419,-0.0074331,0.0066784,0.0013042
"254.147235827307/251.484834438633",0.0076171,-0.015,-0.030803,-0.00010276,0.0059309,0.029723,0.0032948,-0.024617,0.027326,-0.0026142
"254.147945552572/64.6882298496881",0.02725,0.0073073,-0.0093504,0.0265,0.01168,0.021723,0.0024481,-0.0023097,0.023107,0.0033826
"254.212651298383/192.391904793671",-0.0028745,0.032882,-0.027975,-0.0042662,-0.0035261,0.0066211,-0.012734,-0.0078154,0.010404,0.0032434
"254.220803995219/227.55025149497",-0.027696,0.015035,-0.010942,0.027493,-0.00053969,0.001318,-0.015542,-0.0011763,-0.015745,0.008676
"254.236548656504/252.370545560558",-0.016625,0.015018,0.027189,-0.027307,-0.021425,0.018178,0.0052465,0.0056007,-0.0019075,0.005886
"254.851750522021/27.0260822778229",0.005986,-0.021967,0.0050656,-0.018709,-0.016291,0.019052,-0.031833,-0.013212,0.034113,-0.0055594
"254.858927028145/69.6007713028187",0.022899,-0.015819,-0.032908,0.00083096,0.0032864,-0.012821,0.0065381,-0.00091299,0.0064379,0.0025917
"254.863812384336/39.9192134161875",-0.012817,-0.020153,-0.021934,-0.024782,-0.023377,-0.0080378,0.010241,0.0018174,0.028778,0.0007586
"254.887836782571/56.5694670116622",0.020845,0.02502,-0.017646,-0.0040915,-0.026516,-0.0041816,-0.009121,0.011794,0.0033409,0.0028518
"255.059946579099/45.1520047308148",0.033129,-0.0062834,0.015036,-0.0064331,-0.0072244,0.0089724,-0.017563,0.0023555,0.0018504,0.0015596
"255.087867911802/50.442684786291",-0.0068178,-0.0090804,-0.014866,0.028655,-0.04411,-0.024245,0.0063086,-0.0041679,-0.0087069,-0.0024684
"255.154207775555/251.586312467919",-0.0094972,-0.0053151,0.020394,0.0097975,0.011835,-0.042191,0.0078474,0.021732,-0.032635,-0.0024162
"255.208020739221/251.171072798067",0.020821,0.021224,0.0015383,0.0034504,0.0036881,-0.017729,-0.0052559,0.024163,0.038199,0.0041589
"255.589846556956/51.29105563623",-0.024622,0.01323,-0.013928,-0.013509,0.028095,0.025588,-0.0020185,-0.0013096,-0.0075246,0.0052926
"255.880561092071/84.7311149627654",-0.0011183,-0.01184,0.0044411,0.01643,0.0072713,0.027073,-0.02835,0.047096,-0.021784,0.0022554
"255.906311841173/154.671584965547",-0.03053,0.0058496,0.0027042,0.00081959,-0.0073026,-0.013236,0.028225,-0.021644,0.0032243,-0.0050582
"255.909274763549/20.7757461469663",-0.023313,0.011403,0.013541,-0.02564,0.013375,-0.017578,-0.0257,0.012728,-0.0092487,0.0079207
"255.96072949826/153.332317328266",-0.026275,0.014106,0.0091268,0.024317,-0.012584,-0.014281,-0.0036704,-0.027245,-0.0021928,0.0013807
"256.059385317057/28.4837893050233",0.014457,0.032435,0.017257,0.008553,-0.0031173,0.0091087,-0.021202,-0.0066418,0.0044896,0.0035308
"256.160550918758/251.2220864251",0.013935,-0.011021,-0.042292,0.0022009,-0.0080676,-0.00086516,-0.0022197,-0.0096408,-0.015933,-0.00063166
"256.328169042533/251.487280422426",0.015942,-0.02593,-0.016932,0.00019217,-0.023594,0.010685,0.021953,-0.010698,-0.016021,0.0026554
"256.902738527087/35.2980615777304",0.027481,0.011816,0.02397,-0.019226,0.015411,0.002832,-0.0034867,-0.0021398,0.0056153,-0.0027729
"256.910317667668/18.9933711687669",-0.015715,-0.0066205,-0.015002,0.0050659,-0.0115,-0.050606,-0.018177,-0.0017351,-0.0053802,0.0043764
"256.915383253559/162.65492772234",-0.0075041,0.021468,-0.013198,-0.01254,0.021233,-0.0081518,0.019224,0.005695,-0.046947,-0.0037933
"256.957876601671/156.636189104248",-0.0084176,0.0044721,-0.020306,-0.039113,0.014603,-0.033498,-0.017921,0.0068387,-0.0037367,0.00057514
"257.139551449621/69.8849673376478",0.005884,-0.0014092,0.018567,0.011827,0.0029461,-0.034277,-0.045351,-0.01295,-0.013461,0.0032513
"257.139593476046/185.256891791347",0.0047435,-0.0026222,0.018346,-0.035654,-0.031904,-0.014903,0.020345,0.0274,-0.0053276,-0.0037506
"257.175906802133/182.171533026496",0.0049959,0.0092054,-0.031186,0.014092,0.010285,0.036214,0.006763,0.022289,-0.019726,0.0010957
"257.176013360811/76.3230238137906",0.022766,0.0016416,0.0060362,0.0010537,0.014701,-0.017112,0.031084,-0.024644,-0.031209,-0.0037212
"257.212312313497/155.185673180596",-0.0002064,-0.029286,-0.022552,0.0066754,-0.017005,0.0085445,-0.0049249,0.034268,-0.0069408,0.0035197
"258.038357440576/21.5533187010946",-0.003598,0.032915,-0.016108,-0.017734,0.015374,0.024452,-0.0083678,0.00076194,0.0011686,-0.0022515
"258.873595970211/27.7706103295938",0.028827,-0.0044385,0.010781,0.011716,0.0039462,-0.007458,-0.011825,-0.038239,-0.0075882,-0.0074964
"258.879956506409/32.075971876878",-0.00077013,-0.0023732,-0.014458,-0.035485,0.02808,-0.040525,0.0018193,0.01075,-0.0072862,-0.0059122
"258.908240549313/60.1265087202071",0.020749,-0.0066955,-0.0149,-0.027263,0.038355,-0.0017045,-0.0071096,0.011353,-0.0071109,-0.0083271
"259.022342775538/28.6482847065493",-0.011089,0.029574,-0.00144,-0.015285,0.014662,0.033212,0.012335,0.0028353,0.012948,0.0018437
"259.118516415567/167.31001337845",0.00083801,-0.0014765,-0.029743,0.0088991,0.029144,-0.0051297,-0.029342,0.02789,-0.021211,0.0016402
"259.118691084737/64.9251034869757",0.011451,-0.011003,-0.024079,0.0046669,0.036527,-0.011445,-0.021833,0.028088,0.0026914,0.0010338
"259.902916912366/143.627412047925",-0.0090168,0.014386,0.013261,-0.03003,0.023623,-0.014964,0.038428,0.0064277,0.0060995,0.0018028
"260.908679960098/150.854800281848",0.0079482,0.0051385,0.025979,-0.0036942,-0.032995,0.0041488,0.031739,-0.010378,0.029676,-0.011843
"261.072799503464/25.5784805171395",0.0093669,0.0090617,0.014669,-0.047852,0.0011526,0.0011853,-0.026665,-0.0062867,-0.020096,-0.00011765
"261.134483513306/230.493374047249",0.010897,0.02645,-0.0076184,0.007806,-0.018204,-0.0082122,0.013533,-0.010086,-0.043975,-0.011484
"261.16115880733/254.551014401487",-0.019211,-0.031067,0.0079816,0.0030849,0.023605,0.00099869,0.013821,-0.00098641,-0.0029644,0.0049293
"262.077028783785/160.025695706874",-0.0076512,0.0080663,0.016881,-0.0066692,-0.0060248,0.038334,-0.036336,-0.013431,0.025935,0.0026993
"263.165479015641/77.6407048307777",-0.0064277,-0.030525,0.016806,-0.0092498,-0.017658,0.0068936,-0.016613,-0.02276,0.021513,-0.0087095
"263.201625804346/211.19833260329",0.019887,-0.015088,-0.029525,-0.015657,-0.0025641,-0.012035,0.023019,0.012509,0.003263,-0.012281
"263.92215755619/31.8122216357113",0.013128,0.0052429,0.027577,-0.031436,0.012913,-0.012891,-0.02851,0.0073305,-0.015369,0.0097695
"263.926866879399/154.700554350527",-0.023747,0.015178,0.033173,-0.0025453,-0.0033297,0.0086894,-0.0064212,0.00032564,-0.0040106,-0.0099024
"264.836947941882/89.2406630612378",0.0058739,0.0099433,0.02354,0.038442,-0.026295,-0.0028847,-0.018366,0.018808,-0.011819,0.012608
"264.942317836101/33.259404976546",0.012286,0.025043,0.011743,-0.018294,0.032209,0.022711,0.0045777,0.014039,-0.00053524,-0.00074632
"264.997969556821/21.1389991989134",0.0027482,0.019451,0.011916,0.035689,-0.005374,0.028582,0.023544,0.018479,0.013206,0.001341
"265.108436798862/167.690275478658",0.01268,0.006856,-0.014597,0.0374,-0.0070323,0.0050144,0.03632,-0.024275,0.0057926,-0.0012684
"265.10845449872/60.6483057165667",0.013319,-0.00082161,0.020213,0.03625,-0.015011,0.032855,0.014325,-0.0087187,0.010933,-0.0009366
"265.147861277805/121.770727554227",-0.0023794,0.015741,0.0082918,-0.035157,0.036255,0.023008,0.00099822,0.01199,-0.018637,-0.00062341
"265.180919378814/115.970160447001",0.0054366,-0.015351,-0.0053221,-0.011626,0.012335,0.052072,-0.021496,0.014015,0.00072533,0.0017459
"265.217382648963/227.270714766517",-0.02303,0.031731,-0.0088982,-0.0014392,0.0073145,0.0080953,-4.7014e-05,-0.0072428,0.0019007,-0.0012009
"266.151217862324/125.479427619851",0.0014472,0.018315,0.0070107,-0.034132,0.034892,0.022429,9.0716e-05,0.012272,-0.019838,-0.0015008
"266.903348326335/32.9167297252355",-0.0293,-0.0025234,0.0059153,0.00041665,-0.014654,-0.030534,-0.018824,0.0042005,-0.012118,0.0014488
"266.932521869001/42.8236380613718",-0.027264,0.013902,0.0068193,-0.025838,0.0072767,-0.012344,-0.015094,0.0091785,-0.020031,0.00036185
"267.124046134349/69.4600814279618",0.0065775,0.018423,0.02334,0.0093788,-0.011877,0.030351,-0.015457,0.026805,-0.025283,0.00064275
"267.126915402983/270.826998889349",0.014272,-0.022125,-0.03147,0.0095895,0.017788,-0.016623,0.0063245,0.0043263,0.0089838,-0.0031653
"267.143896163388/125.605788235159",0.0047768,0.01795,0.0035427,-0.034261,0.036209,0.020156,0.0021695,0.012284,-0.020396,0.008947
"267.232959988484/244.089630964076",-0.034475,0.013216,0.004714,-0.0032499,0.0048847,0.01064,0.0021621,-0.0092669,0.0052136,0.0071628
"268.097939126792/196.394442851874",-0.0061383,-0.021328,-0.032121,0.0042927,0.0039066,0.018322,0.012816,-0.021701,0.024079,0.0023113
"268.236396234532/244.94222790225",-0.032091,0.019834,0.0032433,-0.0058533,0.0063715,0.010786,0.0041201,-0.0012854,0.0038842,-0.004532
"268.908880112942/30.1258921827871",0.0030304,0.03542,0.0049898,-0.017578,0.0011012,0.0061769,-0.013249,0.030361,0.00023785,-0.0042209
"268.924485490335/151.207522338221",0.01168,-0.011992,0.010979,0.023144,0.023754,-0.0106,-0.0074704,0.050986,-0.00099755,-0.00067408
"268.983359990686/24.3424046423912",-0.0053501,0.037832,-0.01631,-0.00092529,0.0028026,0.014977,-0.0067938,-0.0099641,0.0029166,-0.0097853
"269.13942483296/50.1994798928481",-0.016578,-0.010882,0.0023315,-0.0060538,0.012969,0.013613,-0.051263,0.0011583,-0.017044,-0.0024684
"269.212320622796/178.605424947076",-0.022264,-0.0074806,-0.031194,0.012856,-0.015859,0.0036845,-0.0053822,-0.014837,-0.021216,0.0010287
"269.248510307612/266.28193367002",-0.029605,-0.00055777,-0.021224,0.0017431,-0.016305,4.4276e-05,-0.0028096,-0.027096,0.0031714,-0.0049613
"269.656070401336/238.350631955564",-0.010203,-0.0062625,0.016907,-0.040237,0.026932,0.0021553,0.021182,-0.012211,0.022089,-0.0041583
"270.09120561548/24.1470582751718",-0.02598,0.014431,0.00050828,0.028372,0.0012276,0.02911,0.0018339,-0.0068546,0.0044466,0.00099118
"270.215626594469/171.96125227757",0.0045129,-0.0064528,-0.038493,0.014155,0.018001,0.03121,-0.0033526,-0.0085523,-0.00053691,-0.010754
"270.251974547166/265.661267094098",-0.031807,0.0076145,-0.016742,0.0051774,-0.017457,0.0014395,-0.0017104,-0.01617,-0.0087476,-0.0085161
"271.021619589619/21.7250778352047",-0.0090512,0.0037024,-0.030463,-0.035771,0.021988,-0.020766,-0.0056973,0.011065,0.00046951,-0.0010775
"271.191572314751/194.169274129804",-0.0099356,0.00063814,0.019433,-0.0063872,0.0095041,0.038399,0.028601,0.027192,0.022356,-0.00042309
"271.255525300694/266.290767460611",0.020125,-0.0055768,-0.040782,-0.0019939,0.00037378,-0.0040159,0.0039171,-0.010435,0.0038379,-0.0052273
"271.934605843696/90.4719035382455",-0.022728,0.012289,0.033546,-0.00031541,-0.0015365,0.011488,-0.015929,0.0067174,-0.0049951,-0.0037918
"272.850592606063/30.4811688158024",0.0056254,0.0010799,-0.016743,-0.034043,0.022267,-0.036983,-0.0099892,0.018416,-0.018231,-0.0024267
"272.917871976324/164.316070670813",-0.016773,0.0294,-0.016274,-0.012182,0.020327,0.016709,0.001577,-0.0080404,-0.0056407,0.00082655
"273.049266144814/52.7569865534914",0.015846,-0.016169,0.02007,-0.015356,0.0091034,-0.00076524,-0.016798,0.0078144,0.045697,-0.00013208
"273.072856830731/34.7231364445689",0.028134,0.010908,0.029662,-0.003374,-0.0021746,0.0042618,-0.0060824,0.0013473,0.0059789,0.011042
"273.134585437887/47.1834618274384",-0.027329,0.0056793,-0.0088917,-0.015188,-0.031123,-0.0028753,0.011937,0.022438,-0.0068132,-0.0030847
"273.186070879162/188.232468669829",-0.022232,0.021974,-0.019435,-0.0071297,0.02762,0.010827,0.0045589,0.0023818,-0.0050279,-0.0029758
"273.186079791376/202.193850389175",0.0038791,-0.0069983,0.040955,0.025796,-0.00099529,-0.0095653,0.020615,0.0063908,-0.0011906,0.00056741
"273.207278113345/222.786385236512",-0.016933,-0.013361,-0.030163,0.016155,-0.01171,0.0071427,-0.0079587,-0.022412,-0.026265,0.00038118
"273.917042226164/162.484023095609",0.016415,0.027981,-0.0080962,0.0023572,-0.02309,0.012277,-0.026691,-0.0086188,-0.0084402,0.002803
"274.210483998299/222.726600547081",0.008231,-0.0060813,-0.038202,0.013092,-0.0073421,0.010846,-0.020949,-0.020834,-0.022293,0.0072414
"274.906425390747/112.433673504012",-0.031377,-0.020196,-0.0012426,0.01159,0.00652,-4.2381e-05,0.0073693,-0.0012623,-0.011597,-0.0031476
"275.150001948652/224.576008110649",0.020447,0.02972,-0.0088257,0.00097367,-0.024672,-0.0043495,-0.0074073,0.0037908,-0.010829,0.012244
