massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row3254	616.6615262	50.21756887	0.34659	-1.0	
row3255	635.8693449	65.41890238	0.34659	-1.0	
row3256	636.795733	59.25912573	0.34659	-1.0	
row3257	692.5932518	51.59456073	0.34659	-1.0	
row3258	743.4212625	52.42326867	0.34659	-1.0	
row3259	759.8388825	67.92338118	0.34659	-1.0	
row3260	803.093253	61.69984226	0.34659	-1.0	
row3261	804.7968752	67.35790367	0.34659	-1.0	
row3262	835.292468	66.01105875	0.34659	-1.0	
row3263	864.203992	55.36094522	0.34659	-1.0	
row3264	888.3007798	51.83499813	0.34659	-1.0	
row3265	964.0367354	47.03185946	0.34659	-1.0	
row3266	1039.288424	67.66840795	0.34659	-1.0	
row3267	1049.742892	53.28946712	0.34659	-1.0	
row3268	1148.253259	62.83251054	0.34659	-1.0	
row3269	1172.754308	67.85012007	0.34659	-1.0	
row3270	116.6375337	93.66948813	0.34659	-1.0	
row3271	175.0105641	285.0976703	0.34659	1.0	
row3272	180.8590795	73.75028249	0.34659	-1.0	
row3273	183.5781895	146.7228299	0.34659	-1.0	
row3274	225.1322038	70.94767179	0.34659	-1.0	
row3275	239.9285068	83.42033361	0.34659	-1.0	
row3276	266.8634864	66.04331594	0.34659	-1.0	
row3277	372.8831461	45.92693607	0.34659	-1.0	
row3278	450.7348467	51.91213841	0.34659	-1.0	
row3279	464.9173279	59.67868277	0.34659	-1.0	
row3280	472.7727717	66.67882824	0.34659	-1.0	
row3281	494.8855965	62.68905745	0.34659	-1.0	
row3282	496.9915427	67.93929025	0.34659	-1.0	
row3283	520.8783385	57.61276613	0.34659	-1.0	
row3284	540.8628854	58.86757151	0.34659	-1.0	
row3285	609.5624391	56.20637134	0.34659	-1.0	
row3286	614.3828651	24.54218153	0.34659	-1.0	
row3287	661.1800523	60.34178485	0.34659	-1.0	
row3288	686.6490868	64.22636028	0.34659	-1.0	
row3289	693.0312799	58.85623638	0.34659	-1.0	
row3290	695.6826012	42.62763983	0.34659	-1.0	
row3291	720.1454442	46.44086652	0.34659	-1.0	
row3292	771.0057921	61.06324832	0.34659	-1.0	
row3293	792.9869601	59.90157737	0.34659	-1.0	
row3294	823.5674065	33.61543215	0.34659	-1.0	
row3295	829.6170952	44.21129392	0.34659	-1.0	
row3296	833.0424005	59.52689368	0.34659	-1.0	
row3297	836.0995755	60.78208148	0.34659	-1.0	
row3298	848.5578277	44.17099675	0.34659	-1.0	
row3299	849.4441358	42.58309904	0.34659	-1.0	
row3300	869.1614913	61.52289239	0.34659	-1.0	
row3301	883.4605646	55.5060619	0.34659	-1.0	
row3302	1022.097177	51.01496331	0.34659	-1.0	
row3303	1038.160926	50.98513753	0.34659	-1.0	
row3304	1149.75851	68.5721754	0.34659	-1.0	
row3305	1160.669832	78.81415125	0.34659	-1.0	
row3306	751.8864712	52.77841057	0.34659	-1.0	
row3307	1154.244214	55.57975465	0.34659	-1.0	
row3308	91.44230128	103.4621444	0.34659	-1.0	
row3309	110.3807058	95.8145838	0.34659	-1.0	
row3310	167.5916952	135.4909671	0.34659	-1.0	
row3311	312.7952419	59.90046317	0.34659	-1.0	
row3312	364.9614073	67.32093426	0.34659	-1.0	
row3313	474.7519987	61.67464186	0.34659	-1.0	
row3314	478.1774831	25.50917881	0.34659	-1.0	
row3315	498.6936508	68.17724473	0.34659	-1.0	
row3316	642.4477333	51.96030339	0.34659	-1.0	
row3317	684.9625949	63.63336729	0.34659	-1.0	
row3318	718.7317782	58.41162699	0.34659	-1.0	
row3319	752.6283593	51.43557119	0.34659	-1.0	
row3320	854.2179974	51.47489746	0.34659	-1.0	
row3321	881.0759766	46.8388282	0.34659	-1.0	
row3322	882.7595239	71.38230711	0.34659	-1.0	
row3323	928.5579718	48.8096841	0.34659	-1.0	
row3324	951.2800643	52.95041387	0.34659	-1.0	
row3325	960.2322658	51.63499343	0.34659	-1.0	
row3326	970.7672515	69.03247224	0.34659	-1.0	
row3327	1060.661704	44.12396351	0.34659	-1.0	
row3328	1066.652603	27.40589817	0.34659	-1.0	
row3329	1107.276192	67.75249822	0.34659	-1.0	
row3330	122.8837741	116.4946018	0.34659	-1.0	
row3331	249.206099	28.05026859	0.34659	-1.0	
row3332	274.9003743	51.46282338	0.34659	-1.0	
row3333	328.7638146	58.00153385	0.34659	-1.0	
row3334	468.9287132	58.49298574	0.34659	-1.0	
row3335	480.3554545	35.03579011	0.34659	-1.0	
row3336	484.9009884	58.71547039	0.34659	-1.0	
row3337	530.9401909	65.162887	0.34659	-1.0	
row3338	572.7883357	69.70884599	0.34659	-1.0	
row3339	604.8245308	69.27960815	0.34659	-1.0	
row3340	634.0703047	59.59361047	0.34659	-1.0	
row3341	703.856811	73.23528704	0.34659	-1.0	
row3342	710.9714155	60.05790484	0.34659	-1.0	
row3343	770.3023818	53.06777526	0.34659	-1.0	
row3344	784.1000333	84.41105454	0.34659	-1.0	
row3345	793.8323689	67.8837174	0.34659	-1.0	
row3346	886.3246312	53.28560165	0.34659	-1.0	
row3347	892.4067756	56.13431926	0.34659	-1.0	
row3348	1108.265773	55.65726032	0.34659	-1.0	
row3349	1217.40975	61.74056927	0.34659	-1.0	
row3350	90.51391067	90.92254447	0.34659	-1.0	
row3351	152.0683033	68.90653129	0.34659	-1.0	
row3352	156.0808165	28.12107381	0.34659	-1.0	
row3353	157.169998	77.80857836	0.34659	-1.0	
row3354	201.1678296	28.90426561	0.34659	-1.0	
row3355	366.9877267	70.43843995	0.34659	-1.0	
row3356	443.7948983	38.59652073	0.34659	-1.0	
row3357	448.6630113	59.41826859	0.34659	-1.0	
row3358	521.844712	72.9913241	0.34659	-1.0	
row3359	533.0164649	88.56279632	0.34659	-1.0	
row3360	536.8528849	60.38379903	0.34659	-1.0	
row3361	578.8363024	58.12000254	0.34659	-1.0	
row3362	581.9073128	68.28887128	0.34659	-1.0	
row3363	629.7115201	56.05645933	0.34659	-1.0	
row3364	634.837907	83.88262403	0.34659	-1.0	
row3365	666.6060867	57.09656945	0.34659	-1.0	
row3366	668.1698637	49.82434854	0.34659	-1.0	
row3367	668.9888358	61.03207024	0.34659	-1.0	
row3368	672.0267973	60.76286295	0.34659	-1.0	
row3369	768.4581537	56.10610976	0.34659	-1.0	
row3370	805.7717475	66.67356361	0.34659	-1.0	
row3371	879.7719529	68.33835543	0.34659	-1.0	
row3372	890.4105394	54.60972476	0.34659	-1.0	
row3373	907.9457384	61.88533797	0.34659	-1.0	
row3374	931.0498712	46.30370688	0.34659	-1.0	
row3375	933.0467468	60.12882104	0.34659	-1.0	
row3376	978.7547169	68.54994859	0.34659	-1.0	
row3377	1098.239864	55.52371049	0.34659	-1.0	
row3378	1156.241103	58.89062562	0.34659	-1.0	
row3379	240.9009427	119.7382326	0.34659	-1.0	
row3380	312.9439215	115.374098	0.34659	-1.0	
row3381	336.5678617	38.17926702	0.34659	-1.0	
row3382	412.9928519	65.75849912	0.34659	-1.0	
row3383	423.4310208	25.88628374	0.34659	-1.0	
row3384	467.7983684	92.64385393	0.34659	-1.0	
row3385	509.6976251	61.99677863	0.34659	-1.0	
row3386	557.3049678	39.56876891	0.34659	-1.0	
row3387	658.6481915	64.7522317	0.34659	-1.0	
row3388	664.4473813	30.73449039	0.34659	-1.0	
row3389	751.6318807	48.64087349	0.34659	-1.0	
row3390	762.6658422	49.56197342	0.34659	-1.0	
row3391	775.8137871	53.16411313	0.34659	-1.0	
row3392	794.5501152	57.00894828	0.34659	-1.0	
row3393	803.3008587	67.66743911	0.34659	-1.0	
row3394	842.3105961	69.14484007	0.34659	-1.0	
row3395	853.7656369	66.93355458	0.34659	-1.0	
row3396	870.5797759	53.50288138	0.34659	-1.0	
row3397	872.440545	56.33613122	0.34659	-1.0	
row3398	900.5284369	58.27854546	0.34659	-1.0	
row3399	916.1358469	61.30712762	0.34659	-1.0	
row3400	953.8402099	55.49293144	0.34659	-1.0	
row3401	1046.773646	68.37284162	0.34659	-1.0	
row3402	1094.270618	66.40987329	0.34659	-1.0	
row3403	383.9213085	81.17830294	0.34659	-1.0	
row3404	460.8600558	87.70563496	0.34659	-1.0	
row3405	686.7554112	283.5654289	0.34659	-1.0	
row3406	886.7284588	61.21290659	0.34659	-1.0	
row3407	890.0683571	47.02134202	0.34659	-1.0	
row3408	1216.612159	84.6387364	0.34659	-1.0	
row3409	104.0786623	29.57021125	0.34659	-1.0	
row3410	534.0202196	67.28253899	0.34659	-1.0	
row3411	566.7772235	169.7629754	0.34659	-1.0	
row3412	855.0695676	60.49179876	0.34659	-1.0	
row3413	938.4739908	56.00665409	0.34659	-1.0	
row3414	992.6066234	63.20772154	0.34659	-1.0	
row3415	1004.521077	51.28049486	0.34659	-1.0	
row3416	200.0981692	31.00831633	0.34659	-1.0	
row3417	389.9033178	23.97970976	0.34659	1.0	
row3418	114.1125569	27.62780641	0.34659	-1.0	
row3419	192.9397771	21.15948213	0.34659	-1.0	
row3420	282.9049602	280.1180486	0.34659	-1.0	
row3421	329.3161082	25.16851273	0.34659	-1.0	
row3422	438.239851	34.56466168	0.34659	-1.0	
row3423	789.4299044	55.86633492	0.34659	-1.0	
row3424	1196.141915	56.06169675	0.34659	-1.0	
row3425	273.1098236	42.96868425	0.34659	-1.0	
row3426	310.022163	179.2127477	0.34659	-1.0	
row3427	522.8666486	68.86817062	0.34659	-1.0	
row3428	1032.524288	44.72005898	0.34659	-1.0	
row3429	1086.785441	65.45834308	0.34659	-1.0	
row3430	296.8949316	73.86116632	0.34659	-1.0	
row3431	380.8949188	69.95407898	0.34659	-1.0	
row3432	572.7920323	70.17443694	0.34659	-1.0	
row3433	978.6602232	41.95147391	0.34659	-1.0	
row3434	937.9226188	62.1143721	0.34659	-1.0	
row3435	543.4457146	24.972321	0.34659	-1.0	
row3436	479.8147909	139.028018	0.34659	1.0	
row3437	338.6842597	59.06804176	0.34659	1.0	
row3438	153.9933967	22.92652471	0.34659	-1.0	
row3439	373.8982627	147.7189635	0.34659	-1.0	
row3440	490.966265	83.26174312	0.34659	-1.0	
row3441	208.0969808	19.68334198	0.34659	-1.0	
row3442	351.1089002	214.8826327	0.34659	-1.0	
row3443	677.8855247	283.7020284	0.34665	-0.99988	
row3444	212.9783353	132.5897267	0.34718	0.99872	
row3445	94.52846687	110.2685629	0.34794	-0.99704	
row3446	536.3426814	32.99468603	0.34811	0.99667	
row3447	324.3852582	138.4350086	0.34814	-0.9966	
row3448	762.6938406	56.26302539	0.34829	0.99628	
row3449	487.9504289	206.4259791	0.34872	0.99534	
row3450	584.3978366	33.38940867	0.34971	-0.99318	
row3451	113.0726818	97.72049046	0.34993	0.99269	
row3452	1154.644352	281.1154179	0.35006	-0.99242	
row3453	429.8691027	285.7972699	0.35059	0.99126	
row3454	804.5614085	33.17625025	0.35071	-0.99099	
row3455	401.2616542	38.86361151	0.35089	-0.9906	
row3456	870.4866715	55.17978065	0.3509	-0.99058	
row3457	416.897932	86.44610488	0.35094	-0.99051	
row3458	642.5941599	56.43375691	0.35097	-0.99044	
row3459	984.8514184	67.70641549	0.35097	0.99044	
row3460	279.926492	74.53624436	0.3511	-0.99014	
row3461	173.0920239	227.0894409	0.3512	0.98994	
row3462	248.4614567	140.3247441	0.35133	-0.98964	
row3463	799.5472559	29.37520969	0.35171	-0.98882	
row3464	108.0443627	237.6230791	0.35191	0.98839	
row3465	94.51513046	280.7455233	0.35199	0.98822	
row3466	362.8699617	135.9160725	0.35234	0.98745	
row3467	249.5901863	137.0000228	0.3527	0.98666	
row3468	253.1282511	35.13081382	0.35322	-0.98554	
row3469	171.0162081	144.6316054	0.35371	0.9845	
row3470	541.9627889	282.0565221	0.35392	-0.98403	
row3471	97.97349951	130.4118353	0.35401	0.98383	
row3472	93.07000831	102.28982	0.35471	-0.98234	
row3473	131.002272	115.6734827	0.35507	-0.98156	
row3474	320.9774461	56.49307528	0.35525	0.98115	
row3475	92.27891787	67.67756403	0.35564	0.98031	
row3476	1091.062299	60.48343788	0.35567	0.98026	
row3477	90.75672172	271.8967707	0.35587	-0.97982	
row3478	639.3106325	27.42668767	0.35618	0.97916	
row3479	228.195889	24.678684	0.35639	0.9787	
row3480	1271.968191	231.8639618	0.35695	-0.97751	
row3481	317.0559106	224.1906214	0.35722	-0.97692	
row3482	850.754815	92.43869804	0.35731	-0.97673	
row3483	313.2738598	22.81759841	0.3574	0.97654	
row3484	543.6550197	55.11772764	0.3574	0.97653	
row3485	212.9575937	44.83205192	0.358	0.97526	
row3486	678.9002691	53.32512638	0.3581	0.97503	
row3487	118.7065191	147.0246118	0.35859	0.97399	
row3488	120.1019585	24.55600656	0.35859	0.97399	
row3489	737.9091128	151.4450443	0.3587	-0.97375	
row3490	696.6118	55.73151171	0.3592	-0.97268	
row3491	665.4620722	26.80757822	0.35956	-0.9719	
row3492	336.1497487	102.846672	0.3607	0.96949	
row3493	809.5854284	33.32228915	0.36085	-0.96916	
row3494	467.9539101	102.6364178	0.36105	0.96874	
row3495	94.28938684	112.1778781	0.36129	-0.96821	
row3496	305.9138674	40.82875369	0.36193	-0.96686	
row3497	290.8652989	138.2664314	0.3627	-0.96522	
row3498	100.5304328	135.2310579	0.36299	0.96461	
row3499	181.0284808	286.4126149	0.363	0.96459	
row3500	136.9015905	287.0908848	0.36303	-0.96453	
row3501	554.952173	175.445289	0.36305	-0.96449	
row3502	150.5281134	273.4675713	0.36306	0.96446	
row3503	115.5713317	24.52711837	0.3632	-0.96416	
row3504	314.8550345	72.74577612	0.36343	-0.96367	
row3505	786.5094263	54.82065283	0.36401	0.96245	
row3506	431.8704752	55.19005116	0.36432	-0.96179	
row3507	371.1868323	105.3392802	0.36436	-0.9617	
row3508	410.7596247	62.27160084	0.3644	0.96162	
row3509	1192.591675	283.6184108	0.36451	-0.96139	
row3510	285.0612818	80.8019944	0.36467	-0.96104	
row3511	275.9344794	156.6155834	0.3649	-0.96057	
row3512	718.9824644	62.04062684	0.36507	0.96022	
row3513	445.8408663	65.61859679	0.3651	0.96014	
row3514	435.8644864	54.43773814	0.36522	0.95989	
row3515	268.024786	59.04459682	0.36524	-0.95985	
row3516	757.4696872	40.24151243	0.36527	-0.95978	
row3517	93.03880434	105.4609284	0.36575	-0.95877	
row3518	467.9437471	87.23304902	0.36607	0.9581	
row3519	178.0241773	57.97384709	0.36611	0.95801	
row3520	222.1860942	172.8259462	0.36611	-0.95801	
row3521	160.1808983	279.5303411	0.36616	-0.95791	
row3522	249.0735967	39.3979591	0.36652	-0.95714	
row3523	584.7847725	77.59505028	0.36663	-0.95692	
row3524	106.1136622	53.50157185	0.36669	0.95678	
row3525	240.1614454	143.6147683	0.36688	0.9564	
row3526	975.4798843	66.04816085	0.36703	0.95607	
row3527	252.0517091	44.6139159	0.36721	-0.95569	
row3528	219.4860178	139.2965274	0.36726	0.95559	
row3529	179.0638219	124.5810886	0.36754	-0.95499	
row3530	138.4709679	114.1944494	0.36756	-0.95496	
row3531	785.4746465	55.27654731	0.3677	-0.95467	
row3532	170.9827771	143.6560807	0.36796	0.95413	
row3533	658.6640453	56.60990791	0.36851	0.95296	
row3534	134.99156	285.0026359	0.36878	0.95239	
row3535	383.3830084	138.0356759	0.36884	0.95227	
row3536	538.3432642	45.6176473	0.36922	-0.95147	
row3537	332.2877243	24.44168194	0.36959	0.95069	
row3538	256.1457327	24.35614987	0.36961	-0.95066	
row3539	446.3386081	28.31034833	0.37023	-0.94937	
row3540	267.1955001	217.4992237	0.37067	-0.94844	
row3541	488.3579548	29.69174483	0.37075	-0.94828	
row3542	842.6386826	53.46956938	0.37076	-0.94825	
row3543	476.8473091	56.81186641	0.3713	0.94712	
row3544	86.96398335	129.3938196	0.37137	0.94698	
row3545	599.8831344	34.17932852	0.37138	-0.94695	
row3546	439.9920678	270.1497404	0.37139	-0.94693	
row3547	1065.461568	68.26083369	0.37159	0.94653	
row3548	245.9269027	66.91082925	0.37194	-0.94579	
row3549	163.018749	117.0312712	0.37215	-0.94535	
row3550	301.2325427	137.2280685	0.37222	0.94521	
row3551	787.0632872	60.29504295	0.37222	0.94521	
row3552	670.6380243	40.91979582	0.37289	-0.94381	
row3553	814.5564541	37.98377265	0.3733	-0.94297	
row3554	341.8179221	47.09916647	0.3733	0.94297	
row3555	418.4209807	138.8068275	0.37347	-0.94261	
row3556	829.5565595	32.91868281	0.37357	-0.94241	
row3557	210.1699671	227.8126634	0.37368	0.94218	
row3558	1156.446852	68.02680759	0.37372	0.94209	
row3559	101.7587341	275.5044764	0.37398	0.94156	
row3560	474.3407041	29.50169598	0.37447	-0.94054	
row3561	265.9929958	136.8361719	0.37474	-0.93998	
row3562	222.1489242	19.26695024	0.37474	-0.93997	
row3563	782.5732262	35.60193071	0.37491	0.93962	
row3564	966.6284325	49.68394221	0.37563	-0.93814	
row3565	504.8165262	35.6976592	0.37601	0.93736	
row3566	1002.379836	55.77620721	0.37604	-0.93728	
row3567	592.6739509	56.50581412	0.37627	-0.93682	
row3568	265.1315537	44.69544611	0.37648	-0.93638	
row3569	559.6265149	28.33038142	0.37664	0.93604	
row3570	414.9766462	81.3103531	0.37666	0.93602	
row3571	252.9184426	157.4467321	0.37686	-0.93559	
row3572	112.5180512	91.69993554	0.37704	0.93522	
row3573	792.5706509	52.71084823	0.37709	-0.93513	
row3574	430.0940723	239.6706574	0.37771	-0.93384	
row3575	501.3250347	31.43916788	0.37777	0.93371	
row3576	99.020324	95.79935506	0.37791	0.93342	
row3577	1133.78321	68.0956933	0.37859	0.93203	
row3578	378.2644015	21.72908133	0.37874	-0.93171	
row3579	288.9292124	59.31521261	0.37891	0.93137	
row3580	290.9350163	130.6368428	0.37928	0.93061	
row3581	215.1027245	105.6313074	0.37941	-0.93034	
row3582	142.9727252	128.4833352	0.37951	0.93015	
row3583	652.4100384	35.22208293	0.37969	-0.92978	
row3584	265.903982	23.87659477	0.3798	-0.92955	
row3585	113.9990482	127.0428661	0.37983	-0.92948	
row3586	664.822203	69.46441683	0.37988	-0.92938	
row3587	463.9731126	80.53036262	0.38001	-0.92912	
row3588	289.4353499	138.1673428	0.38011	0.92892	
row3589	327.2012276	34.37162582	0.38012	-0.9289	
row3590	264.9283161	139.461815	0.38019	0.92874	
row3591	917.5923494	41.90890044	0.38035	0.92842	
row3592	304.2351716	24.47305606	0.38044	-0.92822	
row3593	887.5540267	42.35392561	0.38051	0.92809	
row3594	627.3983473	28.3813776	0.38069	0.92772	
row3595	328.2118534	22.07206395	0.38095	-0.92718	
row3596	307.913913	52.83724039	0.38109	-0.9269	
row3597	177.451511	138.7844553	0.38147	0.92613	
row3598	952.4858062	67.69825955	0.38157	-0.92591	
row3599	161.0142362	104.530341	0.38158	0.9259	
row3600	190.9099305	63.70032928	0.38172	-0.92562	
row3601	696.8043284	70.57957158	0.38173	-0.92558	
row3602	1234.632419	85.14810799	0.38224	-0.92456	
row3603	662.7293945	50.20140755	0.38293	-0.92315	
row3604	184.0944637	66.40040225	0.38296	-0.92309	
row3605	991.3197729	68.80547547	0.38345	0.92208	
row3606	540.9708301	156.3867602	0.38357	-0.92184	
row3607	610.9845768	157.9614799	0.3836	-0.92178	
row3608	399.2759637	29.51555147	0.38372	-0.92153	
row3609	125.6088197	134.0150847	0.38424	-0.92048	
row3610	522.964611	70.85351234	0.38427	-0.92042	
row3611	99.66422599	92.33558503	0.38455	-0.91985	
row3612	412.2431213	48.71143955	0.38469	-0.91956	
row3613	488.6390537	63.20517081	0.38533	0.91827	
row3614	362.8664255	155.9279954	0.38537	-0.91818	
row3615	388.8424306	283.9245718	0.38558	0.91775	
row3616	423.2748697	35.94222159	0.3856	-0.91771	
row3617	214.0256689	283.207135	0.3858	0.9173	
row3618	772.8964961	67.54918715	0.38598	0.91694	
row3619	678.5107993	35.59070796	0.38603	0.91684	
row3620	103.1305364	172.6149614	0.38663	-0.91563	
row3621	775.860255	269.9368059	0.38695	0.91497	
row3622	541.8820263	68.57705289	0.38702	-0.91483	
row3623	152.0019659	276.5284966	0.38746	0.91395	
row3624	238.9274982	281.009446	0.38785	0.91316	
row3625	226.1446038	21.18386924	0.38806	0.91274	
row3626	506.983239	134.5260022	0.38836	-0.91212	
row3627	331.2840899	24.86665572	0.38839	0.91207	
row3628	605.9056948	32.46796919	0.38841	0.91203	
row3629	281.1660453	29.55541945	0.38846	-0.91192	
row3630	371.227679	37.00260741	0.38851	-0.91184	
row3631	192.1595376	32.7705787	0.38852	0.9118	
row3632	152.0819923	73.77620732	0.38862	0.91161	
row3633	865.1354641	61.54560576	0.38863	-0.91158	
row3634	259.433831	118.5956838	0.38882	-0.9112	
row3635	935.5029926	42.39119726	0.38886	-0.91112	
row3636	275.6037025	138.812075	0.38888	0.91107	
row3637	380.8949295	71.26712754	0.38941	-0.91002	
row3638	303.1791053	86.54691742	0.38971	0.9094	
row3639	247.1541107	28.15558594	0.38976	0.90931	
row3640	306.2428397	183.1661148	0.39006	-0.90871	
row3641	145.6938374	30.12025031	0.39099	0.90684	
row3642	670.5610711	55.65119782	0.39165	0.90551	
row3643	879.9645802	61.95294599	0.39173	0.90534	
row3644	437.7787314	36.53993949	0.39178	-0.90526	
row3645	257.0055892	21.42120368	0.3918	0.9052	
row3646	265.1546585	36.61394388	0.39186	0.90509	
row3647	434.9922604	199.1202052	0.39192	-0.90496	
row3648	100.039136	112.1416193	0.39195	-0.90491	
row3649	737.9091744	154.3051683	0.3924	-0.904	
row3650	400.9145926	158.2875429	0.39244	0.90393	
row3651	352.8606997	140.7263068	0.39343	-0.90196	
row3652	650.6316089	56.99750129	0.39391	0.90098	
row3653	738.9079188	67.66678663	0.39469	0.89944	
row3654	429.0220298	289.6578756	0.39551	-0.89779	
row3655	151.096529	29.59764428	0.39563	-0.89755	
row3656	630.8092917	211.9277435	0.39641	-0.896	
row3657	740.8009792	58.54287569	0.39667	0.89548	
row3658	342.014845	110.4647591	0.39683	0.89517	
row3659	648.6363066	56.38144766	0.39699	-0.89486	
row3660	523.841883	71.68267678	0.39711	-0.89461	
row3661	473.8670419	71.24944746	0.39719	-0.89445	
row3662	204.9570359	20.9870376	0.39735	-0.89413	
row3663	492.9340943	72.20715491	0.39782	-0.89321	
row3664	467.9464685	120.8681597	0.39783	0.89319	
row3665	228.1958081	243.8251767	0.39809	-0.89266	
row3666	691.8794627	62.27187478	0.39813	0.8926	
row3667	187.1442159	78.12014094	0.39816	-0.89253	
row3668	863.5737533	42.97191213	0.39868	-0.89149	
row3669	321.1823147	30.09475301	0.39964	-0.8896	
row3670	478.87543	105.1816661	0.39985	-0.88919	
row3671	434.7724219	57.42450716	0.39998	0.88892	
row3672	641.8844395	68.82883648	0.40001	-0.88888	
row3673	108.0808442	245.9951988	0.40013	0.88863	
row3674	774.823067	67.15803362	0.40055	-0.8878	
row3675	232.9896818	238.2693584	0.40058	0.88775	
row3676	656.9662088	247.7114329	0.40131	0.88631	
row3677	147.080099	90.28111003	0.40144	-0.88604	
row3678	210.011772	49.18581488	0.4015	0.88592	
row3679	857.3555562	54.87083731	0.40189	-0.88516	
row3680	147.1622914	20.57374927	0.40253	-0.88391	
row3681	134.0448029	138.1970909	0.40258	-0.88381	
row3682	178.4561572	138.0749558	0.40266	0.88366	
row3683	142.5896152	144.3479448	0.40308	-0.88282	
row3684	163.0602361	62.40475532	0.40308	0.88281	
row3685	338.341506	27.68811216	0.40331	0.88236	
row3686	883.0727008	93.4653296	0.40355	-0.8819	
row3687	524.2700265	39.96484133	0.40358	-0.88184	
row3688	367.3362611	25.56771174	0.40376	0.88149	
row3689	384.2353742	36.40274375	0.40378	-0.88144	
row3690	899.8253686	234.3698224	0.40401	-0.88099	
row3691	546.0117103	61.27028721	0.40407	0.88087	
row3692	999.7746927	67.99584904	0.40422	-0.88059	
row3693	326.3053893	106.4239897	0.40451	0.88001	
row3694	174.1310847	210.3098539	0.40458	-0.87987	
row3695	557.0949381	48.22760138	0.40477	-0.87951	
row3696	263.9301922	137.2700363	0.40499	0.87907	
row3697	384.2745464	26.8717713	0.40522	-0.87862	
row3698	337.1530196	116.1618079	0.40525	-0.87856	
row3699	393.2501824	36.5399176	0.40573	-0.87763	
row3700	288.5835615	139.2442186	0.40575	0.87758	
row3701	233.058977	62.92532385	0.40592	-0.87726	
row3702	442.2434336	40.49010114	0.40652	0.87609	
row3703	330.0339651	233.4733315	0.40671	-0.87571	
row3704	693.9599	33.04383311	0.4068	0.87554	
row3705	280.9871166	61.42580161	0.40697	-0.8752	
row3706	831.573311	34.21299123	0.40699	-0.87516	
row3707	233.1496473	53.16147325	0.40744	0.8743	
row3708	280.2636247	27.04486347	0.40765	-0.87389	
row3709	351.3615455	137.4795724	0.40785	-0.87349	
row3710	400.9358027	22.69323828	0.40805	0.87311	
row3711	205.1952362	30.71315469	0.40813	-0.87294	
row3712	324.8929928	21.92122955	0.40879	0.87166	
row3713	102.3100883	274.8986325	0.4088	0.87165	
row3714	322.8032758	60.17952875	0.40891	0.87142	
row3715	220.1499156	150.9125603	0.40932	0.87062	
row3716	380.719509	61.63143497	0.40951	-0.87027	
row3717	555.8566716	38.32881264	0.40958	-0.87013	
row3718	514.1737299	44.65112534	0.40959	-0.87011	
row3719	687.8169184	67.61626657	0.40962	-0.87005	
row3720	194.9751136	259.8510182	0.4099	0.8695	
row3721	196.133304	187.2926754	0.41009	0.86914	
row3722	322.9745306	56.60929005	0.4104	-0.86853	
row3723	338.8311107	55.76812094	0.41051	-0.86832	
row3724	1224.100175	68.23741445	0.41058	0.86819	
row3725	1195.753175	67.89564335	0.41063	-0.86809	
row3726	207.6394806	92.60326878	0.41076	-0.86783	
row3727	670.6728856	54.57387687	0.41082	-0.86772	
row3728	683.7324293	139.7052374	0.41116	0.86706	
row3729	445.2878023	37.16825384	0.41121	-0.86695	
row3730	362.2222273	35.84186337	0.41127	-0.86684	
row3731	305.9121835	23.97499702	0.41149	-0.86641	
row3732	284.2068728	24.60362213	0.41199	0.86545	
row3733	823.7042341	55.79202067	0.41206	0.86532	
row3734	874.3350329	67.8312627	0.41223	0.865	
row3735	477.3101288	34.08193427	0.41244	-0.86459	
row3736	552.8670684	35.93660134	0.41256	-0.86435	
row3737	510.8933336	57.32860669	0.41292	-0.86366	
row3738	112.0618821	211.4612348	0.41345	0.86264	
row3739	339.3451435	27.58456043	0.41427	0.86105	
row3740	520.8336196	43.09640928	0.41434	0.86092	
row3741	193.097252	19.9261019	0.4147	-0.86023	
row3742	834.0142427	60.75545988	0.41503	0.85958	
row3743	245.5626415	288.1305044	0.41516	-0.85934	
row3744	388.2540049	32.21610463	0.41522	-0.85922	
row3745	502.9618459	68.91644221	0.41527	-0.85913	
row3746	332.8847811	118.6866252	0.4153	-0.85906	
row3747	249.1081052	233.0305689	0.4156	-0.8585	
row3748	314.5770409	134.8217513	0.41567	-0.85836	
row3749	324.9398919	284.1905083	0.41568	0.85833	
row3750	518.8281774	58.57245674	0.41594	0.85783	
row3751	306.1603417	43.95899612	0.41601	-0.8577	
row3752	227.1277184	35.48650516	0.41651	-0.85675	
row3753	222.1488727	235.4495458	0.41667	-0.85644	
row3754	439.9920362	112.3240072	0.41696	-0.85589	
row3755	216.2891629	137.3081946	0.41698	0.85583	
row3756	320.8617399	31.78164941	0.41702	0.85577	
row3757	428.2614726	35.77507618	0.41702	-0.85576	
row3758	579.9102714	150.578326	0.41703	0.85576	
row3759	208.133254	224.0665437	0.41707	-0.85567	
row3760	786.2759316	52.22706313	0.41709	-0.85564	
row3761	114.1026464	230.7585294	0.41737	0.8551	
row3762	222.4535316	116.0252601	0.4174	-0.85504	
row3763	198.1488788	242.6492156	0.41799	-0.85391	
row3764	352.0163777	284.3833259	0.41803	0.85383	
row3765	339.252929	37.55315834	0.41807	-0.85375	
row3766	1272.05347	54.95408927	0.41811	-0.85367	
